depth,sector,condition,rg_similarity,composite_coherence,binding_persistence,recursive_internal_stability,assembly_reproducibility,bounded_composite_drift,composite_gain,classification
160,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,P-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8388608,P-N,CompositeBindingEmergence,0.96,0.9484,0.94,0.9257,0.9067,0.91,0.9187,COMPOSITE-STABLE
16777216,P-N,CompositeBindingEmergence,0.9311,0.9135,0.8756,0.8581,0.8695,0.8588,0.8684,COMPOSITE-STABLE
33554432,P-N,CompositeBindingEmergence,0.8409,0.8075,0.7821,0.7725,0.7664,0.7675,0.7827,COMPOSITE-BOUNDED
1,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,P-N,RecursiveBoundStatePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,P-N,RecursiveBoundStatePersistence,0.96,0.9454,0.94,0.93,0.92,0.9067,0.93,COMPOSITE-STABLE
8388608,P-N,RecursiveBoundStatePersistence,0.96,0.9179,0.94,0.93,0.8978,0.8826,0.9159,COMPOSITE-STABLE
16777216,P-N,RecursiveBoundStatePersistence,0.9431,0.8904,0.9021,0.8864,0.8444,0.8389,0.8596,COMPOSITE-BOUNDED
33554432,P-N,RecursiveBoundStatePersistence,0.8159,0.7734,0.8111,0.7807,0.7625,0.7522,0.7718,COMPOSITE-PARTIAL
1,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,P-N,InternalCoherenceStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8388608,P-N,InternalCoherenceStability,0.96,0.9586,0.9108,0.93,0.9076,0.91,0.9276,COMPOSITE-STABLE
16777216,P-N,InternalCoherenceStability,0.9217,0.878,0.8575,0.894,0.8721,0.8567,0.8554,COMPOSITE-BOUNDED
33554432,P-N,InternalCoherenceStability,0.8332,0.7994,0.7739,0.8109,0.7801,0.7579,0.7882,COMPOSITE-PARTIAL
1,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,P-N,PerturbationResilienceComposite,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,P-N,PerturbationResilienceComposite,0.96,0.9586,0.936,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8388608,P-N,PerturbationResilienceComposite,0.96,0.9227,0.9189,0.9208,0.9163,0.91,0.93,COMPOSITE-STABLE
16777216,P-N,PerturbationResilienceComposite,0.9207,0.8668,0.8803,0.8856,0.878,0.8611,0.8792,COMPOSITE-BOUNDED
33554432,P-N,PerturbationResilienceComposite,0.8262,0.7943,0.7695,0.7951,0.7758,0.7886,0.7856,COMPOSITE-PARTIAL
1,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4194304,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8388608,P-N,RecursiveAssemblyHierarchy,0.96,0.96,0.9334,0.9287,0.92,0.9041,0.93,COMPOSITE-STABLE
16777216,P-N,RecursiveAssemblyHierarchy,0.9182,0.891,0.8564,0.8673,0.8944,0.8521,0.8647,COMPOSITE-BOUNDED
33554432,P-N,RecursiveAssemblyHierarchy,0.836,0.7953,0.7748,0.777,0.7771,0.7526,0.78,COMPOSITE-PARTIAL
1,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,P-N,CompositeTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
