depth,sector,condition,rg_similarity,semantic_coherence,relational_meaning_persistence,semantic_transport_alignment,recursive_semantic_stability,semantic_reproduction_index,abstraction_semantic_gain,classification
1024,Projection-Neutral,RecursiveSemanticTransformationTracking,0.3182,0.3084,0.3101,0.3055,0.3025,0.2943,0.2985,SEMANTIC-FAILED
1536,Projection-Neutral,RecursiveSemanticTransformationTracking,0.2344,0.2276,0.2306,0.2262,0.2318,0.2195,0.2273,SEMANTIC-FAILED
2048,Projection-Neutral,RecursiveSemanticTransformationTracking,0.1895,0.1865,0.1835,0.1789,0.1855,0.1795,0.1779,SEMANTIC-FAILED
3072,Projection-Neutral,RecursiveSemanticTransformationTracking,0.1362,0.1308,0.1301,0.1278,0.1315,0.123,0.1255,SEMANTIC-FAILED
4096,Projection-Neutral,RecursiveSemanticTransformationTracking,0.103,0.1039,0.1024,0.099,0.1024,0.096,0.1012,SEMANTIC-FAILED
6144,Projection-Neutral,RecursiveSemanticTransformationTracking,0.0726,0.0719,0.0684,0.0683,0.07,0.0683,0.0691,SEMANTIC-FAILED
8192,Projection-Neutral,RecursiveSemanticTransformationTracking,0.0563,0.054,0.0526,0.0531,0.0538,0.0524,0.0528,SEMANTIC-FAILED
12288,Projection-Neutral,RecursiveSemanticTransformationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Neutral,RecursiveSemanticTransformationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Neutral,RecursiveSemanticTransformationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Neutral,AbstractionToSemanticsMapping,0.96,0.94,0.9147,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
2,Projection-Neutral,AbstractionToSemanticsMapping,0.96,0.9194,0.9139,0.9198,0.91,0.8892,0.9184,SEMANTIC-STABLE
4,Projection-Neutral,AbstractionToSemanticsMapping,0.96,0.9169,0.9221,0.9096,0.8831,0.8893,0.92,SEMANTIC-STABLE
6,Projection-Neutral,AbstractionToSemanticsMapping,0.9573,0.9294,0.9244,0.9005,0.9017,0.8929,0.92,SEMANTIC-STABLE
8,Projection-Neutral,AbstractionToSemanticsMapping,0.9337,0.9255,0.9072,0.9048,0.8865,0.8985,0.92,SEMANTIC-STABLE
12,Projection-Neutral,AbstractionToSemanticsMapping,0.9332,0.9024,0.894,0.8793,0.8912,0.889,0.92,SEMANTIC-BOUNDED
16,Projection-Neutral,AbstractionToSemanticsMapping,0.9279,0.9104,0.916,0.8914,0.8695,0.8568,0.9091,SEMANTIC-STABLE
20,Projection-Neutral,AbstractionToSemanticsMapping,0.9315,0.8881,0.8896,0.8939,0.875,0.881,0.92,SEMANTIC-BOUNDED
24,Projection-Neutral,AbstractionToSemanticsMapping,0.9087,0.9099,0.9031,0.8827,0.8847,0.8488,0.9028,SEMANTIC-STABLE
32,Projection-Neutral,AbstractionToSemanticsMapping,0.8811,0.8962,0.8733,0.8637,0.8462,0.8568,0.8882,SEMANTIC-BOUNDED
40,Projection-Neutral,AbstractionToSemanticsMapping,0.8703,0.8656,0.8734,0.8555,0.8273,0.8392,0.8798,SEMANTIC-BOUNDED
48,Projection-Neutral,AbstractionToSemanticsMapping,0.887,0.8591,0.839,0.8268,0.8218,0.8352,0.8523,SEMANTIC-BOUNDED
64,Projection-Neutral,AbstractionToSemanticsMapping,0.852,0.8362,0.8222,0.807,0.792,0.8065,0.8443,SEMANTIC-BOUNDED
80,Projection-Neutral,AbstractionToSemanticsMapping,0.8163,0.7959,0.7997,0.7774,0.7968,0.7591,0.803,SEMANTIC-PARTIAL
96,Projection-Neutral,AbstractionToSemanticsMapping,0.8035,0.7929,0.7868,0.7618,0.7529,0.7411,0.7947,SEMANTIC-PARTIAL
128,Projection-Neutral,AbstractionToSemanticsMapping,0.7649,0.7325,0.7335,0.7202,0.7309,0.7218,0.7444,SEMANTIC-PARTIAL
160,Projection-Neutral,AbstractionToSemanticsMapping,0.7338,0.7166,0.7131,0.6944,0.6997,0.6644,0.7,SEMANTIC-PARTIAL
192,Projection-Neutral,AbstractionToSemanticsMapping,0.7004,0.6631,0.6615,0.6734,0.6508,0.6516,0.6715,SEMANTIC-DEGRADING
256,Projection-Neutral,AbstractionToSemanticsMapping,0.6267,0.6265,0.6163,0.601,0.5932,0.6017,0.6144,SEMANTIC-DEGRADING
320,Projection-Neutral,AbstractionToSemanticsMapping,0.5932,0.5689,0.5736,0.566,0.5603,0.5492,0.5613,SEMANTIC-DEGRADING
512,Projection-Neutral,AbstractionToSemanticsMapping,0.4747,0.4625,0.4517,0.4531,0.4495,0.4367,0.4627,SEMANTIC-FAILED
768,Projection-Neutral,AbstractionToSemanticsMapping,0.3775,0.3688,0.3701,0.3651,0.364,0.3486,0.3699,SEMANTIC-FAILED
1024,Projection-Neutral,AbstractionToSemanticsMapping,0.3193,0.3115,0.307,0.3049,0.2982,0.2889,0.3016,SEMANTIC-FAILED
1536,Projection-Neutral,AbstractionToSemanticsMapping,0.2299,0.2287,0.2266,0.2263,0.2205,0.2221,0.2257,SEMANTIC-FAILED
2048,Projection-Neutral,AbstractionToSemanticsMapping,0.1874,0.1807,0.181,0.176,0.1797,0.1765,0.1841,SEMANTIC-FAILED
3072,Projection-Neutral,AbstractionToSemanticsMapping,0.1344,0.1291,0.1319,0.1282,0.1296,0.1232,0.1304,SEMANTIC-FAILED
4096,Projection-Neutral,AbstractionToSemanticsMapping,0.1054,0.1001,0.0991,0.0995,0.1005,0.0966,0.1026,SEMANTIC-FAILED
6144,Projection-Neutral,AbstractionToSemanticsMapping,0.0728,0.0717,0.0693,0.0688,0.0676,0.0689,0.0715,SEMANTIC-FAILED
8192,Projection-Neutral,AbstractionToSemanticsMapping,0.0538,0.0543,0.0526,0.0533,0.0514,0.0526,0.0536,SEMANTIC-FAILED
12288,Projection-Neutral,AbstractionToSemanticsMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Neutral,AbstractionToSemanticsMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Neutral,AbstractionToSemanticsMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Neutral,SemanticReproductionDynamics,0.9345,0.9236,0.9202,0.92,0.8963,0.9,0.92,SEMANTIC-STABLE
2,Projection-Neutral,SemanticReproductionDynamics,0.9435,0.9321,0.9082,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
4,Projection-Neutral,SemanticReproductionDynamics,0.9563,0.9363,0.93,0.8968,0.91,0.8999,0.8913,SEMANTIC-STABLE
6,Projection-Neutral,SemanticReproductionDynamics,0.9398,0.918,0.8974,0.8903,0.91,0.8898,0.92,SEMANTIC-BOUNDED
8,Projection-Neutral,SemanticReproductionDynamics,0.9469,0.9304,0.9258,0.8985,0.8872,0.9,0.9193,SEMANTIC-STABLE
12,Projection-Neutral,SemanticReproductionDynamics,0.9465,0.9146,0.9024,0.9138,0.8849,0.8921,0.8848,SEMANTIC-STABLE
16,Projection-Neutral,SemanticReproductionDynamics,0.9389,0.9171,0.8867,0.8728,0.8818,0.8853,0.8904,SEMANTIC-BOUNDED
20,Projection-Neutral,SemanticReproductionDynamics,0.9029,0.8888,0.9106,0.8808,0.8905,0.8798,0.8665,SEMANTIC-BOUNDED
24,Projection-Neutral,SemanticReproductionDynamics,0.9153,0.8771,0.8736,0.8682,0.8681,0.8838,0.8883,SEMANTIC-BOUNDED
32,Projection-Neutral,SemanticReproductionDynamics,0.8976,0.8655,0.8817,0.8472,0.8748,0.8637,0.8601,SEMANTIC-BOUNDED
40,Projection-Neutral,SemanticReproductionDynamics,0.8647,0.8605,0.8735,0.8545,0.8615,0.8651,0.8662,SEMANTIC-BOUNDED
48,Projection-Neutral,SemanticReproductionDynamics,0.8618,0.8664,0.8587,0.8302,0.8485,0.8233,0.8232,SEMANTIC-BOUNDED
64,Projection-Neutral,SemanticReproductionDynamics,0.8425,0.836,0.8207,0.8244,0.8071,0.8051,0.8286,SEMANTIC-BOUNDED
80,Projection-Neutral,SemanticReproductionDynamics,0.8089,0.8089,0.8057,0.7741,0.774,0.7872,0.7972,SEMANTIC-BOUNDED
96,Projection-Neutral,SemanticReproductionDynamics,0.806,0.7874,0.7898,0.76,0.7787,0.7601,0.7759,SEMANTIC-PARTIAL
128,Projection-Neutral,SemanticReproductionDynamics,0.7626,0.7561,0.7252,0.7173,0.7169,0.7423,0.7298,SEMANTIC-PARTIAL
160,Projection-Neutral,SemanticReproductionDynamics,0.7162,0.7094,0.6888,0.6873,0.7064,0.694,0.7022,SEMANTIC-DEGRADING
192,Projection-Neutral,SemanticReproductionDynamics,0.6984,0.6728,0.6677,0.6608,0.6534,0.6712,0.6674,SEMANTIC-DEGRADING
256,Projection-Neutral,SemanticReproductionDynamics,0.6223,0.6246,0.6208,0.6078,0.6171,0.6143,0.6184,SEMANTIC-DEGRADING
320,Projection-Neutral,SemanticReproductionDynamics,0.575,0.5678,0.5723,0.5553,0.561,0.5512,0.5584,SEMANTIC-DEGRADING
512,Projection-Neutral,SemanticReproductionDynamics,0.4611,0.4702,0.4557,0.4486,0.4473,0.4602,0.4458,SEMANTIC-FAILED
768,Projection-Neutral,SemanticReproductionDynamics,0.3822,0.3627,0.361,0.3585,0.3658,0.3619,0.3622,SEMANTIC-FAILED
1024,Projection-Neutral,SemanticReproductionDynamics,0.313,0.3129,0.2988,0.2974,0.3011,0.2977,0.2984,SEMANTIC-FAILED
1536,Projection-Neutral,SemanticReproductionDynamics,0.2334,0.2322,0.2317,0.2227,0.2285,0.2227,0.2204,SEMANTIC-FAILED
2048,Projection-Neutral,SemanticReproductionDynamics,0.1879,0.1837,0.1786,0.1805,0.178,0.1776,0.1792,SEMANTIC-FAILED
3072,Projection-Neutral,SemanticReproductionDynamics,0.1348,0.1312,0.1291,0.1263,0.1284,0.1293,0.1293,SEMANTIC-FAILED
4096,Projection-Neutral,SemanticReproductionDynamics,0.1047,0.1032,0.1001,0.1002,0.1018,0.0995,0.0994,SEMANTIC-FAILED
6144,Projection-Neutral,SemanticReproductionDynamics,0.0717,0.0697,0.069,0.0688,0.069,0.0686,0.0704,SEMANTIC-FAILED
8192,Projection-Neutral,SemanticReproductionDynamics,0.0555,0.0532,0.0543,0.0531,0.0529,0.0527,0.0532,SEMANTIC-FAILED
12288,Projection-Neutral,SemanticReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Neutral,SemanticReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Neutral,SemanticReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Neutral,NullSemanticControl,0.7815,0.7767,0.7508,0.765,0.7387,0.7275,0.7617,SEMANTIC-PARTIAL
2,Projection-Neutral,NullSemanticControl,0.782,0.7698,0.7672,0.7678,0.7397,0.7395,0.7547,SEMANTIC-PARTIAL
4,Projection-Neutral,NullSemanticControl,0.7472,0.7717,0.7552,0.7596,0.7276,0.7404,0.724,SEMANTIC-PARTIAL
6,Projection-Neutral,NullSemanticControl,0.7429,0.7512,0.7391,0.748,0.7113,0.714,0.7504,SEMANTIC-PARTIAL
8,Projection-Neutral,NullSemanticControl,0.7555,0.7655,0.7357,0.7534,0.7319,0.7205,0.7209,SEMANTIC-PARTIAL
12,Projection-Neutral,NullSemanticControl,0.7588,0.7299,0.7418,0.7583,0.7217,0.6928,0.7137,SEMANTIC-PARTIAL
16,Projection-Neutral,NullSemanticControl,0.75,0.7447,0.7279,0.7491,0.6955,0.702,0.7094,SEMANTIC-PARTIAL
20,Projection-Neutral,NullSemanticControl,0.7251,0.7213,0.7388,0.7356,0.6934,0.6846,0.7348,SEMANTIC-PARTIAL
24,Projection-Neutral,NullSemanticControl,0.7114,0.7171,0.7271,0.7408,0.7095,0.701,0.7079,SEMANTIC-PARTIAL
32,Projection-Neutral,NullSemanticControl,0.709,0.726,0.7012,0.7025,0.6821,0.6671,0.7121,SEMANTIC-PARTIAL
40,Projection-Neutral,NullSemanticControl,0.7207,0.7004,0.6913,0.7232,0.6884,0.6585,0.6819,SEMANTIC-DEGRADING
48,Projection-Neutral,NullSemanticControl,0.6872,0.7164,0.6815,0.6997,0.6584,0.6508,0.6918,SEMANTIC-DEGRADING
64,Projection-Neutral,NullSemanticControl,0.6938,0.665,0.6645,0.6725,0.6621,0.6389,0.6508,SEMANTIC-DEGRADING
80,Projection-Neutral,NullSemanticControl,0.6542,0.6492,0.6406,0.6605,0.6298,0.6187,0.6385,SEMANTIC-DEGRADING
96,Projection-Neutral,NullSemanticControl,0.6393,0.6407,0.6245,0.6526,0.6297,0.6141,0.6362,SEMANTIC-DEGRADING
128,Projection-Neutral,NullSemanticControl,0.5959,0.5998,0.6016,0.6263,0.5798,0.5709,0.5826,SEMANTIC-DEGRADING
160,Projection-Neutral,NullSemanticControl,0.5687,0.5857,0.5716,0.5827,0.5722,0.5626,0.5584,SEMANTIC-DEGRADING
192,Projection-Neutral,NullSemanticControl,0.5385,0.5587,0.5474,0.5557,0.5376,0.5129,0.5529,SEMANTIC-DEGRADING
256,Projection-Neutral,NullSemanticControl,0.5016,0.5179,0.5073,0.5161,0.4841,0.4712,0.488,SEMANTIC-FAILED
320,Projection-Neutral,NullSemanticControl,0.4606,0.4614,0.4614,0.462,0.457,0.4459,0.466,SEMANTIC-FAILED
512,Projection-Neutral,NullSemanticControl,0.372,0.3707,0.3732,0.3795,0.3583,0.3598,0.369,SEMANTIC-FAILED
768,Projection-Neutral,NullSemanticControl,0.2942,0.3041,0.3043,0.2952,0.2951,0.2883,0.2866,SEMANTIC-FAILED
1024,Projection-Neutral,NullSemanticControl,0.2542,0.2527,0.2532,0.2459,0.2427,0.236,0.243,SEMANTIC-FAILED
1536,Projection-Neutral,NullSemanticControl,0.1863,0.191,0.1859,0.1872,0.184,0.1776,0.184,SEMANTIC-FAILED
2048,Projection-Neutral,NullSemanticControl,0.1535,0.1485,0.1463,0.1481,0.1406,0.1435,0.1468,SEMANTIC-FAILED
3072,Projection-Neutral,NullSemanticControl,0.1072,0.1057,0.1049,0.1048,0.1037,0.1027,0.1046,SEMANTIC-FAILED
4096,Projection-Neutral,NullSemanticControl,0.0851,0.0843,0.0807,0.085,0.0783,0.0798,0.0831,SEMANTIC-FAILED
6144,Projection-Neutral,NullSemanticControl,0.0576,0.0563,0.0563,0.0562,0.0557,0.056,0.056,SEMANTIC-FAILED
8192,Projection-Neutral,NullSemanticControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
12288,Projection-Neutral,NullSemanticControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Neutral,NullSemanticControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Neutral,NullSemanticControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Antisymmetry-Neutral,SemanticRelationExtraction,0.96,0.9378,0.9298,0.92,0.8999,0.9,0.9166,SEMANTIC-STABLE
2,Antisymmetry-Neutral,SemanticRelationExtraction,0.96,0.94,0.93,0.9084,0.91,0.9,0.8985,SEMANTIC-STABLE
4,Antisymmetry-Neutral,SemanticRelationExtraction,0.96,0.9209,0.93,0.92,0.9044,0.9,0.92,SEMANTIC-STABLE
6,Antisymmetry-Neutral,SemanticRelationExtraction,0.96,0.94,0.9234,0.9088,0.8884,0.8792,0.92,SEMANTIC-STABLE
8,Antisymmetry-Neutral,SemanticRelationExtraction,0.9495,0.94,0.93,0.8851,0.8938,0.892,0.8996,SEMANTIC-STABLE
12,Antisymmetry-Neutral,SemanticRelationExtraction,0.9374,0.9221,0.9029,0.8818,0.8791,0.8947,0.9011,SEMANTIC-STABLE
16,Antisymmetry-Neutral,SemanticRelationExtraction,0.9553,0.9175,0.907,0.875,0.8698,0.8663,0.8741,SEMANTIC-STABLE
20,Antisymmetry-Neutral,SemanticRelationExtraction,0.945,0.9246,0.8872,0.8893,0.8898,0.8558,0.882,SEMANTIC-BOUNDED
24,Antisymmetry-Neutral,SemanticRelationExtraction,0.924,0.8993,0.8813,0.8695,0.8693,0.8811,0.8594,SEMANTIC-BOUNDED
32,Antisymmetry-Neutral,SemanticRelationExtraction,0.9058,0.8837,0.8707,0.8775,0.8494,0.8546,0.8607,SEMANTIC-BOUNDED
40,Antisymmetry-Neutral,SemanticRelationExtraction,0.9027,0.8886,0.8766,0.8631,0.8508,0.8499,0.8345,SEMANTIC-BOUNDED
48,Antisymmetry-Neutral,SemanticRelationExtraction,0.8684,0.8571,0.8435,0.8467,0.8258,0.8214,0.8333,SEMANTIC-BOUNDED
64,Antisymmetry-Neutral,SemanticRelationExtraction,0.8722,0.8378,0.8133,0.8052,0.8123,0.8139,0.8134,SEMANTIC-BOUNDED
80,Antisymmetry-Neutral,SemanticRelationExtraction,0.8255,0.8127,0.8028,0.8019,0.7869,0.7896,0.775,SEMANTIC-BOUNDED
96,Antisymmetry-Neutral,SemanticRelationExtraction,0.8116,0.8079,0.7902,0.7646,0.7619,0.7717,0.7727,SEMANTIC-PARTIAL
128,Antisymmetry-Neutral,SemanticRelationExtraction,0.7682,0.7648,0.756,0.729,0.7175,0.7101,0.7351,SEMANTIC-PARTIAL
160,Antisymmetry-Neutral,SemanticRelationExtraction,0.7315,0.7284,0.7202,0.6877,0.6866,0.6735,0.7025,SEMANTIC-PARTIAL
192,Antisymmetry-Neutral,SemanticRelationExtraction,0.7101,0.6864,0.677,0.6756,0.6585,0.6528,0.6486,SEMANTIC-DEGRADING
256,Antisymmetry-Neutral,SemanticRelationExtraction,0.6359,0.6139,0.6156,0.6171,0.6008,0.6043,0.6047,SEMANTIC-DEGRADING
320,Antisymmetry-Neutral,SemanticRelationExtraction,0.5899,0.5666,0.5773,0.5489,0.5648,0.5533,0.5591,SEMANTIC-DEGRADING
512,Antisymmetry-Neutral,SemanticRelationExtraction,0.47,0.462,0.4609,0.4457,0.439,0.4402,0.4558,SEMANTIC-FAILED
768,Antisymmetry-Neutral,SemanticRelationExtraction,0.3893,0.3677,0.3733,0.3625,0.3527,0.3598,0.3629,SEMANTIC-FAILED
1024,Antisymmetry-Neutral,SemanticRelationExtraction,0.3211,0.3081,0.311,0.3031,0.3011,0.296,0.2984,SEMANTIC-FAILED
1536,Antisymmetry-Neutral,SemanticRelationExtraction,0.235,0.2313,0.2266,0.2273,0.2212,0.224,0.2274,SEMANTIC-FAILED
2048,Antisymmetry-Neutral,SemanticRelationExtraction,0.1889,0.1823,0.1806,0.183,0.1804,0.1751,0.1816,SEMANTIC-FAILED
3072,Antisymmetry-Neutral,SemanticRelationExtraction,0.1382,0.1345,0.1306,0.1299,0.1288,0.1253,0.1302,SEMANTIC-FAILED
4096,Antisymmetry-Neutral,SemanticRelationExtraction,0.1062,0.1012,0.1038,0.1003,0.0979,0.0978,0.0979,SEMANTIC-FAILED
6144,Antisymmetry-Neutral,SemanticRelationExtraction,0.0731,0.0702,0.0706,0.0676,0.0677,0.0675,0.0691,SEMANTIC-FAILED
8192,Antisymmetry-Neutral,SemanticRelationExtraction,0.0561,0.0538,0.0536,0.0526,0.0525,0.0531,0.0528,SEMANTIC-FAILED
12288,Antisymmetry-Neutral,SemanticRelationExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Antisymmetry-Neutral,SemanticRelationExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Antisymmetry-Neutral,SemanticRelationExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.9589,0.94,0.93,0.9187,0.91,0.9,0.92,SEMANTIC-STABLE
2,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.96,0.935,0.93,0.92,0.91,0.884,0.917,SEMANTIC-STABLE
4,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.9003,0.91,0.8938,0.92,SEMANTIC-STABLE
6,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.8967,0.91,0.9,0.92,SEMANTIC-STABLE
8,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.9131,0.92,0.91,0.8923,0.9087,SEMANTIC-STABLE
12,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.9272,0.9075,0.8931,0.8885,0.9038,SEMANTIC-STABLE
16,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.945,0.9255,0.9255,0.9049,0.8944,0.8953,0.8797,SEMANTIC-STABLE
20,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.9482,0.9283,0.9218,0.8756,0.9002,0.8601,0.894,SEMANTIC-STABLE
24,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.9372,0.9152,0.9094,0.8768,0.8604,0.8727,0.8671,SEMANTIC-STABLE
32,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.9345,0.8837,0.8949,0.8649,0.8639,0.8683,0.8643,SEMANTIC-BOUNDED
40,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.8872,0.8921,0.8648,0.8564,0.8417,0.8456,0.8491,SEMANTIC-BOUNDED
48,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.9052,0.8854,0.8669,0.839,0.8413,0.8103,0.833,SEMANTIC-BOUNDED
64,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.874,0.8613,0.8496,0.8206,0.8018,0.8096,0.817,SEMANTIC-BOUNDED
80,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.8537,0.8294,0.8195,0.7996,0.8048,0.7929,0.7945,SEMANTIC-BOUNDED
96,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.8264,0.7886,0.781,0.7698,0.7664,0.7466,0.7812,SEMANTIC-PARTIAL
128,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.7765,0.7675,0.7638,0.7318,0.7359,0.7246,0.7412,SEMANTIC-PARTIAL
160,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.7332,0.7281,0.732,0.7008,0.7019,0.6935,0.7105,SEMANTIC-PARTIAL
192,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.6977,0.7035,0.6781,0.6679,0.6749,0.641,0.6677,SEMANTIC-DEGRADING
256,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.6333,0.6335,0.6392,0.6187,0.6116,0.604,0.6015,SEMANTIC-DEGRADING
320,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.6006,0.5787,0.5882,0.5573,0.5484,0.5444,0.562,SEMANTIC-DEGRADING
512,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.4893,0.4685,0.474,0.4514,0.445,0.4576,0.4486,SEMANTIC-FAILED
768,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.3788,0.3835,0.3747,0.3629,0.3554,0.3619,0.3626,SEMANTIC-FAILED
1024,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.3136,0.3084,0.3072,0.3058,0.3035,0.297,0.3017,SEMANTIC-FAILED
1536,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.2373,0.2348,0.228,0.2286,0.2237,0.2186,0.2273,SEMANTIC-FAILED
2048,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.1922,0.1839,0.182,0.1815,0.1776,0.177,0.1814,SEMANTIC-FAILED
3072,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.1342,0.132,0.1347,0.1282,0.1298,0.1242,0.1299,SEMANTIC-FAILED
4096,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.1057,0.1022,0.102,0.1009,0.1002,0.0994,0.1029,SEMANTIC-FAILED
6144,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.0739,0.0733,0.0707,0.0683,0.0678,0.0685,0.0684,SEMANTIC-FAILED
8192,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.0556,0.0542,0.0542,0.0539,0.053,0.0529,0.0526,SEMANTIC-FAILED
12288,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Antisymmetry-Neutral,RelationalMeaningPersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Antisymmetry-Neutral,SemanticTransportCoherence,0.9497,0.94,0.93,0.92,0.91,0.8981,0.92,SEMANTIC-STABLE
2,Antisymmetry-Neutral,SemanticTransportCoherence,0.96,0.934,0.93,0.92,0.8977,0.9,0.8957,SEMANTIC-STABLE
4,Antisymmetry-Neutral,SemanticTransportCoherence,0.96,0.9213,0.9288,0.92,0.9038,0.9,0.8946,SEMANTIC-STABLE
6,Antisymmetry-Neutral,SemanticTransportCoherence,0.9378,0.9215,0.9275,0.92,0.91,0.9,0.8872,SEMANTIC-STABLE
8,Antisymmetry-Neutral,SemanticTransportCoherence,0.96,0.9253,0.93,0.903,0.8869,0.8871,0.9156,SEMANTIC-STABLE
12,Antisymmetry-Neutral,SemanticTransportCoherence,0.9258,0.9182,0.9289,0.92,0.9042,0.8769,0.9138,SEMANTIC-STABLE
16,Antisymmetry-Neutral,SemanticTransportCoherence,0.95,0.9198,0.923,0.92,0.8974,0.8666,0.8948,SEMANTIC-STABLE
20,Antisymmetry-Neutral,SemanticTransportCoherence,0.9326,0.9211,0.9119,0.9028,0.8763,0.8785,0.8959,SEMANTIC-STABLE
24,Antisymmetry-Neutral,SemanticTransportCoherence,0.9377,0.9003,0.8895,0.8869,0.8755,0.8634,0.8577,SEMANTIC-BOUNDED
32,Antisymmetry-Neutral,SemanticTransportCoherence,0.8962,0.9066,0.8658,0.8988,0.8698,0.8443,0.8709,SEMANTIC-BOUNDED
40,Antisymmetry-Neutral,SemanticTransportCoherence,0.8994,0.8911,0.8812,0.869,0.8558,0.8466,0.8438,SEMANTIC-BOUNDED
48,Antisymmetry-Neutral,SemanticTransportCoherence,0.8699,0.8599,0.8529,0.839,0.8398,0.8202,0.8527,SEMANTIC-BOUNDED
64,Antisymmetry-Neutral,SemanticTransportCoherence,0.8616,0.851,0.8448,0.8304,0.8091,0.8038,0.8109,SEMANTIC-BOUNDED
80,Antisymmetry-Neutral,SemanticTransportCoherence,0.8233,0.8024,0.7932,0.8171,0.7899,0.7791,0.8069,SEMANTIC-PARTIAL
96,Antisymmetry-Neutral,SemanticTransportCoherence,0.8011,0.8023,0.7946,0.7941,0.776,0.7486,0.7701,SEMANTIC-PARTIAL
128,Antisymmetry-Neutral,SemanticTransportCoherence,0.7808,0.7626,0.7539,0.7488,0.7342,0.699,0.7441,SEMANTIC-PARTIAL
160,Antisymmetry-Neutral,SemanticTransportCoherence,0.7426,0.7322,0.6953,0.7096,0.6817,0.6867,0.6818,SEMANTIC-DEGRADING
192,Antisymmetry-Neutral,SemanticTransportCoherence,0.6896,0.6975,0.6711,0.6709,0.6641,0.6614,0.6684,SEMANTIC-DEGRADING
