depth,sector,condition,rg_similarity,geometric_coherence,relational_metric_stability,topology_persistence,spatial_transport_alignment,locality_geometry_consistency,recursive_spatialization_gain,classification
6,A-N,EmergentDistanceMetricAnalysis,0.9551,0.924,0.9178,0.8934,0.8665,0.85,0.8773,GEOMETRY-STABLE
8,A-N,EmergentDistanceMetricAnalysis,0.9446,0.9399,0.912,0.8904,0.8833,0.8827,0.9049,GEOMETRY-STABLE
12,A-N,EmergentDistanceMetricAnalysis,0.9433,0.9105,0.9119,0.8723,0.8843,0.8587,0.9013,GEOMETRY-STABLE
16,A-N,EmergentDistanceMetricAnalysis,0.9276,0.9316,0.9152,0.8711,0.8767,0.8544,0.9044,GEOMETRY-STABLE
20,A-N,EmergentDistanceMetricAnalysis,0.9346,0.9373,0.8972,0.9053,0.887,0.8848,0.9132,GEOMETRY-STABLE
24,A-N,EmergentDistanceMetricAnalysis,0.9551,0.9309,0.8965,0.8833,0.8724,0.883,0.8928,GEOMETRY-STABLE
32,A-N,EmergentDistanceMetricAnalysis,0.9289,0.9177,0.8878,0.9,0.8858,0.8712,0.8963,GEOMETRY-STABLE
40,A-N,EmergentDistanceMetricAnalysis,0.96,0.9239,0.9095,0.8713,0.8888,0.8769,0.8799,GEOMETRY-STABLE
48,A-N,EmergentDistanceMetricAnalysis,0.9408,0.9149,0.9129,0.8889,0.8734,0.8648,0.9057,GEOMETRY-STABLE
64,A-N,EmergentDistanceMetricAnalysis,0.936,0.9285,0.9053,0.8735,0.8874,0.8487,0.9082,GEOMETRY-STABLE
80,A-N,EmergentDistanceMetricAnalysis,0.9597,0.9452,0.906,0.8913,0.8856,0.8786,0.9062,GEOMETRY-STABLE
96,A-N,EmergentDistanceMetricAnalysis,0.9281,0.919,0.8907,0.8986,0.9028,0.8512,0.8833,GEOMETRY-STABLE
128,A-N,EmergentDistanceMetricAnalysis,0.9511,0.9133,0.9217,0.9039,0.8754,0.8632,0.8931,GEOMETRY-STABLE
160,A-N,EmergentDistanceMetricAnalysis,0.9375,0.936,0.9019,0.8681,0.9012,0.8536,0.902,GEOMETRY-STABLE
192,A-N,EmergentDistanceMetricAnalysis,0.948,0.9114,0.905,0.8739,0.8878,0.8476,0.8758,GEOMETRY-STABLE
256,A-N,EmergentDistanceMetricAnalysis,0.951,0.9362,0.9008,0.8717,0.8766,0.8822,0.8765,GEOMETRY-STABLE
320,A-N,EmergentDistanceMetricAnalysis,0.9545,0.9153,0.9065,0.8788,0.8686,0.8522,0.8766,GEOMETRY-STABLE
512,A-N,EmergentDistanceMetricAnalysis,0.9362,0.9427,0.9202,0.905,0.8716,0.8506,0.897,GEOMETRY-STABLE
768,A-N,EmergentDistanceMetricAnalysis,0.9431,0.9392,0.9176,0.8816,0.8789,0.8659,0.8754,GEOMETRY-STABLE
1024,A-N,EmergentDistanceMetricAnalysis,0.9481,0.9073,0.8962,0.8758,0.8828,0.8493,0.8836,GEOMETRY-STABLE
1536,A-N,EmergentDistanceMetricAnalysis,0.9586,0.9217,0.9045,0.9019,0.8797,0.8478,0.912,GEOMETRY-STABLE
2048,A-N,EmergentDistanceMetricAnalysis,0.9277,0.9425,0.9151,0.8867,0.8887,0.8703,0.8767,GEOMETRY-STABLE
3072,A-N,EmergentDistanceMetricAnalysis,0.9426,0.929,0.8846,0.8753,0.8631,0.8608,0.8753,GEOMETRY-STABLE
4096,A-N,EmergentDistanceMetricAnalysis,0.9549,0.9149,0.9213,0.8678,0.8637,0.8575,0.893,GEOMETRY-STABLE
6144,A-N,EmergentDistanceMetricAnalysis,0.9286,0.9146,0.8863,0.8824,0.8919,0.8646,0.8965,GEOMETRY-STABLE
8192,A-N,EmergentDistanceMetricAnalysis,0.9488,0.9342,0.8961,0.8669,0.8781,0.8497,0.9015,GEOMETRY-STABLE
12288,A-N,EmergentDistanceMetricAnalysis,0.9344,0.9306,0.9037,0.8768,0.8654,0.8692,0.8745,GEOMETRY-STABLE
16384,A-N,EmergentDistanceMetricAnalysis,0.9322,0.9273,0.9037,0.8736,0.87,0.8574,0.8837,GEOMETRY-STABLE
24576,A-N,EmergentDistanceMetricAnalysis,0.938,0.8971,0.9032,0.8619,0.8794,0.8301,0.8928,GEOMETRY-BOUNDED
32768,A-N,EmergentDistanceMetricAnalysis,0.9105,0.8889,0.8949,0.8483,0.8689,0.8195,0.8489,GEOMETRY-BOUNDED
65536,A-N,EmergentDistanceMetricAnalysis,0.8795,0.872,0.855,0.8278,0.8281,0.8311,0.8371,GEOMETRY-BOUNDED
131072,A-N,EmergentDistanceMetricAnalysis,0.831,0.8099,0.784,0.7982,0.7795,0.7703,0.7885,GEOMETRY-BOUNDED
262144,A-N,EmergentDistanceMetricAnalysis,0.7504,0.7294,0.7258,0.694,0.6877,0.6729,0.7182,GEOMETRY-PARTIAL
1,A-N,RecursiveTopologyFormation,0.9393,0.8864,0.913,0.93,0.8838,0.851,0.891,GEOMETRY-BOUNDED
2,A-N,RecursiveTopologyFormation,0.9415,0.9042,0.8911,0.898,0.8697,0.8666,0.8721,GEOMETRY-STABLE
4,A-N,RecursiveTopologyFormation,0.96,0.9147,0.9038,0.93,0.9042,0.8815,0.8812,GEOMETRY-STABLE
6,A-N,RecursiveTopologyFormation,0.9432,0.9015,0.9234,0.9175,0.8816,0.8538,0.8834,GEOMETRY-STABLE
8,A-N,RecursiveTopologyFormation,0.938,0.919,0.8892,0.9112,0.8711,0.8598,0.8972,GEOMETRY-STABLE
12,A-N,RecursiveTopologyFormation,0.9307,0.9026,0.9168,0.9126,0.8701,0.8608,0.8921,GEOMETRY-STABLE
16,A-N,RecursiveTopologyFormation,0.9421,0.9086,0.9232,0.9105,0.9042,0.8585,0.9024,GEOMETRY-STABLE
20,A-N,RecursiveTopologyFormation,0.9537,0.9048,0.908,0.9189,0.8855,0.8661,0.8873,GEOMETRY-STABLE
24,A-N,RecursiveTopologyFormation,0.96,0.8983,0.9113,0.93,0.9043,0.8477,0.8992,GEOMETRY-BOUNDED
32,A-N,RecursiveTopologyFormation,0.928,0.9105,0.9137,0.9202,0.8873,0.8853,0.8901,GEOMETRY-STABLE
40,A-N,RecursiveTopologyFormation,0.9484,0.8933,0.9167,0.9131,0.8951,0.8694,0.8827,GEOMETRY-BOUNDED
48,A-N,RecursiveTopologyFormation,0.9595,0.9222,0.9167,0.9101,0.9009,0.879,0.89,GEOMETRY-STABLE
64,A-N,RecursiveTopologyFormation,0.9439,0.9012,0.889,0.9032,0.8863,0.8819,0.867,GEOMETRY-STABLE
80,A-N,RecursiveTopologyFormation,0.9338,0.919,0.9072,0.9099,0.8838,0.8516,0.9026,GEOMETRY-STABLE
96,A-N,RecursiveTopologyFormation,0.9332,0.9065,0.9253,0.9125,0.9012,0.8479,0.8752,GEOMETRY-STABLE
128,A-N,RecursiveTopologyFormation,0.9413,0.903,0.9097,0.909,0.872,0.863,0.874,GEOMETRY-STABLE
160,A-N,RecursiveTopologyFormation,0.9459,0.8994,0.9032,0.93,0.8726,0.873,0.8849,GEOMETRY-BOUNDED
192,A-N,RecursiveTopologyFormation,0.9544,0.9224,0.9044,0.9007,0.8702,0.8809,0.8926,GEOMETRY-STABLE
256,A-N,RecursiveTopologyFormation,0.9542,0.9151,0.9085,0.9154,0.8901,0.8509,0.866,GEOMETRY-STABLE
320,A-N,RecursiveTopologyFormation,0.9366,0.9012,0.8914,0.9015,0.8792,0.872,0.8717,GEOMETRY-STABLE
512,A-N,RecursiveTopologyFormation,0.9423,0.9248,0.9183,0.9205,0.8758,0.8699,0.8969,GEOMETRY-STABLE
768,A-N,RecursiveTopologyFormation,0.9497,0.9086,0.8992,0.9186,0.8708,0.884,0.8972,GEOMETRY-STABLE
1024,A-N,RecursiveTopologyFormation,0.9263,0.9013,0.9019,0.9129,0.8814,0.8672,0.9023,GEOMETRY-STABLE
1536,A-N,RecursiveTopologyFormation,0.9406,0.8998,0.888,0.9201,0.9036,0.8515,0.8941,GEOMETRY-BOUNDED
2048,A-N,RecursiveTopologyFormation,0.9523,0.909,0.8887,0.9028,0.8816,0.8512,0.8854,GEOMETRY-STABLE
3072,A-N,RecursiveTopologyFormation,0.9518,0.9087,0.8889,0.9222,0.8751,0.8699,0.8986,GEOMETRY-STABLE
4096,A-N,RecursiveTopologyFormation,0.9584,0.8887,0.8927,0.9091,0.8832,0.8468,0.9017,GEOMETRY-BOUNDED
6144,A-N,RecursiveTopologyFormation,0.9522,0.9054,0.9066,0.8974,0.892,0.866,0.8611,GEOMETRY-STABLE
8192,A-N,RecursiveTopologyFormation,0.9215,0.915,0.8845,0.8918,0.8879,0.8518,0.8728,GEOMETRY-STABLE
12288,A-N,RecursiveTopologyFormation,0.9327,0.8789,0.8788,0.8924,0.8907,0.868,0.8613,GEOMETRY-BOUNDED
16384,A-N,RecursiveTopologyFormation,0.9131,0.9055,0.9069,0.8996,0.8804,0.8658,0.8687,GEOMETRY-STABLE
24576,A-N,RecursiveTopologyFormation,0.927,0.9032,0.8726,0.8888,0.8485,0.8497,0.8676,GEOMETRY-STABLE
32768,A-N,RecursiveTopologyFormation,0.8995,0.8653,0.8742,0.8686,0.8664,0.8428,0.8702,GEOMETRY-BOUNDED
65536,A-N,RecursiveTopologyFormation,0.8882,0.8326,0.8515,0.8546,0.8393,0.8062,0.8237,GEOMETRY-BOUNDED
131072,A-N,RecursiveTopologyFormation,0.8354,0.784,0.7962,0.8133,0.7781,0.7764,0.7908,GEOMETRY-PARTIAL
262144,A-N,RecursiveTopologyFormation,0.759,0.7197,0.7148,0.7252,0.7037,0.6797,0.6949,GEOMETRY-PARTIAL
1,A-N,RelationalGeometricCoherenceMapping,0.9429,0.954,0.8962,0.8824,0.8578,0.8786,0.8705,GEOMETRY-STABLE
2,A-N,RelationalGeometricCoherenceMapping,0.9341,0.9211,0.9004,0.8954,0.8606,0.8766,0.8822,GEOMETRY-STABLE
4,A-N,RelationalGeometricCoherenceMapping,0.9392,0.9446,0.9077,0.8871,0.8757,0.892,0.8794,GEOMETRY-STABLE
6,A-N,RelationalGeometricCoherenceMapping,0.9289,0.9327,0.9082,0.9101,0.8808,0.8564,0.8672,GEOMETRY-STABLE
8,A-N,RelationalGeometricCoherenceMapping,0.9355,0.9431,0.9032,0.8858,0.8621,0.8749,0.8933,GEOMETRY-STABLE
12,A-N,RelationalGeometricCoherenceMapping,0.9414,0.952,0.9141,0.9046,0.8602,0.8897,0.8789,GEOMETRY-STABLE
16,A-N,RelationalGeometricCoherenceMapping,0.95,0.9277,0.8778,0.8906,0.8557,0.8836,0.9019,GEOMETRY-STABLE
20,A-N,RelationalGeometricCoherenceMapping,0.9476,0.9489,0.884,0.8965,0.8924,0.8714,0.8669,GEOMETRY-STABLE
24,A-N,RelationalGeometricCoherenceMapping,0.9241,0.9541,0.9049,0.8965,0.8882,0.8899,0.8966,GEOMETRY-STABLE
32,A-N,RelationalGeometricCoherenceMapping,0.9326,0.9328,0.9085,0.8845,0.8797,0.894,0.8844,GEOMETRY-STABLE
40,A-N,RelationalGeometricCoherenceMapping,0.9389,0.9223,0.9064,0.8869,0.8669,0.8766,0.8997,GEOMETRY-STABLE
48,A-N,RelationalGeometricCoherenceMapping,0.9547,0.9175,0.8895,0.8807,0.8641,0.8606,0.8843,GEOMETRY-STABLE
64,A-N,RelationalGeometricCoherenceMapping,0.9492,0.9425,0.883,0.9035,0.8786,0.8769,0.8945,GEOMETRY-STABLE
80,A-N,RelationalGeometricCoherenceMapping,0.9252,0.9537,0.8879,0.903,0.8655,0.8892,0.899,GEOMETRY-STABLE
96,A-N,RelationalGeometricCoherenceMapping,0.9591,0.92,0.9021,0.8807,0.8861,0.8578,0.8722,GEOMETRY-STABLE
128,A-N,RelationalGeometricCoherenceMapping,0.9412,0.9349,0.8809,0.9062,0.8658,0.8888,0.8917,GEOMETRY-STABLE
160,A-N,RelationalGeometricCoherenceMapping,0.9395,0.9336,0.9099,0.8922,0.8785,0.8593,0.8974,GEOMETRY-STABLE
192,A-N,RelationalGeometricCoherenceMapping,0.96,0.9428,0.8812,0.8819,0.8861,0.8776,0.8791,GEOMETRY-STABLE
256,A-N,RelationalGeometricCoherenceMapping,0.9298,0.9156,0.8962,0.8809,0.8845,0.8926,0.8812,GEOMETRY-STABLE
320,A-N,RelationalGeometricCoherenceMapping,0.9495,0.9218,0.8981,0.9042,0.8721,0.8696,0.8775,GEOMETRY-STABLE
512,A-N,RelationalGeometricCoherenceMapping,0.9552,0.9197,0.8794,0.9049,0.8663,0.8598,0.8896,GEOMETRY-STABLE
768,A-N,RelationalGeometricCoherenceMapping,0.9387,0.9256,0.8888,0.9045,0.8663,0.8784,0.8906,GEOMETRY-STABLE
1024,A-N,RelationalGeometricCoherenceMapping,0.96,0.9266,0.9135,0.8767,0.8788,0.8932,0.8759,GEOMETRY-STABLE
1536,A-N,RelationalGeometricCoherenceMapping,0.9576,0.941,0.8863,0.8942,0.8729,0.861,0.8672,GEOMETRY-STABLE
2048,A-N,RelationalGeometricCoherenceMapping,0.9249,0.9222,0.8765,0.9119,0.8872,0.8881,0.8964,GEOMETRY-STABLE
3072,A-N,RelationalGeometricCoherenceMapping,0.949,0.935,0.8916,0.8751,0.8667,0.875,0.8801,GEOMETRY-STABLE
4096,A-N,RelationalGeometricCoherenceMapping,0.9311,0.9218,0.8967,0.8825,0.8864,0.8694,0.8997,GEOMETRY-STABLE
6144,A-N,RelationalGeometricCoherenceMapping,0.9393,0.9387,0.8948,0.9028,0.8713,0.8657,0.8935,GEOMETRY-STABLE
8192,A-N,RelationalGeometricCoherenceMapping,0.9182,0.9282,0.8837,0.8802,0.8583,0.8863,0.8794,GEOMETRY-STABLE
12288,A-N,RelationalGeometricCoherenceMapping,0.9409,0.9068,0.8807,0.8933,0.8798,0.849,0.8881,GEOMETRY-STABLE
16384,A-N,RelationalGeometricCoherenceMapping,0.9225,0.9333,0.8846,0.8745,0.8547,0.8742,0.8603,GEOMETRY-STABLE
24576,A-N,RelationalGeometricCoherenceMapping,0.9199,0.9242,0.8653,0.86,0.8568,0.8656,0.8514,GEOMETRY-STABLE
32768,A-N,RelationalGeometricCoherenceMapping,0.9283,0.9171,0.883,0.8609,0.8416,0.8462,0.865,GEOMETRY-STABLE
65536,A-N,RelationalGeometricCoherenceMapping,0.8714,0.8875,0.8268,0.8409,0.8147,0.8195,0.8482,GEOMETRY-BOUNDED
131072,A-N,RelationalGeometricCoherenceMapping,0.8178,0.844,0.8036,0.7984,0.7668,0.7603,0.7905,GEOMETRY-BOUNDED
262144,A-N,RelationalGeometricCoherenceMapping,0.7613,0.7488,0.7097,0.7207,0.7085,0.6936,0.6969,GEOMETRY-PARTIAL
1,A-N,TransportInducedSpatialPersistence,0.9266,0.9257,0.8807,0.8699,0.9103,0.8666,0.8851,GEOMETRY-STABLE
2,A-N,TransportInducedSpatialPersistence,0.9195,0.9288,0.8808,0.8829,0.9146,0.8782,0.8825,GEOMETRY-STABLE
4,A-N,TransportInducedSpatialPersistence,0.926,0.9337,0.8793,0.8801,0.891,0.8714,0.8921,GEOMETRY-STABLE
6,A-N,TransportInducedSpatialPersistence,0.9269,0.924,0.8801,0.8811,0.9157,0.8654,0.9,GEOMETRY-STABLE
8,A-N,TransportInducedSpatialPersistence,0.9281,0.9293,0.9014,0.8952,0.9169,0.872,0.9024,GEOMETRY-STABLE
12,A-N,TransportInducedSpatialPersistence,0.9523,0.9013,0.8816,0.8766,0.92,0.8563,0.888,GEOMETRY-STABLE
16,A-N,TransportInducedSpatialPersistence,0.9302,0.8959,0.9081,0.8846,0.9005,0.8706,0.8806,GEOMETRY-BOUNDED
20,A-N,TransportInducedSpatialPersistence,0.9566,0.9181,0.9152,0.872,0.92,0.8587,0.8944,GEOMETRY-STABLE
24,A-N,TransportInducedSpatialPersistence,0.9327,0.9208,0.9114,0.8857,0.9019,0.8895,0.8979,GEOMETRY-STABLE
32,A-N,TransportInducedSpatialPersistence,0.9532,0.9106,0.9028,0.8963,0.9038,0.8708,0.8779,GEOMETRY-STABLE
40,A-N,TransportInducedSpatialPersistence,0.919,0.9278,0.9153,0.8724,0.9074,0.8668,0.8909,GEOMETRY-STABLE
48,A-N,TransportInducedSpatialPersistence,0.9354,0.8993,0.911,0.8971,0.8897,0.8561,0.9017,GEOMETRY-BOUNDED
64,A-N,TransportInducedSpatialPersistence,0.9433,0.9028,0.888,0.8948,0.9007,0.86,0.8864,GEOMETRY-STABLE
80,A-N,TransportInducedSpatialPersistence,0.9279,0.9202,0.8992,0.8842,0.8981,0.8563,0.8806,GEOMETRY-STABLE
96,A-N,TransportInducedSpatialPersistence,0.9387,0.9107,0.8982,0.8932,0.8922,0.8654,0.9044,GEOMETRY-STABLE
128,A-N,TransportInducedSpatialPersistence,0.9276,0.8976,0.9002,0.8707,0.9163,0.8722,0.8755,GEOMETRY-BOUNDED
160,A-N,TransportInducedSpatialPersistence,0.9512,0.8977,0.8959,0.8873,0.9176,0.8722,0.889,GEOMETRY-BOUNDED
192,A-N,TransportInducedSpatialPersistence,0.9173,0.9047,0.882,0.9049,0.9094,0.8694,0.8947,GEOMETRY-STABLE
256,A-N,TransportInducedSpatialPersistence,0.9219,0.9335,0.8759,0.8991,0.8999,0.8791,0.8886,GEOMETRY-STABLE
320,A-N,TransportInducedSpatialPersistence,0.9447,0.9156,0.8948,0.8724,0.8975,0.8943,0.9042,GEOMETRY-STABLE
512,A-N,TransportInducedSpatialPersistence,0.9263,0.9044,0.8876,0.8944,0.8897,0.8764,0.8899,GEOMETRY-STABLE
768,A-N,TransportInducedSpatialPersistence,0.9172,0.9146,0.9093,0.8818,0.8898,0.8704,0.8781,GEOMETRY-STABLE
1024,A-N,TransportInducedSpatialPersistence,0.9525,0.8978,0.9145,0.894,0.92,0.8738,0.8798,GEOMETRY-BOUNDED
1536,A-N,TransportInducedSpatialPersistence,0.9496,0.9281,0.875,0.8755,0.9105,0.8649,0.8982,GEOMETRY-STABLE
2048,A-N,TransportInducedSpatialPersistence,0.9179,0.9227,0.8793,0.8998,0.8901,0.8627,0.9032,GEOMETRY-STABLE
3072,A-N,TransportInducedSpatialPersistence,0.95,0.8963,0.8788,0.877,0.9043,0.8713,0.8963,GEOMETRY-BOUNDED
4096,A-N,TransportInducedSpatialPersistence,0.9154,0.8974,0.8972,0.8894,0.8949,0.8835,0.9112,GEOMETRY-BOUNDED
6144,A-N,TransportInducedSpatialPersistence,0.9458,0.9226,0.8814,0.8798,0.8963,0.87,0.9043,GEOMETRY-STABLE
8192,A-N,TransportInducedSpatialPersistence,0.9254,0.9081,0.9035,0.867,0.899,0.8763,0.9024,GEOMETRY-STABLE
12288,A-N,TransportInducedSpatialPersistence,0.922,0.9067,0.8962,0.8822,0.8778,0.875,0.8686,GEOMETRY-STABLE
16384,A-N,TransportInducedSpatialPersistence,0.9221,0.8972,0.8853,0.8867,0.9018,0.8663,0.8974,GEOMETRY-BOUNDED
24576,A-N,TransportInducedSpatialPersistence,0.91,0.8896,0.8867,0.87,0.8898,0.8541,0.88,GEOMETRY-BOUNDED
32768,A-N,TransportInducedSpatialPersistence,0.8893,0.8764,0.8848,0.8757,0.8905,0.8313,0.8665,GEOMETRY-BOUNDED
65536,A-N,TransportInducedSpatialPersistence,0.862,0.8707,0.8258,0.8256,0.8582,0.8312,0.8222,GEOMETRY-BOUNDED
131072,A-N,TransportInducedSpatialPersistence,0.8295,0.7947,0.7917,0.7665,0.8049,0.7576,0.8068,GEOMETRY-PARTIAL
262144,A-N,TransportInducedSpatialPersistence,0.7333,0.717,0.7099,0.7013,0.7265,0.6786,0.7043,GEOMETRY-PARTIAL
1,A-N,LocalityDrivenGeometricStabilization,0.9241,0.9289,0.8887,0.8984,0.8866,0.91,0.9076,GEOMETRY-STABLE
2,A-N,LocalityDrivenGeometricStabilization,0.9263,0.8987,0.8994,0.9121,0.8708,0.8797,0.8835,GEOMETRY-BOUNDED
4,A-N,LocalityDrivenGeometricStabilization,0.9225,0.926,0.895,0.8974,0.8803,0.8899,0.8925,GEOMETRY-STABLE
6,A-N,LocalityDrivenGeometricStabilization,0.9435,0.9007,0.885,0.9066,0.8604,0.8976,0.8936,GEOMETRY-STABLE
8,A-N,LocalityDrivenGeometricStabilization,0.9469,0.8991,0.8965,0.8899,0.8612,0.895,0.9151,GEOMETRY-BOUNDED
12,A-N,LocalityDrivenGeometricStabilization,0.9187,0.9221,0.8846,0.9153,0.8818,0.8829,0.8848,GEOMETRY-STABLE
16,A-N,LocalityDrivenGeometricStabilization,0.9492,0.9291,0.907,0.8947,0.8943,0.8791,0.9093,GEOMETRY-STABLE
20,A-N,LocalityDrivenGeometricStabilization,0.9411,0.9132,0.907,0.9133,0.8834,0.8954,0.9013,GEOMETRY-STABLE
24,A-N,LocalityDrivenGeometricStabilization,0.9361,0.9228,0.8811,0.8908,0.8849,0.8803,0.9,GEOMETRY-STABLE
32,A-N,LocalityDrivenGeometricStabilization,0.9443,0.9154,0.8903,0.8806,0.8829,0.9098,0.8962,GEOMETRY-STABLE
40,A-N,LocalityDrivenGeometricStabilization,0.9325,0.8996,0.8946,0.8892,0.8615,0.8976,0.8921,GEOMETRY-BOUNDED
48,A-N,LocalityDrivenGeometricStabilization,0.9408,0.9123,0.8924,0.9147,0.8909,0.8949,0.8942,GEOMETRY-STABLE
64,A-N,LocalityDrivenGeometricStabilization,0.9315,0.9002,0.9004,0.8885,0.8668,0.89,0.8886,GEOMETRY-STABLE
80,A-N,LocalityDrivenGeometricStabilization,0.9482,0.9335,0.8826,0.9095,0.8645,0.9034,0.8817,GEOMETRY-STABLE
96,A-N,LocalityDrivenGeometricStabilization,0.9525,0.9279,0.9068,0.8788,0.8926,0.8844,0.9114,GEOMETRY-STABLE
128,A-N,LocalityDrivenGeometricStabilization,0.9277,0.9076,0.9145,0.8777,0.8657,0.8777,0.8851,GEOMETRY-STABLE
160,A-N,LocalityDrivenGeometricStabilization,0.9526,0.9205,0.8827,0.909,0.8686,0.8845,0.9007,GEOMETRY-STABLE
192,A-N,LocalityDrivenGeometricStabilization,0.9328,0.8986,0.9123,0.8806,0.8892,0.892,0.9051,GEOMETRY-BOUNDED
256,A-N,LocalityDrivenGeometricStabilization,0.9422,0.903,0.8926,0.8948,0.8798,0.884,0.909,GEOMETRY-STABLE
320,A-N,LocalityDrivenGeometricStabilization,0.9395,0.8983,0.8884,0.8874,0.8707,0.8846,0.8755,GEOMETRY-BOUNDED
512,A-N,LocalityDrivenGeometricStabilization,0.9249,0.8967,0.9094,0.8947,0.8569,0.8801,0.8967,GEOMETRY-BOUNDED
768,A-N,LocalityDrivenGeometricStabilization,0.94,0.9335,0.9069,0.8944,0.8806,0.8805,0.91,GEOMETRY-STABLE
1024,A-N,LocalityDrivenGeometricStabilization,0.9166,0.9194,0.8983,0.8847,0.8606,0.909,0.8779,GEOMETRY-STABLE
1536,A-N,LocalityDrivenGeometricStabilization,0.9171,0.9195,0.9038,0.9131,0.8873,0.9054,0.8847,GEOMETRY-STABLE
2048,A-N,LocalityDrivenGeometricStabilization,0.9177,0.8965,0.8771,0.8789,0.8603,0.8964,0.881,GEOMETRY-BOUNDED
3072,A-N,LocalityDrivenGeometricStabilization,0.9224,0.9197,0.8841,0.8864,0.8745,0.8915,0.8988,GEOMETRY-STABLE
4096,A-N,LocalityDrivenGeometricStabilization,0.93,0.8939,0.9026,0.8729,0.8751,0.883,0.8792,GEOMETRY-BOUNDED
6144,A-N,LocalityDrivenGeometricStabilization,0.9147,0.9262,0.8799,0.8974,0.8619,0.8752,0.9041,GEOMETRY-STABLE
8192,A-N,LocalityDrivenGeometricStabilization,0.9195,0.8951,0.8826,0.8829,0.8555,0.8935,0.8999,GEOMETRY-BOUNDED
12288,A-N,LocalityDrivenGeometricStabilization,0.9363,0.8901,0.8748,0.8931,0.8843,0.8919,0.9016,GEOMETRY-BOUNDED
16384,A-N,LocalityDrivenGeometricStabilization,0.9351,0.9008,0.8702,0.875,0.8637,0.8765,0.8678,GEOMETRY-STABLE
24576,A-N,LocalityDrivenGeometricStabilization,0.9326,0.8966,0.8645,0.8668,0.8528,0.8908,0.855,GEOMETRY-BOUNDED
32768,A-N,LocalityDrivenGeometricStabilization,0.8975,0.8943,0.88,0.8619,0.8564,0.861,0.8724,GEOMETRY-BOUNDED
65536,A-N,LocalityDrivenGeometricStabilization,0.8626,0.8729,0.834,0.8226,0.8381,0.8464,0.8307,GEOMETRY-BOUNDED
131072,A-N,LocalityDrivenGeometricStabilization,0.8214,0.8259,0.8092,0.7815,0.7858,0.8031,0.7805,GEOMETRY-BOUNDED
262144,A-N,LocalityDrivenGeometricStabilization,0.7397,0.7225,0.7229,0.7146,0.6784,0.7116,0.7158,GEOMETRY-PARTIAL
1,A-N,RecursiveMetricConsistencyTracking,0.935,0.8868,0.9268,0.898,0.8814,0.8538,0.8979,GEOMETRY-BOUNDED
2,A-N,RecursiveMetricConsistencyTracking,0.9166,0.8979,0.9084,0.8947,0.8666,0.88,0.8938,GEOMETRY-BOUNDED
4,A-N,RecursiveMetricConsistencyTracking,0.9491,0.9114,0.9169,0.9098,0.8612,0.8792,0.8777,GEOMETRY-STABLE
6,A-N,RecursiveMetricConsistencyTracking,0.9496,0.9136,0.94,0.8815,0.865,0.8466,0.8868,GEOMETRY-STABLE
8,A-N,RecursiveMetricConsistencyTracking,0.9449,0.8895,0.94,0.8882,0.8743,0.8761,0.9088,GEOMETRY-BOUNDED
12,A-N,RecursiveMetricConsistencyTracking,0.9316,0.9103,0.9061,0.8929,0.8798,0.884,0.8917,GEOMETRY-STABLE
16,A-N,RecursiveMetricConsistencyTracking,0.937,0.9052,0.9279,0.9125,0.8908,0.8678,0.8963,GEOMETRY-STABLE
20,A-N,RecursiveMetricConsistencyTracking,0.9165,0.9173,0.9168,0.9081,0.8777,0.8581,0.9059,GEOMETRY-STABLE
24,A-N,RecursiveMetricConsistencyTracking,0.9441,0.9163,0.9318,0.9015,0.8591,0.879,0.9112,GEOMETRY-STABLE
32,A-N,RecursiveMetricConsistencyTracking,0.9437,0.9227,0.9071,0.8905,0.8739,0.8509,0.8964,GEOMETRY-STABLE
40,A-N,RecursiveMetricConsistencyTracking,0.9267,0.9023,0.9115,0.913,0.8576,0.87,0.8965,GEOMETRY-STABLE
48,A-N,RecursiveMetricConsistencyTracking,0.9149,0.9,0.9354,0.8798,0.8601,0.8563,0.8928,GEOMETRY-STABLE
64,A-N,RecursiveMetricConsistencyTracking,0.9293,0.8899,0.94,0.886,0.8911,0.8675,0.894,GEOMETRY-BOUNDED
80,A-N,RecursiveMetricConsistencyTracking,0.9255,0.9035,0.94,0.8831,0.8881,0.8637,0.9104,GEOMETRY-STABLE
96,A-N,RecursiveMetricConsistencyTracking,0.9451,0.904,0.9315,0.8776,0.8847,0.8766,0.9038,GEOMETRY-STABLE
128,A-N,RecursiveMetricConsistencyTracking,0.916,0.9171,0.9309,0.8778,0.8708,0.8619,0.8851,GEOMETRY-STABLE
160,A-N,RecursiveMetricConsistencyTracking,0.9339,0.8918,0.94,0.9149,0.8698,0.8715,0.8965,GEOMETRY-BOUNDED
192,A-N,RecursiveMetricConsistencyTracking,0.9125,0.8956,0.9191,0.8971,0.8941,0.8778,0.9066,GEOMETRY-BOUNDED
256,A-N,RecursiveMetricConsistencyTracking,0.9457,0.9157,0.91,0.8965,0.8667,0.8628,0.9134,GEOMETRY-STABLE
320,A-N,RecursiveMetricConsistencyTracking,0.9206,0.8986,0.9099,0.9031,0.8597,0.8746,0.8874,GEOMETRY-BOUNDED
512,A-N,RecursiveMetricConsistencyTracking,0.9151,0.9154,0.9311,0.8856,0.8693,0.8557,0.8963,GEOMETRY-STABLE
