depth,sector,condition,rg_similarity,localization_coherence,packet_persistence,bounded_transport_stability,recursive_identity_retention,interference_confinement_strength,localization_gain,classification
2,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,P-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.9177,0.91,0.93,LOCALIZATION-STABLE
2097152,P-N,LocalizedPacketEmergence,0.96,0.9478,0.9209,0.9189,0.9017,0.91,0.9064,LOCALIZATION-STABLE
4194304,P-N,LocalizedPacketEmergence,0.9327,0.909,0.8712,0.8747,0.8417,0.8402,0.8473,LOCALIZATION-STABLE
8388608,P-N,LocalizedPacketEmergence,0.8363,0.8028,0.7888,0.7892,0.7742,0.7763,0.7674,LOCALIZATION-BOUNDED
1,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,P-N,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,P-N,RecursiveLocalizationPersistence,0.96,0.9248,0.94,0.8985,0.92,0.91,0.9163,LOCALIZATION-STABLE
4194304,P-N,RecursiveLocalizationPersistence,0.9289,0.8957,0.8816,0.8664,0.846,0.8583,0.881,LOCALIZATION-BOUNDED
8388608,P-N,RecursiveLocalizationPersistence,0.8421,0.782,0.8008,0.7674,0.7738,0.767,0.7957,LOCALIZATION-PARTIAL
1,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,P-N,ConstructiveInterferenceConfinement,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,P-N,ConstructiveInterferenceConfinement,0.96,0.957,0.94,0.921,0.9007,0.91,0.93,LOCALIZATION-STABLE
4194304,P-N,ConstructiveInterferenceConfinement,0.9302,0.8933,0.8684,0.8711,0.8393,0.8769,0.8654,LOCALIZATION-BOUNDED
8388608,P-N,ConstructiveInterferenceConfinement,0.8173,0.7968,0.7945,0.761,0.7506,0.7847,0.7901,LOCALIZATION-PARTIAL
1,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,P-N,BoundedPropagationCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,P-N,BoundedPropagationCoherence,0.96,0.9318,0.9259,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4194304,P-N,BoundedPropagationCoherence,0.9122,0.8769,0.8717,0.9046,0.8732,0.8435,0.8662,LOCALIZATION-BOUNDED
8388608,P-N,BoundedPropagationCoherence,0.8132,0.7875,0.783,0.8016,0.7623,0.7722,0.7945,LOCALIZATION-PARTIAL
1,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,P-N,RecursiveIdentityPreservingTransport,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,P-N,RecursiveIdentityPreservingTransport,0.9557,0.9172,0.94,0.9153,0.92,0.8828,0.9217,LOCALIZATION-STABLE
4194304,P-N,RecursiveIdentityPreservingTransport,0.9147,0.8759,0.8841,0.8714,0.8737,0.8509,0.8658,LOCALIZATION-BOUNDED
8388608,P-N,RecursiveIdentityPreservingTransport,0.8182,0.7858,0.7758,0.7783,0.8,0.7709,0.7747,LOCALIZATION-PARTIAL
1,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,P-N,LocalizationStabilityPerturbation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
