depth,sector,condition,rg_similarity,self_reference_fidelity,reflexive_coherence,self_simulation_alignment,reflexive_stabilization_gain,recursive_self_persistence,self_model_adaptation_strength,classification
64,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.7632,0.7592,0.7396,0.7436,0.7139,0.7217,0.7379,SELF-REF-PARTIAL
80,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.7089,0.6981,0.7181,0.7069,0.6771,0.6882,0.7022,SELF-REF-DEGRADING
96,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.6926,0.6837,0.6829,0.6683,0.6649,0.6708,0.6517,SELF-REF-DEGRADING
128,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.6253,0.6305,0.623,0.6093,0.6086,0.6154,0.6145,SELF-REF-DEGRADING
160,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.5783,0.5826,0.5767,0.567,0.5597,0.55,0.5658,SELF-REF-DEGRADING
192,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.5367,0.5409,0.5252,0.5103,0.5147,0.5135,0.5281,SELF-REF-FAILED
256,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.4663,0.4569,0.4539,0.4523,0.4554,0.4621,0.449,SELF-REF-FAILED
320,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.4201,0.4065,0.4098,0.4013,0.4055,0.3989,0.4104,SELF-REF-FAILED
512,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.3126,0.3053,0.3034,0.3035,0.2915,0.3001,0.3015,SELF-REF-FAILED
768,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.2376,0.2278,0.2232,0.2296,0.2178,0.228,0.224,SELF-REF-FAILED
1024,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.1886,0.1842,0.1783,0.1826,0.1766,0.1764,0.1801,SELF-REF-FAILED
1536,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.1311,0.1331,0.1277,0.1267,0.1274,0.1288,0.1293,SELF-REF-FAILED
2048,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.1018,0.1004,0.099,0.1007,0.1,0.0996,0.099,SELF-REF-FAILED
3072,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.0709,0.0714,0.0684,0.0691,0.0694,0.0675,0.0683,SELF-REF-FAILED
4096,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.0545,0.0536,0.0543,0.052,0.0521,0.0536,0.0537,SELF-REF-FAILED
6144,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.9251,0.9314,0.93,0.903,0.91,0.8873,0.92,SELF-REF-STABLE
2,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.9499,0.9249,0.9203,0.8983,0.91,0.9,0.9176,SELF-REF-STABLE
4,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.9505,0.9287,0.9257,0.9131,0.8887,0.884,0.9074,SELF-REF-STABLE
6,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.9244,0.9356,0.9199,0.8897,0.8847,0.8684,0.9118,SELF-REF-STABLE
8,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.9281,0.9229,0.9084,0.8823,0.8963,0.8773,0.8829,SELF-REF-STABLE
12,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.9091,0.9027,0.8891,0.8919,0.8592,0.8834,0.8724,SELF-REF-BOUNDED
16,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.8887,0.8904,0.8939,0.8773,0.8492,0.8385,0.8619,SELF-REF-BOUNDED
20,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.876,0.8654,0.8733,0.8431,0.8426,0.8361,0.8654,SELF-REF-BOUNDED
24,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.8666,0.8722,0.8743,0.8313,0.8541,0.8372,0.8347,SELF-REF-BOUNDED
32,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.836,0.8464,0.8312,0.8265,0.8271,0.8103,0.8173,SELF-REF-BOUNDED
40,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.8209,0.7928,0.817,0.7963,0.7837,0.7982,0.801,SELF-REF-PARTIAL
48,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.7818,0.791,0.7945,0.7542,0.7626,0.7477,0.7959,SELF-REF-PARTIAL
64,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.7396,0.7389,0.7413,0.7343,0.742,0.7228,0.7369,SELF-REF-PARTIAL
80,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.7212,0.6989,0.7213,0.7056,0.7099,0.6902,0.7029,SELF-REF-DEGRADING
96,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.6849,0.6787,0.6703,0.6494,0.6568,0.6564,0.6797,SELF-REF-DEGRADING
128,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.635,0.6254,0.6248,0.6203,0.6046,0.6034,0.6095,SELF-REF-DEGRADING
160,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.5751,0.5774,0.5759,0.5518,0.5612,0.5417,0.565,SELF-REF-DEGRADING
192,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.5412,0.5351,0.54,0.5083,0.5204,0.5172,0.5299,SELF-REF-FAILED
256,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.4585,0.4633,0.4676,0.4455,0.4536,0.4466,0.4564,SELF-REF-FAILED
320,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.4129,0.4176,0.4089,0.3985,0.4068,0.3959,0.4093,SELF-REF-FAILED
512,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.3126,0.3077,0.3027,0.2959,0.2962,0.2939,0.3039,SELF-REF-FAILED
768,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.2339,0.2269,0.2308,0.2298,0.2282,0.2185,0.231,SELF-REF-FAILED
1024,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.1867,0.1865,0.1824,0.1771,0.1797,0.1793,0.1823,SELF-REF-FAILED
1536,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.1308,0.1284,0.1326,0.1266,0.1264,0.1256,0.1311,SELF-REF-FAILED
2048,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.1023,0.102,0.1,0.1012,0.1001,0.0977,0.1023,SELF-REF-FAILED
3072,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.0699,0.0713,0.0698,0.0674,0.0697,0.0679,0.07,SELF-REF-FAILED
4096,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.0551,0.0533,0.0534,0.0529,0.0521,0.0516,0.0534,SELF-REF-FAILED
6144,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Antisymmetry-Neutral,SelfReferentialPerturbationResponse,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Antisymmetry-Neutral,NullSelfReferenceControl,0.7632,0.7719,0.7693,0.7544,0.7456,0.7357,0.7585,SELF-REF-PARTIAL
2,Antisymmetry-Neutral,NullSelfReferenceControl,0.7378,0.7656,0.737,0.7485,0.735,0.7068,0.7384,SELF-REF-PARTIAL
4,Antisymmetry-Neutral,NullSelfReferenceControl,0.7654,0.7392,0.7347,0.7663,0.7326,0.7026,0.7363,SELF-REF-PARTIAL
6,Antisymmetry-Neutral,NullSelfReferenceControl,0.7245,0.7526,0.7317,0.7351,0.7144,0.7272,0.7492,SELF-REF-PARTIAL
8,Antisymmetry-Neutral,NullSelfReferenceControl,0.7329,0.7564,0.7504,0.7573,0.7011,0.7001,0.7397,SELF-REF-PARTIAL
12,Antisymmetry-Neutral,NullSelfReferenceControl,0.7385,0.7335,0.7273,0.7167,0.7205,0.7135,0.6953,SELF-REF-PARTIAL
16,Antisymmetry-Neutral,NullSelfReferenceControl,0.7057,0.7309,0.7204,0.7364,0.6777,0.6666,0.7054,SELF-REF-PARTIAL
20,Antisymmetry-Neutral,NullSelfReferenceControl,0.7114,0.7109,0.6899,0.698,0.6994,0.6891,0.706,SELF-REF-DEGRADING
24,Antisymmetry-Neutral,NullSelfReferenceControl,0.6762,0.6917,0.7061,0.6957,0.6828,0.656,0.6746,SELF-REF-DEGRADING
32,Antisymmetry-Neutral,NullSelfReferenceControl,0.6665,0.6956,0.6805,0.6938,0.6671,0.6282,0.6595,SELF-REF-DEGRADING
40,Antisymmetry-Neutral,NullSelfReferenceControl,0.6653,0.6781,0.6644,0.6619,0.6429,0.6257,0.658,SELF-REF-DEGRADING
48,Antisymmetry-Neutral,NullSelfReferenceControl,0.6412,0.634,0.6428,0.6305,0.6269,0.6273,0.6142,SELF-REF-DEGRADING
64,Antisymmetry-Neutral,NullSelfReferenceControl,0.6047,0.6093,0.6059,0.6143,0.586,0.5648,0.6058,SELF-REF-DEGRADING
80,Antisymmetry-Neutral,NullSelfReferenceControl,0.5627,0.5771,0.5877,0.5752,0.5707,0.5665,0.5515,SELF-REF-DEGRADING
96,Antisymmetry-Neutral,NullSelfReferenceControl,0.5403,0.5541,0.542,0.5632,0.5431,0.5396,0.5437,SELF-REF-DEGRADING
128,Antisymmetry-Neutral,NullSelfReferenceControl,0.4915,0.5051,0.5025,0.5044,0.4921,0.4838,0.4983,SELF-REF-FAILED
160,Antisymmetry-Neutral,NullSelfReferenceControl,0.4576,0.4743,0.4637,0.4564,0.4615,0.433,0.4517,SELF-REF-FAILED
192,Antisymmetry-Neutral,NullSelfReferenceControl,0.4319,0.4368,0.4194,0.4432,0.4233,0.4165,0.4283,SELF-REF-FAILED
256,Antisymmetry-Neutral,NullSelfReferenceControl,0.3721,0.3827,0.3698,0.3805,0.3656,0.3667,0.373,SELF-REF-FAILED
320,Antisymmetry-Neutral,NullSelfReferenceControl,0.3289,0.3351,0.3257,0.3358,0.3259,0.3113,0.3191,SELF-REF-FAILED
512,Antisymmetry-Neutral,NullSelfReferenceControl,0.2437,0.2497,0.2512,0.2469,0.2369,0.2358,0.242,SELF-REF-FAILED
768,Antisymmetry-Neutral,NullSelfReferenceControl,0.1829,0.1841,0.1886,0.1863,0.1779,0.1833,0.188,SELF-REF-FAILED
1024,Antisymmetry-Neutral,NullSelfReferenceControl,0.1451,0.1539,0.1464,0.1527,0.1469,0.1394,0.1425,SELF-REF-FAILED
1536,Antisymmetry-Neutral,NullSelfReferenceControl,0.104,0.1071,0.1083,0.1061,0.1039,0.1011,0.1035,SELF-REF-FAILED
2048,Antisymmetry-Neutral,NullSelfReferenceControl,0.0813,0.0839,0.0819,0.0816,0.0813,0.0778,0.0809,SELF-REF-FAILED
3072,Antisymmetry-Neutral,NullSelfReferenceControl,0.0561,0.0582,0.0568,0.0571,0.056,0.0548,0.0575,SELF-REF-FAILED
4096,Antisymmetry-Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
6144,Antisymmetry-Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Antisymmetry-Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Antisymmetry-Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.9464,0.9361,0.921,0.92,0.91,0.8934,0.92,SELF-REF-STABLE
2,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.9498,0.94,0.93,0.9181,0.889,0.8989,0.8974,SELF-REF-STABLE
4,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.9477,0.9368,0.93,0.8922,0.8879,0.9,0.92,SELF-REF-STABLE
6,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.9484,0.9398,0.9195,0.8853,0.8836,0.8809,0.8835,SELF-REF-STABLE
8,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.9371,0.9036,0.9222,0.883,0.8859,0.8693,0.8764,SELF-REF-STABLE
12,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.9267,0.9031,0.879,0.858,0.8485,0.8749,0.8841,SELF-REF-BOUNDED
16,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.9032,0.8978,0.8651,0.8524,0.8527,0.8502,0.8596,SELF-REF-BOUNDED
20,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.8931,0.8714,0.861,0.8414,0.8254,0.8489,0.8336,SELF-REF-BOUNDED
24,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.8778,0.8686,0.8603,0.8258,0.8451,0.8328,0.8424,SELF-REF-BOUNDED
32,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.839,0.8421,0.8276,0.8064,0.8022,0.8088,0.8038,SELF-REF-BOUNDED
40,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.8223,0.812,0.8239,0.7778,0.7664,0.7745,0.787,SELF-REF-BOUNDED
48,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.8232,0.7852,0.8042,0.7762,0.772,0.7492,0.764,SELF-REF-PARTIAL
64,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.7662,0.77,0.7507,0.7195,0.7195,0.7237,0.7444,SELF-REF-PARTIAL
80,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.7429,0.7268,0.7132,0.7084,0.6977,0.6937,0.6844,SELF-REF-PARTIAL
96,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.688,0.6928,0.6902,0.6529,0.6625,0.6657,0.6747,SELF-REF-DEGRADING
128,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.6408,0.6177,0.6129,0.5948,0.6085,0.5918,0.6014,SELF-REF-DEGRADING
160,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.5905,0.5845,0.5703,0.5574,0.5614,0.5598,0.5709,SELF-REF-DEGRADING
192,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.5531,0.5254,0.5415,0.5283,0.5043,0.5217,0.5184,SELF-REF-FAILED
256,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.4789,0.4687,0.4618,0.4618,0.4414,0.4455,0.4555,SELF-REF-FAILED
320,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.4231,0.4101,0.4059,0.4067,0.4055,0.3945,0.4084,SELF-REF-FAILED
512,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.3132,0.3094,0.3067,0.2952,0.2963,0.2948,0.3029,SELF-REF-FAILED
768,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.2374,0.2348,0.2254,0.2206,0.2268,0.2269,0.2238,SELF-REF-FAILED
1024,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.1925,0.1835,0.1802,0.1769,0.1793,0.1776,0.1782,SELF-REF-FAILED
1536,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.1353,0.1307,0.1337,0.1265,0.1264,0.1264,0.1257,SELF-REF-FAILED
2048,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.1039,0.1034,0.1033,0.0989,0.0979,0.0966,0.1017,SELF-REF-FAILED
3072,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.0737,0.0702,0.0708,0.0704,0.0685,0.0676,0.0698,SELF-REF-FAILED
4096,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.0543,0.0541,0.0541,0.0531,0.053,0.0523,0.0516,SELF-REF-FAILED
6144,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry-Neutral,SelfModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.96,0.94,0.919,0.9146,0.9091,0.9,0.92,SELF-REF-STABLE
2,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.9554,0.94,0.93,0.92,0.8922,0.8852,0.9162,SELF-REF-STABLE
4,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.959,0.94,0.92,0.92,0.91,0.8977,0.92,SELF-REF-STABLE
6,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.9295,0.9352,0.9098,0.901,0.91,0.9,0.8895,SELF-REF-STABLE
8,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.9428,0.9336,0.8931,0.8896,0.9068,0.889,0.883,SELF-REF-BOUNDED
12,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.9379,0.9309,0.8986,0.8952,0.8813,0.8818,0.8794,SELF-REF-BOUNDED
16,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.9231,0.8846,0.8915,0.8746,0.8809,0.8497,0.8824,SELF-REF-BOUNDED
20,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.8893,0.9049,0.8578,0.8595,0.8467,0.8508,0.842,SELF-REF-BOUNDED
24,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.8933,0.862,0.871,0.8654,0.8446,0.8325,0.8593,SELF-REF-BOUNDED
32,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.8667,0.8437,0.8479,0.8378,0.8118,0.8092,0.8064,SELF-REF-BOUNDED
40,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.82,0.8408,0.8153,0.8076,0.8008,0.772,0.8134,SELF-REF-BOUNDED
48,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.8293,0.8174,0.7991,0.7755,0.771,0.7661,0.7722,SELF-REF-PARTIAL
64,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.7617,0.7683,0.7566,0.7542,0.7173,0.7292,0.7444,SELF-REF-PARTIAL
80,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.7243,0.728,0.7057,0.7051,0.6807,0.6903,0.6987,SELF-REF-PARTIAL
96,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.691,0.6964,0.6751,0.6672,0.6665,0.6639,0.6778,SELF-REF-DEGRADING
128,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.6512,0.642,0.6209,0.612,0.5979,0.5961,0.6054,SELF-REF-DEGRADING
160,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.6024,0.5876,0.5747,0.5764,0.5584,0.5631,0.5615,SELF-REF-DEGRADING
192,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.5422,0.5327,0.5329,0.5159,0.5238,0.523,0.527,SELF-REF-FAILED
256,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.4771,0.4819,0.4612,0.458,0.4591,0.4387,0.4484,SELF-REF-FAILED
320,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.4228,0.4262,0.4032,0.3997,0.4096,0.3951,0.4017,SELF-REF-FAILED
512,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.3169,0.3196,0.3079,0.3099,0.2991,0.3026,0.3069,SELF-REF-FAILED
768,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.2363,0.2338,0.2335,0.2305,0.2232,0.2189,0.2313,SELF-REF-FAILED
1024,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.1904,0.1859,0.1813,0.1847,0.1814,0.1757,0.1808,SELF-REF-FAILED
1536,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.136,0.1358,0.1284,0.1307,0.1276,0.1262,0.128,SELF-REF-FAILED
2048,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.1063,0.1023,0.1007,0.1022,0.1009,0.1006,0.1021,SELF-REF-FAILED
3072,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.0739,0.0731,0.0714,0.0711,0.0687,0.0684,0.0683,SELF-REF-FAILED
4096,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.0565,0.055,0.053,0.0529,0.0537,0.0525,0.0538,SELF-REF-FAILED
6144,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.96,0.9315,0.9289,0.92,0.89,0.9,0.92,SELF-REF-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.96,0.9261,0.9101,0.9198,0.91,0.9,0.9108,SELF-REF-STABLE
4,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.96,0.94,0.9173,0.92,0.895,0.8868,0.9131,SELF-REF-STABLE
6,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.9332,0.9319,0.9217,0.9065,0.8949,0.8687,0.9138,SELF-REF-STABLE
8,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.9144,0.9294,0.889,0.9112,0.899,0.8706,0.8869,SELF-REF-BOUNDED
12,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.9112,0.8933,0.8978,0.8815,0.8819,0.8615,0.8922,SELF-REF-BOUNDED
16,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.9217,0.8839,0.8873,0.8667,0.8634,0.8389,0.8465,SELF-REF-BOUNDED
20,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.8994,0.8799,0.8705,0.8806,0.8541,0.8481,0.8612,SELF-REF-BOUNDED
24,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.864,0.8748,0.8642,0.8653,0.8244,0.806,0.8387,SELF-REF-BOUNDED
32,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.8679,0.8396,0.8094,0.8342,0.8104,0.7994,0.8194,SELF-REF-BOUNDED
40,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.8163,0.8272,0.8014,0.8216,0.7833,0.767,0.7879,SELF-REF-BOUNDED
48,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.8139,0.8046,0.7776,0.8004,0.7706,0.7513,0.7821,SELF-REF-PARTIAL
64,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.7682,0.7533,0.7421,0.7485,0.7098,0.7044,0.7169,SELF-REF-PARTIAL
80,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.7207,0.7166,0.7156,0.702,0.6793,0.6711,0.6942,SELF-REF-PARTIAL
96,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.6887,0.6931,0.664,0.6672,0.6492,0.6534,0.6504,SELF-REF-DEGRADING
128,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.6453,0.6349,0.6253,0.6248,0.6084,0.5985,0.6012,SELF-REF-DEGRADING
160,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.5904,0.584,0.5739,0.5693,0.5502,0.5408,0.5522,SELF-REF-DEGRADING
192,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.5482,0.5415,0.5344,0.5409,0.5192,0.4997,0.5166,SELF-REF-FAILED
256,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.4796,0.4725,0.4542,0.4576,0.4401,0.45,0.4517,SELF-REF-FAILED
320,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.4122,0.407,0.407,0.4072,0.3969,0.3942,0.4033,SELF-REF-FAILED
512,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.311,0.3117,0.3029,0.3126,0.3031,0.2964,0.3049,SELF-REF-FAILED
768,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.2386,0.2341,0.2238,0.2297,0.2255,0.2153,0.2259,SELF-REF-FAILED
1024,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.1864,0.1851,0.1828,0.1825,0.1747,0.1725,0.1798,SELF-REF-FAILED
1536,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.1368,0.134,0.1288,0.129,0.1265,0.1251,0.1258,SELF-REF-FAILED
2048,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.1044,0.1027,0.0992,0.1,0.099,0.0969,0.1003,SELF-REF-FAILED
3072,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.0714,0.0725,0.0707,0.0701,0.0676,0.0671,0.0689,SELF-REF-FAILED
4096,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.0557,0.0554,0.0544,0.0537,0.0521,0.0507,0.0518,SELF-REF-FAILED
6144,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.9446,0.94,0.9287,0.8967,0.9066,0.8784,0.92,SELF-REF-STABLE
2,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.9576,0.922,0.9054,0.8925,0.91,0.8778,0.92,SELF-REF-STABLE
4,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.9413,0.94,0.9041,0.9128,0.91,0.8842,0.9074,SELF-REF-STABLE
6,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.9331,0.8983,0.9076,0.882,0.91,0.8673,0.9138,SELF-REF-BOUNDED
8,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.9307,0.9115,0.9126,0.8957,0.91,0.8851,0.8912,SELF-REF-STABLE
12,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.9234,0.8947,0.8758,0.8868,0.8901,0.8762,0.8913,SELF-REF-BOUNDED
16,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.8964,0.8691,0.8595,0.8505,0.869,0.8603,0.8938,SELF-REF-BOUNDED
20,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.8778,0.8605,0.8677,0.8333,0.8613,0.8296,0.8581,SELF-REF-BOUNDED
24,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.8821,0.8714,0.8418,0.8332,0.8501,0.8134,0.8522,SELF-REF-BOUNDED
32,Projection-Antisymmetry-Neutral,SelfModelStabilizationGain,0.865,0.831,0.8385,0.8122,0.8192,0.8038,0.8313,SELF-REF-BOUNDED
