depth,sector,condition,rg_similarity,predictive_stability,anticipatory_coherence,perturbation_forecast_accuracy,future_state_alignment,recursive_prediction_persistence,adaptive_anticipation_gain,classification
2,Antisymmetry-Neutral,NullPredictiveControl,0.7585,0.7408,0.7531,0.7422,0.7175,0.7216,0.7299,PREDICTIVE-PARTIAL
4,Antisymmetry-Neutral,NullPredictiveControl,0.7191,0.7574,0.7129,0.7226,0.7272,0.6993,0.7268,PREDICTIVE-PARTIAL
6,Antisymmetry-Neutral,NullPredictiveControl,0.7363,0.7333,0.7188,0.7341,0.6953,0.6751,0.6989,PREDICTIVE-PARTIAL
8,Antisymmetry-Neutral,NullPredictiveControl,0.7123,0.7011,0.6968,0.7147,0.6843,0.6619,0.7098,PREDICTIVE-DEGRADING
12,Antisymmetry-Neutral,NullPredictiveControl,0.6775,0.7021,0.7007,0.7035,0.6828,0.652,0.6701,PREDICTIVE-PARTIAL
16,Antisymmetry-Neutral,NullPredictiveControl,0.6737,0.6885,0.6512,0.6669,0.6392,0.6387,0.6542,PREDICTIVE-DEGRADING
20,Antisymmetry-Neutral,NullPredictiveControl,0.651,0.6633,0.6313,0.6697,0.647,0.6321,0.6339,PREDICTIVE-DEGRADING
24,Antisymmetry-Neutral,NullPredictiveControl,0.6513,0.6283,0.6326,0.6259,0.606,0.6076,0.6151,PREDICTIVE-DEGRADING
32,Antisymmetry-Neutral,NullPredictiveControl,0.5901,0.6148,0.6049,0.5964,0.5679,0.5833,0.6029,PREDICTIVE-DEGRADING
40,Antisymmetry-Neutral,NullPredictiveControl,0.5846,0.5762,0.5786,0.5819,0.5577,0.5575,0.5613,PREDICTIVE-DEGRADING
48,Antisymmetry-Neutral,NullPredictiveControl,0.5549,0.5505,0.5441,0.5532,0.5235,0.5216,0.5477,PREDICTIVE-DEGRADING
64,Antisymmetry-Neutral,NullPredictiveControl,0.5017,0.4905,0.5038,0.5142,0.4792,0.4759,0.4995,PREDICTIVE-FAILED
80,Antisymmetry-Neutral,NullPredictiveControl,0.4692,0.4602,0.4663,0.4658,0.437,0.4435,0.4528,PREDICTIVE-FAILED
96,Antisymmetry-Neutral,NullPredictiveControl,0.4217,0.4331,0.4256,0.4308,0.403,0.3984,0.4228,PREDICTIVE-FAILED
128,Antisymmetry-Neutral,NullPredictiveControl,0.3668,0.3804,0.3662,0.37,0.3632,0.3468,0.3645,PREDICTIVE-FAILED
160,Antisymmetry-Neutral,NullPredictiveControl,0.3282,0.3394,0.3316,0.3338,0.3246,0.3132,0.33,PREDICTIVE-FAILED
192,Antisymmetry-Neutral,NullPredictiveControl,0.3012,0.2974,0.2901,0.2927,0.284,0.2863,0.2969,PREDICTIVE-FAILED
256,Antisymmetry-Neutral,NullPredictiveControl,0.2423,0.2521,0.2438,0.2482,0.2395,0.2292,0.2462,PREDICTIVE-FAILED
320,Antisymmetry-Neutral,NullPredictiveControl,0.2134,0.2178,0.2043,0.2135,0.2077,0.1964,0.2054,PREDICTIVE-FAILED
512,Antisymmetry-Neutral,NullPredictiveControl,0.1506,0.15,0.1453,0.1508,0.1444,0.1434,0.1415,PREDICTIVE-FAILED
768,Antisymmetry-Neutral,NullPredictiveControl,0.1027,0.1045,0.1058,0.1043,0.1014,0.1023,0.1047,PREDICTIVE-FAILED
1024,Antisymmetry-Neutral,NullPredictiveControl,0.082,0.0833,0.0828,0.0834,0.0789,0.0769,0.0787,PREDICTIVE-FAILED
1536,Antisymmetry-Neutral,NullPredictiveControl,0.0564,0.0563,0.0562,0.0583,0.0537,0.054,0.0557,PREDICTIVE-FAILED
2048,Antisymmetry-Neutral,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
3072,Antisymmetry-Neutral,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Antisymmetry-Neutral,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Antisymmetry-Neutral,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.96,0.94,0.93,0.9164,0.8853,0.8975,0.9186,PREDICTIVE-STABLE
2,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.9479,0.9145,0.93,0.887,0.8999,0.8852,0.9121,PREDICTIVE-STABLE
4,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.9313,0.8989,0.9203,0.8966,0.8811,0.8621,0.8732,PREDICTIVE-BOUNDED
6,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.9334,0.8856,0.9038,0.8567,0.8664,0.8479,0.8577,PREDICTIVE-BOUNDED
8,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.8901,0.8774,0.888,0.847,0.8562,0.85,0.862,PREDICTIVE-BOUNDED
12,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.8706,0.8732,0.8522,0.8189,0.8315,0.8404,0.8431,PREDICTIVE-BOUNDED
16,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.8694,0.8517,0.8242,0.7921,0.806,0.7861,0.8161,PREDICTIVE-BOUNDED
20,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.8357,0.8004,0.7931,0.8015,0.7747,0.7651,0.8027,PREDICTIVE-PARTIAL
24,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.7953,0.7875,0.7834,0.7758,0.7424,0.7432,0.7578,PREDICTIVE-PARTIAL
32,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.7792,0.7601,0.747,0.7201,0.7094,0.7039,0.7104,PREDICTIVE-PARTIAL
40,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.7164,0.7005,0.706,0.702,0.6725,0.6912,0.6938,PREDICTIVE-PARTIAL
48,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.7053,0.682,0.6811,0.6608,0.6474,0.6578,0.654,PREDICTIVE-DEGRADING
64,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.6244,0.6183,0.6203,0.5911,0.594,0.5866,0.6092,PREDICTIVE-DEGRADING
80,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.5742,0.5748,0.5707,0.545,0.5421,0.5525,0.5537,PREDICTIVE-DEGRADING
96,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.5412,0.5225,0.5246,0.5143,0.5141,0.5,0.5166,PREDICTIVE-FAILED
128,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.4835,0.4637,0.4643,0.4497,0.4487,0.4482,0.4514,PREDICTIVE-FAILED
160,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.4279,0.4181,0.4123,0.39,0.3977,0.392,0.3908,PREDICTIVE-FAILED
192,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.3714,0.374,0.3673,0.3508,0.3572,0.353,0.357,PREDICTIVE-FAILED
256,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.3204,0.3138,0.3018,0.2993,0.2949,0.2993,0.2936,PREDICTIVE-FAILED
320,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.2717,0.2639,0.2584,0.2598,0.2575,0.2505,0.2563,PREDICTIVE-FAILED
512,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.1846,0.1801,0.179,0.1773,0.1734,0.179,0.1749,PREDICTIVE-FAILED
768,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.1359,0.1322,0.1312,0.1265,0.1273,0.1281,0.1266,PREDICTIVE-FAILED
1024,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.1031,0.1,0.1002,0.0981,0.0983,0.0987,0.1007,PREDICTIVE-FAILED
1536,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.0735,0.0705,0.0692,0.0682,0.0671,0.0664,0.0672,PREDICTIVE-FAILED
2048,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.0554,0.0539,0.0528,0.0523,0.0509,0.0523,0.0524,PREDICTIVE-FAILED
3072,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.96,0.94,0.93,0.9053,0.91,0.9,0.9065,PREDICTIVE-STABLE
2,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.96,0.9129,0.9109,0.8999,0.88,0.8771,0.9094,PREDICTIVE-STABLE
4,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.9417,0.9218,0.9107,0.8839,0.8703,0.8759,0.8988,PREDICTIVE-STABLE
6,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.908,0.8864,0.9016,0.8642,0.8672,0.8586,0.8626,PREDICTIVE-BOUNDED
8,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.9228,0.9045,0.891,0.8835,0.8728,0.844,0.8563,PREDICTIVE-BOUNDED
12,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.8837,0.86,0.8705,0.8596,0.8207,0.8083,0.8515,PREDICTIVE-BOUNDED
16,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.8473,0.8271,0.8337,0.8025,0.8144,0.8152,0.8264,PREDICTIVE-BOUNDED
20,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.8249,0.8049,0.8025,0.7895,0.8034,0.763,0.7953,PREDICTIVE-BOUNDED
24,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.829,0.7865,0.8015,0.7648,0.7673,0.7519,0.7795,PREDICTIVE-PARTIAL
32,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.7669,0.747,0.7572,0.7406,0.7157,0.7263,0.723,PREDICTIVE-PARTIAL
40,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.736,0.721,0.7006,0.6849,0.6892,0.6792,0.7052,PREDICTIVE-PARTIAL
48,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.7038,0.6816,0.6681,0.6698,0.6689,0.6583,0.6594,PREDICTIVE-DEGRADING
64,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.6497,0.6236,0.6206,0.6217,0.5961,0.5891,0.6007,PREDICTIVE-DEGRADING
80,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.5882,0.5822,0.5793,0.5585,0.5456,0.5371,0.561,PREDICTIVE-DEGRADING
96,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.5448,0.5392,0.5265,0.5224,0.5051,0.5156,0.5184,PREDICTIVE-FAILED
128,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.484,0.4647,0.4566,0.4535,0.4474,0.4501,0.4597,PREDICTIVE-FAILED
160,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.4267,0.4064,0.41,0.4052,0.3999,0.3875,0.4,PREDICTIVE-FAILED
192,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.3838,0.3663,0.3638,0.3624,0.3562,0.3537,0.3679,PREDICTIVE-FAILED
256,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.3138,0.3105,0.3094,0.306,0.3037,0.2994,0.2955,PREDICTIVE-FAILED
320,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.2691,0.2672,0.2646,0.2567,0.2576,0.2572,0.2584,PREDICTIVE-FAILED
512,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.1888,0.1834,0.1855,0.1784,0.1776,0.179,0.1806,PREDICTIVE-FAILED
768,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.132,0.1312,0.1334,0.1272,0.1245,0.1265,0.1302,PREDICTIVE-FAILED
1024,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.1038,0.1039,0.1014,0.0984,0.0976,0.0977,0.1,PREDICTIVE-FAILED
1536,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.0733,0.0695,0.0714,0.0702,0.0676,0.0676,0.0692,PREDICTIVE-FAILED
2048,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.056,0.0544,0.0531,0.0536,0.0525,0.0523,0.0533,PREDICTIVE-FAILED
3072,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.96,0.9102,0.9195,0.9183,0.91,0.8693,0.9098,PREDICTIVE-STABLE
2,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.9547,0.9129,0.9239,0.9025,0.8936,0.8775,0.8865,PREDICTIVE-STABLE
4,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.9409,0.918,0.9019,0.9165,0.8674,0.8772,0.8684,PREDICTIVE-STABLE
6,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.9114,0.8717,0.8945,0.9063,0.8482,0.8369,0.8773,PREDICTIVE-BOUNDED
8,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.9017,0.8653,0.8803,0.8933,0.8549,0.8214,0.8672,PREDICTIVE-BOUNDED
12,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.8661,0.8362,0.8539,0.864,0.8062,0.7966,0.8192,PREDICTIVE-BOUNDED
16,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.857,0.8142,0.81,0.8329,0.7908,0.7975,0.807,PREDICTIVE-BOUNDED
20,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.8319,0.7969,0.8042,0.8045,0.768,0.7722,0.786,PREDICTIVE-PARTIAL
24,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.8135,0.7832,0.7802,0.7821,0.7706,0.7432,0.7752,PREDICTIVE-PARTIAL
32,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.7595,0.745,0.7181,0.7465,0.7198,0.6971,0.7385,PREDICTIVE-PARTIAL
40,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.7357,0.7123,0.6884,0.7096,0.6699,0.6742,0.6853,PREDICTIVE-DEGRADING
48,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.6784,0.6667,0.6673,0.6663,0.6422,0.6431,0.647,PREDICTIVE-DEGRADING
64,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.6208,0.6219,0.6047,0.6156,0.5877,0.5966,0.6048,PREDICTIVE-DEGRADING
80,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.5784,0.5656,0.5626,0.5631,0.5469,0.5522,0.5548,PREDICTIVE-DEGRADING
96,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.5513,0.5306,0.5213,0.5179,0.5048,0.4939,0.5191,PREDICTIVE-FAILED
128,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.4688,0.4584,0.4602,0.4648,0.4416,0.4379,0.4439,PREDICTIVE-FAILED
160,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.412,0.3992,0.409,0.411,0.3958,0.3973,0.3912,PREDICTIVE-FAILED
192,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.3765,0.3697,0.3575,0.3645,0.3503,0.3496,0.3652,PREDICTIVE-FAILED
256,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.3143,0.3019,0.2996,0.3017,0.2989,0.2952,0.2948,PREDICTIVE-FAILED
320,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.2647,0.2636,0.2551,0.2601,0.2497,0.2454,0.2549,PREDICTIVE-FAILED
512,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.1898,0.1807,0.1799,0.1821,0.1785,0.1768,0.1752,PREDICTIVE-FAILED
768,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.1353,0.1279,0.1273,0.1292,0.1253,0.1239,0.1243,PREDICTIVE-FAILED
1024,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.1031,0.1029,0.0989,0.0987,0.0972,0.0965,0.0966,PREDICTIVE-FAILED
1536,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.0712,0.0708,0.0689,0.0705,0.0689,0.067,0.067,PREDICTIVE-FAILED
2048,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.0554,0.0533,0.0525,0.0525,0.0518,0.0507,0.0514,PREDICTIVE-FAILED
3072,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.96,0.909,0.918,0.92,0.91,0.8671,0.9161,PREDICTIVE-STABLE
2,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.9437,0.9243,0.891,0.904,0.91,0.8862,0.9145,PREDICTIVE-BOUNDED
4,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.9284,0.8849,0.8822,0.9013,0.9004,0.8514,0.871,PREDICTIVE-BOUNDED
6,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.8998,0.8889,0.8696,0.871,0.8897,0.8487,0.874,PREDICTIVE-BOUNDED
8,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.881,0.8946,0.8688,0.8683,0.8836,0.8539,0.8413,PREDICTIVE-BOUNDED
12,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.8693,0.842,0.8476,0.8369,0.8386,0.8226,0.8367,PREDICTIVE-BOUNDED
16,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.8306,0.8296,0.8344,0.8211,0.8212,0.7823,0.8082,PREDICTIVE-BOUNDED
20,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.8308,0.8025,0.7875,0.7928,0.7968,0.7736,0.8019,PREDICTIVE-PARTIAL
24,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.7967,0.7762,0.7838,0.7795,0.7694,0.7546,0.7572,PREDICTIVE-PARTIAL
32,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.7645,0.7484,0.7302,0.7176,0.749,0.7232,0.7319,PREDICTIVE-PARTIAL
40,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.7289,0.7194,0.7057,0.7048,0.691,0.6675,0.6828,PREDICTIVE-PARTIAL
48,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.6927,0.6847,0.6746,0.6684,0.6547,0.6507,0.6704,PREDICTIVE-DEGRADING
64,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.6348,0.6269,0.6126,0.5922,0.604,0.5789,0.5948,PREDICTIVE-DEGRADING
80,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.5682,0.5715,0.5681,0.5498,0.5694,0.5391,0.5576,PREDICTIVE-DEGRADING
96,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.53,0.5165,0.5124,0.5074,0.5104,0.4972,0.5225,PREDICTIVE-FAILED
128,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.4672,0.4602,0.4585,0.4414,0.4615,0.4402,0.4525,PREDICTIVE-FAILED
160,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.4235,0.4106,0.4109,0.3916,0.4103,0.389,0.394,PREDICTIVE-FAILED
192,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.374,0.3613,0.3556,0.3564,0.3701,0.343,0.3576,PREDICTIVE-FAILED
256,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.3133,0.3061,0.3031,0.2951,0.2989,0.2879,0.3038,PREDICTIVE-FAILED
320,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.2673,0.2613,0.2567,0.2541,0.2525,0.2492,0.2522,PREDICTIVE-FAILED
512,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.1834,0.1809,0.1836,0.1786,0.1771,0.1767,0.1758,PREDICTIVE-FAILED
768,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.1303,0.1311,0.1293,0.1257,0.1307,0.1219,0.129,PREDICTIVE-FAILED
1024,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.1034,0.0998,0.1004,0.0973,0.0997,0.0945,0.0995,PREDICTIVE-FAILED
1536,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.0698,0.0695,0.0694,0.0683,0.0688,0.0675,0.0688,PREDICTIVE-FAILED
2048,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.0543,0.0523,0.0528,0.0516,0.0525,0.05,0.0515,PREDICTIVE-FAILED
3072,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Antisymmetry-Neutral,FutureStateReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.9595,0.924,0.9182,0.8955,0.9017,0.8853,0.909,PREDICTIVE-STABLE
2,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.9333,0.9291,0.9138,0.9105,0.879,0.88,0.92,PREDICTIVE-STABLE
4,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.9068,0.9015,0.9027,0.9022,0.8935,0.8469,0.8945,PREDICTIVE-STABLE
6,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.903,0.8711,0.8649,0.8532,0.8799,0.8567,0.908,PREDICTIVE-BOUNDED
8,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.9001,0.8932,0.8787,0.8553,0.8573,0.8564,0.8922,PREDICTIVE-BOUNDED
12,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.8664,0.8526,0.8324,0.8214,0.8209,0.8117,0.8568,PREDICTIVE-BOUNDED
16,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.8401,0.8441,0.8059,0.8194,0.7822,0.8053,0.816,PREDICTIVE-BOUNDED
20,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.808,0.8013,0.7908,0.7963,0.7623,0.7742,0.807,PREDICTIVE-PARTIAL
24,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.8057,0.7736,0.7606,0.7791,0.7463,0.7326,0.7693,PREDICTIVE-PARTIAL
32,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.7657,0.7334,0.7186,0.7278,0.7211,0.7238,0.7289,PREDICTIVE-PARTIAL
40,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.7196,0.7003,0.7024,0.6809,0.6692,0.6778,0.7051,PREDICTIVE-PARTIAL
48,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.6856,0.6795,0.6603,0.6693,0.6474,0.6466,0.6828,PREDICTIVE-DEGRADING
64,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.6352,0.612,0.6074,0.6149,0.5917,0.5762,0.6057,PREDICTIVE-DEGRADING
80,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.5742,0.5686,0.5575,0.553,0.5403,0.5417,0.568,PREDICTIVE-DEGRADING
96,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.5362,0.5336,0.5291,0.5184,0.5045,0.5031,0.5183,PREDICTIVE-FAILED
128,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.4681,0.4519,0.4452,0.4515,0.4414,0.4385,0.4645,PREDICTIVE-FAILED
160,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.408,0.4083,0.4044,0.4026,0.4023,0.3907,0.4124,PREDICTIVE-FAILED
192,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.3768,0.3631,0.366,0.3528,0.3568,0.3458,0.3637,PREDICTIVE-FAILED
256,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.3092,0.3098,0.2987,0.2985,0.2911,0.2877,0.3102,PREDICTIVE-FAILED
320,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.2631,0.2652,0.2533,0.2569,0.2513,0.2549,0.2598,PREDICTIVE-FAILED
512,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.1823,0.1829,0.1831,0.1748,0.1726,0.1734,0.185,PREDICTIVE-FAILED
768,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.1293,0.1283,0.1285,0.1257,0.1235,0.126,0.1302,PREDICTIVE-FAILED
1024,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.1028,0.1011,0.0986,0.1008,0.0997,0.0945,0.1026,PREDICTIVE-FAILED
1536,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.072,0.0683,0.0701,0.0688,0.0688,0.068,0.071,PREDICTIVE-FAILED
2048,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.0544,0.0526,0.0518,0.0532,0.051,0.0507,0.0533,PREDICTIVE-FAILED
3072,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Antisymmetry-Neutral,AdaptivePredictiveModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.9523,0.94,0.919,0.9176,0.8859,0.9,0.9155,PREDICTIVE-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.9195,0.94,0.93,0.8837,0.8787,0.9,0.9051,PREDICTIVE-STABLE
4,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.9213,0.9038,0.9219,0.8994,0.8738,0.8925,0.8933,PREDICTIVE-STABLE
6,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.9118,0.9073,0.8777,0.8852,0.8433,0.8765,0.8772,PREDICTIVE-BOUNDED
8,Projection-Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.8821,0.8902,0.89,0.8512,0.8504,0.865,0.8538,PREDICTIVE-BOUNDED
