depth,sector,condition,rg_similarity,representation_fidelity,internal_model_coherence,simulation_alignment,predictive_model_gain,recursive_representation_persistence,model_adaptation_strength,classification
4,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.9485,0.9379,0.9095,0.909,0.8741,0.87,0.9001,MODEL-STABLE
6,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.9326,0.9101,0.8936,0.9039,0.8636,0.8936,0.8776,MODEL-BOUNDED
8,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.9175,0.8966,0.9041,0.8872,0.8696,0.8733,0.8603,MODEL-BOUNDED
12,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.9022,0.8963,0.8913,0.8456,0.8515,0.8479,0.849,MODEL-BOUNDED
16,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.8821,0.8653,0.8677,0.8374,0.8176,0.8478,0.8296,MODEL-BOUNDED
20,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.8679,0.8345,0.8574,0.8197,0.8068,0.8199,0.8205,MODEL-BOUNDED
24,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.8592,0.8206,0.8303,0.7873,0.7953,0.7988,0.8174,MODEL-BOUNDED
32,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.8087,0.7855,0.7893,0.7726,0.7476,0.7675,0.7766,MODEL-PARTIAL
40,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.7929,0.7683,0.7546,0.7436,0.733,0.7253,0.7332,MODEL-PARTIAL
48,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.7478,0.7497,0.7453,0.7044,0.6997,0.714,0.7039,MODEL-PARTIAL
64,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.6957,0.692,0.6885,0.6734,0.6429,0.6454,0.6711,MODEL-DEGRADING
80,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.6461,0.6415,0.6214,0.6086,0.6022,0.6278,0.6285,MODEL-DEGRADING
96,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.6171,0.6115,0.5959,0.5863,0.5845,0.5733,0.5735,MODEL-DEGRADING
128,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.5384,0.533,0.5254,0.5145,0.524,0.5225,0.523,MODEL-FAILED
160,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.4931,0.4899,0.4719,0.4737,0.4667,0.4571,0.4652,MODEL-FAILED
192,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.4564,0.4435,0.4327,0.4237,0.4133,0.4204,0.4197,MODEL-FAILED
256,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.3837,0.3678,0.3777,0.3643,0.3629,0.3591,0.3579,MODEL-FAILED
320,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.3301,0.3288,0.3211,0.3174,0.3142,0.307,0.3076,MODEL-FAILED
512,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.2353,0.2342,0.2283,0.2246,0.2248,0.2241,0.2215,MODEL-FAILED
768,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.1693,0.1713,0.1681,0.1649,0.1619,0.1585,0.164,MODEL-FAILED
1024,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.1352,0.1334,0.1299,0.1274,0.1281,0.1271,0.1306,MODEL-FAILED
1536,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.0929,0.092,0.0915,0.0914,0.0904,0.0902,0.09,MODEL-FAILED
2048,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.0734,0.071,0.0689,0.0703,0.0667,0.0691,0.0701,MODEL-FAILED
3072,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.0501,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.9598,0.9362,0.9245,0.9148,0.91,0.9,0.9171,MODEL-STABLE
2,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.96,0.94,0.9282,0.9169,0.9044,0.9,0.92,MODEL-STABLE
4,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.9511,0.94,0.93,0.9196,0.9012,0.8814,0.8936,MODEL-STABLE
6,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.95,0.9189,0.9087,0.9081,0.9077,0.8789,0.9155,MODEL-STABLE
8,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.939,0.9032,0.8984,0.8924,0.89,0.8854,0.8707,MODEL-BOUNDED
12,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.9207,0.9007,0.8809,0.8613,0.8622,0.8349,0.8849,MODEL-BOUNDED
16,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.8678,0.8916,0.858,0.8394,0.8219,0.8382,0.8597,MODEL-BOUNDED
20,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.8768,0.8459,0.8251,0.8417,0.8146,0.8146,0.8424,MODEL-BOUNDED
24,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.8549,0.8378,0.8287,0.8046,0.8073,0.7801,0.7987,MODEL-BOUNDED
32,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.8093,0.7961,0.7758,0.7724,0.7611,0.7617,0.7771,MODEL-PARTIAL
40,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.7823,0.7644,0.7479,0.7453,0.7485,0.7268,0.7621,MODEL-PARTIAL
48,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.738,0.7503,0.7347,0.7168,0.7068,0.704,0.7212,MODEL-PARTIAL
64,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.7108,0.6998,0.674,0.6833,0.6667,0.6548,0.6592,MODEL-DEGRADING
80,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.6429,0.6382,0.6317,0.6388,0.6278,0.6146,0.6311,MODEL-DEGRADING
96,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.6051,0.6052,0.5845,0.5979,0.5934,0.5842,0.6,MODEL-DEGRADING
128,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.5433,0.5382,0.5239,0.5357,0.5245,0.5246,0.5271,MODEL-FAILED
160,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.4867,0.4888,0.4711,0.4741,0.4707,0.4604,0.4796,MODEL-FAILED
192,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.4425,0.4411,0.442,0.4321,0.419,0.421,0.4346,MODEL-FAILED
256,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.3749,0.3726,0.3692,0.37,0.3543,0.3605,0.363,MODEL-FAILED
320,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.3254,0.3282,0.3222,0.3155,0.3105,0.3144,0.32,MODEL-FAILED
512,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.2329,0.2373,0.2318,0.2252,0.2256,0.2219,0.2255,MODEL-FAILED
768,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.1722,0.1681,0.1666,0.1649,0.1607,0.1636,0.1639,MODEL-FAILED
1024,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.1348,0.134,0.1309,0.1313,0.1267,0.1275,0.1312,MODEL-FAILED
1536,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.0963,0.0955,0.091,0.089,0.0886,0.0869,0.0913,MODEL-FAILED
2048,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.0741,0.0717,0.0718,0.0683,0.0697,0.0677,0.0692,MODEL-FAILED
3072,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.0504,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.9442,0.9296,0.9203,0.92,0.9034,0.8922,0.92,MODEL-STABLE
2,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.9387,0.94,0.917,0.92,0.9027,0.8973,0.9076,MODEL-STABLE
4,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.9423,0.9232,0.914,0.92,0.8741,0.8882,0.9036,MODEL-STABLE
6,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.9342,0.9297,0.8818,0.8891,0.8702,0.8615,0.894,MODEL-BOUNDED
8,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.8987,0.9006,0.8885,0.8854,0.8595,0.8761,0.8744,MODEL-BOUNDED
12,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.8937,0.905,0.8682,0.8858,0.8373,0.8321,0.8683,MODEL-BOUNDED
16,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.8595,0.8656,0.8509,0.8671,0.8338,0.8374,0.8298,MODEL-BOUNDED
20,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.8548,0.852,0.8239,0.8451,0.8212,0.8208,0.8251,MODEL-BOUNDED
24,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.8418,0.8307,0.8189,0.8198,0.8013,0.78,0.7901,MODEL-BOUNDED
32,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.8219,0.7848,0.7678,0.7729,0.7789,0.7643,0.7762,MODEL-PARTIAL
40,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.7856,0.7819,0.7408,0.7566,0.7311,0.7367,0.7425,MODEL-PARTIAL
48,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.7507,0.7527,0.7124,0.729,0.701,0.7131,0.7107,MODEL-PARTIAL
64,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.6923,0.7003,0.6654,0.6663,0.6575,0.6372,0.6626,MODEL-DEGRADING
80,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.636,0.6293,0.6224,0.6372,0.6222,0.5967,0.6078,MODEL-DEGRADING
96,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.6113,0.5938,0.5802,0.6003,0.5757,0.5688,0.5912,MODEL-DEGRADING
128,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.5474,0.5466,0.5355,0.5296,0.5211,0.5059,0.5232,MODEL-FAILED
160,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.4883,0.4762,0.4802,0.4818,0.4607,0.4489,0.4758,MODEL-FAILED
192,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.4449,0.4402,0.4346,0.4308,0.425,0.4161,0.4233,MODEL-FAILED
256,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.3782,0.377,0.3691,0.3639,0.3629,0.3558,0.36,MODEL-FAILED
320,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.3254,0.322,0.3131,0.3229,0.3131,0.3135,0.3097,MODEL-FAILED
512,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.2378,0.2361,0.2291,0.2269,0.2182,0.2162,0.2286,MODEL-FAILED
768,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.1691,0.1696,0.1636,0.1696,0.1642,0.1589,0.1619,MODEL-FAILED
1024,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.1355,0.1313,0.1289,0.1287,0.127,0.1261,0.1277,MODEL-FAILED
1536,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.092,0.0943,0.0888,0.0925,0.0883,0.0871,0.0906,MODEL-FAILED
2048,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.0725,0.0705,0.0694,0.0699,0.068,0.0675,0.0681,MODEL-FAILED
3072,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.9333,0.936,0.93,0.9078,0.91,0.9,0.92,MODEL-STABLE
2,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.96,0.9333,0.93,0.92,0.91,0.8872,0.92,MODEL-STABLE
4,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.9295,0.904,0.9275,0.9164,0.9061,0.8624,0.92,MODEL-STABLE
6,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.9231,0.8948,0.9006,0.8808,0.9037,0.8648,0.9096,MODEL-BOUNDED
8,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.9017,0.8897,0.9011,0.8886,0.8977,0.8505,0.9008,MODEL-BOUNDED
12,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.89,0.8925,0.8687,0.8651,0.8589,0.857,0.8926,MODEL-BOUNDED
16,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.8669,0.8471,0.8543,0.8519,0.8595,0.8247,0.8406,MODEL-BOUNDED
20,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.8457,0.8265,0.8316,0.8052,0.8192,0.8204,0.8276,MODEL-BOUNDED
24,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.8517,0.8361,0.8077,0.7946,0.8161,0.7991,0.8281,MODEL-BOUNDED
32,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.8119,0.7731,0.7753,0.7659,0.7727,0.771,0.8046,MODEL-PARTIAL
40,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.7581,0.7572,0.7619,0.7541,0.754,0.7129,0.7588,MODEL-PARTIAL
48,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.7394,0.7277,0.7109,0.7171,0.7173,0.699,0.7257,MODEL-PARTIAL
64,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.6763,0.6671,0.661,0.6515,0.6824,0.6442,0.6893,MODEL-DEGRADING
80,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.6477,0.6411,0.6371,0.6319,0.6243,0.62,0.6472,MODEL-DEGRADING
96,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.608,0.5967,0.5827,0.5916,0.5901,0.5658,0.5836,MODEL-DEGRADING
128,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.546,0.5394,0.5269,0.528,0.5215,0.4991,0.5349,MODEL-FAILED
160,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.4901,0.4861,0.4786,0.4788,0.4726,0.4498,0.4781,MODEL-FAILED
192,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.4514,0.4438,0.4342,0.4336,0.4315,0.4251,0.4332,MODEL-FAILED
256,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.3749,0.3756,0.3582,0.3572,0.3598,0.353,0.3624,MODEL-FAILED
320,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.3236,0.3191,0.3145,0.3183,0.3183,0.3029,0.324,MODEL-FAILED
512,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.2312,0.2278,0.228,0.2239,0.2241,0.2173,0.2322,MODEL-FAILED
768,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.1686,0.1647,0.1661,0.1626,0.1626,0.1563,0.1647,MODEL-FAILED
1024,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.1315,0.1336,0.1315,0.1261,0.1302,0.1231,0.1322,MODEL-FAILED
1536,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.0933,0.0918,0.0889,0.0906,0.0917,0.0891,0.0897,MODEL-FAILED
2048,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.0727,0.0693,0.0701,0.0681,0.0688,0.0663,0.0695,MODEL-FAILED
3072,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.9552,0.9176,0.93,0.92,0.8876,0.9,0.9122,MODEL-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.9449,0.9171,0.9044,0.92,0.91,0.9,0.9128,MODEL-STABLE
4,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.9274,0.9098,0.8949,0.8978,0.883,0.9,0.9076,MODEL-BOUNDED
6,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.9329,0.8922,0.8915,0.8962,0.8729,0.8886,0.894,MODEL-BOUNDED
8,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.9019,0.9156,0.9035,0.8765,0.8571,0.8944,0.8698,MODEL-STABLE
12,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.8867,0.8602,0.8739,0.8632,0.8383,0.8443,0.8518,MODEL-BOUNDED
16,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.8762,0.8688,0.8415,0.8373,0.826,0.827,0.8524,MODEL-BOUNDED
20,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.8316,0.8297,0.8145,0.8363,0.8265,0.818,0.8303,MODEL-BOUNDED
24,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.8457,0.8292,0.8131,0.8013,0.8094,0.7898,0.7977,MODEL-BOUNDED
32,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.785,0.7803,0.7954,0.7878,0.7795,0.7744,0.7626,MODEL-PARTIAL
40,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.7496,0.7423,0.7488,0.7374,0.7247,0.7502,0.7545,MODEL-PARTIAL
48,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.7244,0.7178,0.7228,0.7157,0.7015,0.7038,0.7249,MODEL-PARTIAL
64,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.6906,0.6671,0.6584,0.6776,0.6511,0.6518,0.6526,MODEL-DEGRADING
80,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.6518,0.6366,0.6159,0.6167,0.6175,0.6222,0.6148,MODEL-DEGRADING
96,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.6055,0.6023,0.5907,0.589,0.569,0.5874,0.5783,MODEL-DEGRADING
128,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.5448,0.522,0.5231,0.5143,0.5112,0.5127,0.5254,MODEL-FAILED
160,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.4926,0.4817,0.4667,0.4682,0.4662,0.4694,0.4653,MODEL-FAILED
192,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.4356,0.4293,0.4289,0.4282,0.4136,0.4285,0.4198,MODEL-FAILED
256,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.373,0.3636,0.3728,0.3621,0.3634,0.3612,0.3649,MODEL-FAILED
320,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.3266,0.3217,0.3237,0.3186,0.3059,0.3193,0.3172,MODEL-FAILED
512,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.2283,0.2289,0.2264,0.2235,0.2248,0.2291,0.2301,MODEL-FAILED
768,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.1678,0.1678,0.1653,0.1617,0.1638,0.1654,0.1617,MODEL-FAILED
1024,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.1312,0.1305,0.1278,0.1263,0.1248,0.1288,0.1301,MODEL-FAILED
1536,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.0942,0.0926,0.0924,0.0913,0.0897,0.0899,0.0896,MODEL-FAILED
2048,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.0703,0.0701,0.0708,0.0683,0.0679,0.0698,0.0684,MODEL-FAILED
3072,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Antisymmetry-Neutral,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.9257,0.9262,0.9224,0.9142,0.91,0.9,0.92,MODEL-STABLE
2,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.9351,0.9183,0.93,0.8944,0.91,0.8853,0.9029,MODEL-STABLE
4,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.9361,0.9237,0.9126,0.8819,0.8964,0.8895,0.9084,MODEL-STABLE
6,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.9141,0.9162,0.9089,0.9065,0.9063,0.8899,0.8837,MODEL-STABLE
8,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.9007,0.889,0.8973,0.8974,0.8668,0.8591,0.8724,MODEL-BOUNDED
12,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.8837,0.8872,0.8605,0.8581,0.8514,0.8445,0.85,MODEL-BOUNDED
16,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.8688,0.8668,0.8443,0.8509,0.8361,0.8317,0.8611,MODEL-BOUNDED
20,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.8431,0.8291,0.8233,0.8309,0.8074,0.8238,0.8432,MODEL-BOUNDED
24,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.8108,0.8167,0.8169,0.8028,0.8122,0.8097,0.8063,MODEL-BOUNDED
32,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.7968,0.7819,0.7859,0.7849,0.7804,0.7723,0.7818,MODEL-PARTIAL
40,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.7489,0.7589,0.7726,0.7527,0.7512,0.7381,0.7611,MODEL-PARTIAL
48,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.7369,0.7216,0.7155,0.7048,0.7206,0.7097,0.7079,MODEL-PARTIAL
64,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.6756,0.6774,0.6677,0.6617,0.6649,0.6455,0.66,MODEL-DEGRADING
80,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.6352,0.6411,0.6218,0.6174,0.6343,0.6058,0.634,MODEL-DEGRADING
96,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.5884,0.5911,0.5882,0.5906,0.5926,0.5683,0.5832,MODEL-DEGRADING
128,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.5339,0.5242,0.5385,0.5104,0.5248,0.516,0.5168,MODEL-FAILED
160,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.4751,0.4833,0.4847,0.4772,0.4704,0.4694,0.4703,MODEL-FAILED
192,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.445,0.4271,0.4443,0.435,0.4261,0.4183,0.4239,MODEL-FAILED
256,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.375,0.3732,0.3771,0.3678,0.3604,0.3556,0.3655,MODEL-FAILED
320,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.3189,0.324,0.3196,0.3089,0.3187,0.3091,0.3133,MODEL-FAILED
512,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.236,0.2321,0.2257,0.2231,0.2241,0.2234,0.2287,MODEL-FAILED
768,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.1688,0.1674,0.1695,0.1615,0.1633,0.1598,0.1635,MODEL-FAILED
1024,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.1329,0.1314,0.1301,0.1258,0.1284,0.1278,0.1285,MODEL-FAILED
1536,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.0924,0.0897,0.0897,0.0913,0.0914,0.0869,0.0889,MODEL-FAILED
2048,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.0722,0.0703,0.0706,0.0694,0.0676,0.0667,0.0708,MODEL-FAILED
3072,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Antisymmetry-Neutral,NullRepresentationControl,0.7635,0.7611,0.7589,0.7594,0.7393,0.7133,0.7264,MODEL-PARTIAL
2,Projection-Antisymmetry-Neutral,NullRepresentationControl,0.7357,0.7635,0.7666,0.7777,0.7268,0.7288,0.7461,MODEL-PARTIAL
4,Projection-Antisymmetry-Neutral,NullRepresentationControl,0.7357,0.7699,0.7244,0.7363,0.7188,0.7066,0.7319,MODEL-PARTIAL
6,Projection-Antisymmetry-Neutral,NullRepresentationControl,0.7259,0.7489,0.748,0.7414,0.7167,0.7081,0.7264,MODEL-PARTIAL
8,Projection-Antisymmetry-Neutral,NullRepresentationControl,0.7179,0.7535,0.7397,0.7523,0.6977,0.7122,0.7107,MODEL-PARTIAL
12,Projection-Antisymmetry-Neutral,NullRepresentationControl,0.7256,0.717,0.6977,0.7324,0.6922,0.6916,0.6906,MODEL-DEGRADING
