depth,sector,condition,robustness_survival_fraction,perturbation_resilience_index,collapse_threshold_depth,hierarchy_resilience_rate,recursive_recovery_strength,coherence_retention,perturbation_drift_bound,efficacy,base_emergence,perturbed_emergence,classification
20,P-N,CoherenceScrambling,0.8681,0.8681,0.0,1.0,0.8681,0.8608,0.1319,0.9,0.9541,0.8282,PERTURBATION-STABLE
24,P-N,CoherenceScrambling,0.8982,0.8982,0.0,1.0,0.8982,0.8926,0.1018,0.9,0.9541,0.857,PERTURBATION-STABLE
32,P-N,CoherenceScrambling,0.8098,0.8098,0.0,1.0,0.8098,0.7993,0.1902,0.9,0.9541,0.7726,PERTURBATION-BOUNDED
40,P-N,CoherenceScrambling,0.8976,0.8976,0.0,1.0,0.8976,0.892,0.1024,0.9,0.9541,0.8564,PERTURBATION-STABLE
48,P-N,CoherenceScrambling,0.8274,0.8274,0.0,1.0,0.8274,0.8178,0.1726,0.9,0.9541,0.7894,PERTURBATION-STABLE
64,P-N,CoherenceScrambling,0.8542,0.8542,0.0,1.0,0.8542,0.8461,0.1458,0.9,0.9541,0.815,PERTURBATION-STABLE
80,P-N,CoherenceScrambling,0.8159,0.8159,0.0,1.0,0.8159,0.8057,0.1841,0.9,0.9541,0.7785,PERTURBATION-STABLE
96,P-N,CoherenceScrambling,0.8324,0.8324,0.0,1.0,0.8324,0.8231,0.1676,0.9,0.9541,0.7942,PERTURBATION-STABLE
128,P-N,CoherenceScrambling,0.8687,0.8687,0.0,1.0,0.8687,0.8614,0.1313,0.9,0.9541,0.8288,PERTURBATION-STABLE
160,P-N,CoherenceScrambling,0.8637,0.8637,0.0,1.0,0.8637,0.8562,0.1363,0.9,0.9541,0.8241,PERTURBATION-STABLE
192,P-N,CoherenceScrambling,0.8459,0.8459,0.0,1.0,0.8459,0.8374,0.1541,0.9,0.9541,0.8071,PERTURBATION-STABLE
256,P-N,CoherenceScrambling,0.872,0.872,0.0,1.0,0.872,0.8649,0.128,0.9,0.9541,0.832,PERTURBATION-STABLE
320,P-N,CoherenceScrambling,0.8145,0.8145,0.0,1.0,0.8145,0.8043,0.1855,0.9,0.9541,0.7771,PERTURBATION-STABLE
512,P-N,CoherenceScrambling,0.8747,0.8747,0.0,1.0,0.8747,0.8677,0.1253,0.9,0.9541,0.8345,PERTURBATION-STABLE
768,P-N,CoherenceScrambling,0.8727,0.8727,0.0,1.0,0.8727,0.8657,0.1273,0.9,0.9541,0.8327,PERTURBATION-STABLE
1024,P-N,CoherenceScrambling,0.8998,0.8998,0.0,1.0,0.8998,0.8942,0.1002,0.9,0.9541,0.8585,PERTURBATION-STABLE
1536,P-N,CoherenceScrambling,0.8429,0.8429,0.0,1.0,0.8429,0.8342,0.1571,0.9,0.9541,0.8042,PERTURBATION-STABLE
2048,P-N,CoherenceScrambling,0.8429,0.8429,0.0,1.0,0.8429,0.8343,0.1571,0.9,0.9541,0.8043,PERTURBATION-STABLE
3072,P-N,CoherenceScrambling,0.8726,0.8726,0.0,1.0,0.8726,0.8655,0.1274,0.9,0.9541,0.8325,PERTURBATION-STABLE
4096,P-N,CoherenceScrambling,0.885,0.885,0.0,1.0,0.885,0.8786,0.115,0.9,0.9541,0.8443,PERTURBATION-STABLE
6144,P-N,CoherenceScrambling,0.8963,0.8963,0.0,1.0,0.8963,0.8906,0.1037,0.9,0.9541,0.8551,PERTURBATION-STABLE
8192,P-N,CoherenceScrambling,0.8346,0.8346,0.0,1.0,0.8346,0.8254,0.1654,0.9,0.9541,0.7963,PERTURBATION-STABLE
12288,P-N,CoherenceScrambling,0.8825,0.8825,0.0,1.0,0.8825,0.8761,0.1175,0.9,0.9541,0.842,PERTURBATION-STABLE
16384,P-N,CoherenceScrambling,0.8521,0.8521,0.0,1.0,0.8521,0.844,0.1479,0.9,0.954,0.813,PERTURBATION-STABLE
24576,P-N,CoherenceScrambling,0.8722,0.8722,0.0,1.0,0.8722,0.8651,0.1278,0.9,0.954,0.8321,PERTURBATION-STABLE
32768,P-N,CoherenceScrambling,0.8245,0.8245,0.0,1.0,0.8245,0.8148,0.1755,0.9,0.954,0.7865,PERTURBATION-STABLE
65536,P-N,CoherenceScrambling,0.8348,0.8348,0.0,1.0,0.8348,0.8257,0.1652,0.9,0.9539,0.7963,PERTURBATION-STABLE
131072,P-N,CoherenceScrambling,0.8137,0.8137,0.0,1.0,0.8137,0.8033,0.1863,0.9,0.9536,0.7759,PERTURBATION-STABLE
262144,P-N,CoherenceScrambling,0.8116,0.8116,0.0,1.0,0.8116,0.8012,0.1884,0.9,0.9531,0.7736,PERTURBATION-STABLE
524288,P-N,CoherenceScrambling,0.8577,0.8577,0.0,1.0,0.8577,0.8498,0.1423,0.9,0.9522,0.8167,PERTURBATION-STABLE
1048576,P-N,CoherenceScrambling,0.8887,0.8887,0.0,1.0,0.8887,0.8825,0.1113,0.9,0.9502,0.8445,PERTURBATION-STABLE
2097152,P-N,CoherenceScrambling,0.8306,0.8306,0.0,1.0,0.8306,0.8212,0.1694,0.9,0.9463,0.7861,PERTURBATION-STABLE
4194304,P-N,CoherenceScrambling,0.8402,0.8402,0.0,1.0,0.8402,0.8313,0.1598,0.9,0.9387,0.7888,PERTURBATION-STABLE
8388608,P-N,CoherenceScrambling,0.8944,0.8944,0.0,1.0,0.8944,0.8883,0.1056,0.9,0.9238,0.8262,PERTURBATION-STABLE
16777216,P-N,CoherenceScrambling,0.8461,0.8461,0.0,1.0,0.8461,0.837,0.1539,0.9,0.8954,0.7576,PERTURBATION-STABLE
33554432,P-N,CoherenceScrambling,0.8075,0.8075,0.0,1.0,0.8075,0.7954,0.1925,0.9,0.8435,0.6812,PERTURBATION-BOUNDED
67108864,P-N,CoherenceScrambling,0.8331,0.8331,0.0,1.0,0.8331,0.8212,0.1669,0.9,0.7559,0.6297,PERTURBATION-STABLE
1,P-N,PartialRecursiveMemoryLoss,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.925,0.9541,0.9541,PERTURBATION-STABLE
2,P-N,PartialRecursiveMemoryLoss,0.9942,0.9942,0.0,1.0,0.9942,0.9939,0.0058,0.925,0.9541,0.9486,PERTURBATION-STABLE
4,P-N,PartialRecursiveMemoryLoss,0.9885,0.9885,0.0,1.0,0.9885,0.9879,0.0115,0.925,0.9541,0.9432,PERTURBATION-STABLE
6,P-N,PartialRecursiveMemoryLoss,0.9852,0.9852,0.0,1.0,0.9852,0.9844,0.0148,0.925,0.9541,0.94,PERTURBATION-STABLE
8,P-N,PartialRecursiveMemoryLoss,0.9828,0.9828,0.0,1.0,0.9828,0.9819,0.0172,0.925,0.9541,0.9377,PERTURBATION-STABLE
12,P-N,PartialRecursiveMemoryLoss,0.9795,0.9795,0.0,1.0,0.9795,0.9784,0.0205,0.925,0.9541,0.9346,PERTURBATION-STABLE
16,P-N,PartialRecursiveMemoryLoss,0.9772,0.9772,0.0,1.0,0.9772,0.9759,0.0228,0.925,0.9541,0.9323,PERTURBATION-STABLE
20,P-N,PartialRecursiveMemoryLoss,0.9754,0.9754,0.0,1.0,0.9754,0.974,0.0246,0.925,0.9541,0.9306,PERTURBATION-STABLE
24,P-N,PartialRecursiveMemoryLoss,0.9739,0.9739,0.0,1.0,0.9739,0.9725,0.0261,0.925,0.9541,0.9292,PERTURBATION-STABLE
32,P-N,PartialRecursiveMemoryLoss,0.9716,0.9716,0.0,1.0,0.9716,0.97,0.0284,0.925,0.9541,0.927,PERTURBATION-STABLE
40,P-N,PartialRecursiveMemoryLoss,0.9698,0.9698,0.0,1.0,0.9698,0.9681,0.0302,0.925,0.9541,0.9253,PERTURBATION-STABLE
48,P-N,PartialRecursiveMemoryLoss,0.9683,0.9683,0.0,1.0,0.9683,0.9665,0.0317,0.925,0.9541,0.9238,PERTURBATION-STABLE
64,P-N,PartialRecursiveMemoryLoss,0.966,0.966,0.0,1.0,0.966,0.9641,0.034,0.925,0.9541,0.9216,PERTURBATION-STABLE
80,P-N,PartialRecursiveMemoryLoss,0.9642,0.9642,0.0,1.0,0.9642,0.9622,0.0358,0.925,0.9541,0.9199,PERTURBATION-STABLE
96,P-N,PartialRecursiveMemoryLoss,0.9627,0.9627,0.0,1.0,0.9627,0.9607,0.0373,0.925,0.9541,0.9185,PERTURBATION-STABLE
128,P-N,PartialRecursiveMemoryLoss,0.9604,0.9604,0.0,1.0,0.9604,0.9582,0.0396,0.925,0.9541,0.9163,PERTURBATION-STABLE
160,P-N,PartialRecursiveMemoryLoss,0.9586,0.9586,0.0,1.0,0.9586,0.9564,0.0414,0.925,0.9541,0.9146,PERTURBATION-STABLE
192,P-N,PartialRecursiveMemoryLoss,0.9572,0.9572,0.0,1.0,0.9572,0.9548,0.0428,0.925,0.9541,0.9132,PERTURBATION-STABLE
256,P-N,PartialRecursiveMemoryLoss,0.9549,0.9549,0.0,1.0,0.9549,0.9524,0.0451,0.925,0.9541,0.9111,PERTURBATION-STABLE
320,P-N,PartialRecursiveMemoryLoss,0.9531,0.9531,0.0,1.0,0.9531,0.9505,0.0469,0.925,0.9541,0.9094,PERTURBATION-STABLE
512,P-N,PartialRecursiveMemoryLoss,0.9494,0.9494,0.0,1.0,0.9494,0.9466,0.0506,0.925,0.9541,0.9058,PERTURBATION-STABLE
768,P-N,PartialRecursiveMemoryLoss,0.9462,0.9462,0.0,1.0,0.9462,0.9432,0.0538,0.925,0.9541,0.9028,PERTURBATION-STABLE
1024,P-N,PartialRecursiveMemoryLoss,0.9439,0.9439,0.0,1.0,0.9439,0.9408,0.0561,0.925,0.9541,0.9006,PERTURBATION-STABLE
1536,P-N,PartialRecursiveMemoryLoss,0.9408,0.9408,0.0,1.0,0.9408,0.9375,0.0592,0.925,0.9541,0.8976,PERTURBATION-STABLE
2048,P-N,PartialRecursiveMemoryLoss,0.9385,0.9385,0.0,1.0,0.9385,0.9351,0.0615,0.925,0.9541,0.8954,PERTURBATION-STABLE
3072,P-N,PartialRecursiveMemoryLoss,0.9353,0.9353,0.0,1.0,0.9353,0.9318,0.0647,0.925,0.9541,0.8924,PERTURBATION-STABLE
4096,P-N,PartialRecursiveMemoryLoss,0.9331,0.9331,0.0,1.0,0.9331,0.9294,0.0669,0.925,0.9541,0.8903,PERTURBATION-STABLE
6144,P-N,PartialRecursiveMemoryLoss,0.93,0.93,0.0,1.0,0.93,0.9261,0.07,0.925,0.9541,0.8873,PERTURBATION-STABLE
8192,P-N,PartialRecursiveMemoryLoss,0.9277,0.9277,0.0,1.0,0.9277,0.9237,0.0723,0.925,0.9541,0.8851,PERTURBATION-STABLE
12288,P-N,PartialRecursiveMemoryLoss,0.9246,0.9246,0.0,1.0,0.9246,0.9204,0.0754,0.925,0.9541,0.8821,PERTURBATION-STABLE
16384,P-N,PartialRecursiveMemoryLoss,0.9224,0.9224,0.0,1.0,0.9224,0.9181,0.0776,0.925,0.954,0.88,PERTURBATION-STABLE
24576,P-N,PartialRecursiveMemoryLoss,0.9193,0.9193,0.0,1.0,0.9193,0.9148,0.0807,0.925,0.954,0.877,PERTURBATION-STABLE
32768,P-N,PartialRecursiveMemoryLoss,0.9171,0.9171,0.0,1.0,0.9171,0.9125,0.0829,0.925,0.954,0.8749,PERTURBATION-STABLE
65536,P-N,PartialRecursiveMemoryLoss,0.9118,0.9118,0.0,1.0,0.9118,0.9069,0.0882,0.925,0.9539,0.8697,PERTURBATION-STABLE
131072,P-N,PartialRecursiveMemoryLoss,0.9066,0.9066,0.0,1.0,0.9066,0.9014,0.0934,0.925,0.9536,0.8645,PERTURBATION-STABLE
262144,P-N,PartialRecursiveMemoryLoss,0.9014,0.9014,0.0,1.0,0.9014,0.8959,0.0986,0.925,0.9531,0.8591,PERTURBATION-STABLE
524288,P-N,PartialRecursiveMemoryLoss,0.8962,0.8962,0.0,1.0,0.8962,0.8904,0.1038,0.925,0.9522,0.8533,PERTURBATION-STABLE
1048576,P-N,PartialRecursiveMemoryLoss,0.891,0.891,0.0,1.0,0.891,0.885,0.109,0.925,0.9502,0.8467,PERTURBATION-STABLE
2097152,P-N,PartialRecursiveMemoryLoss,0.8859,0.8859,0.0,1.0,0.8859,0.8795,0.1141,0.925,0.9463,0.8384,PERTURBATION-STABLE
4194304,P-N,PartialRecursiveMemoryLoss,0.8808,0.8808,0.0,1.0,0.8808,0.8741,0.1192,0.925,0.9387,0.8268,PERTURBATION-STABLE
8388608,P-N,PartialRecursiveMemoryLoss,0.8757,0.8757,0.0,1.0,0.8757,0.8686,0.1243,0.925,0.9238,0.809,PERTURBATION-STABLE
16777216,P-N,PartialRecursiveMemoryLoss,0.8707,0.8707,0.0,1.0,0.8707,0.863,0.1293,0.925,0.8954,0.7796,PERTURBATION-STABLE
33554432,P-N,PartialRecursiveMemoryLoss,0.8657,0.8657,0.0,1.0,0.8657,0.8572,0.1343,0.925,0.8435,0.7302,PERTURBATION-STABLE
67108864,P-N,PartialRecursiveMemoryLoss,0.8607,0.8607,0.0,1.0,0.8607,0.8508,0.1393,0.925,0.7559,0.6506,PERTURBATION-STABLE
1,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7889,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
2,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7889,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
4,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7889,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
6,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7889,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
8,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7889,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
12,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7889,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
16,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7889,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
20,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7889,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
24,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7889,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
32,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7889,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
40,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7889,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
48,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.7889,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
64,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.789,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
80,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.789,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
96,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.789,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
128,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.789,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
160,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.789,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
192,P-N,PerturbationRecoveryRegime,0.8,0.8,0.0,1.0,0.8,0.789,0.2,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
256,P-N,PerturbationRecoveryRegime,0.8001,0.8001,0.0,1.0,0.8001,0.789,0.1999,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
320,P-N,PerturbationRecoveryRegime,0.8001,0.8001,0.0,1.0,0.8001,0.789,0.1999,0.92,0.9541,0.7633,PERTURBATION-BOUNDED
512,P-N,PerturbationRecoveryRegime,0.8001,0.8001,0.0,1.0,0.8001,0.789,0.1999,0.92,0.9541,0.7634,PERTURBATION-BOUNDED
768,P-N,PerturbationRecoveryRegime,0.8002,0.8002,0.0,1.0,0.8002,0.7891,0.1998,0.92,0.9541,0.7634,PERTURBATION-BOUNDED
1024,P-N,PerturbationRecoveryRegime,0.8002,0.8002,0.0,1.0,0.8002,0.7892,0.1998,0.92,0.9541,0.7635,PERTURBATION-BOUNDED
1536,P-N,PerturbationRecoveryRegime,0.8003,0.8003,0.0,1.0,0.8003,0.7893,0.1997,0.92,0.9541,0.7636,PERTURBATION-BOUNDED
2048,P-N,PerturbationRecoveryRegime,0.8004,0.8004,0.0,1.0,0.8004,0.7894,0.1996,0.92,0.9541,0.7637,PERTURBATION-BOUNDED
3072,P-N,PerturbationRecoveryRegime,0.8006,0.8006,0.0,1.0,0.8006,0.7896,0.1994,0.92,0.9541,0.7639,PERTURBATION-BOUNDED
4096,P-N,PerturbationRecoveryRegime,0.8008,0.8008,0.0,1.0,0.8008,0.7898,0.1992,0.92,0.9541,0.764,PERTURBATION-BOUNDED
6144,P-N,PerturbationRecoveryRegime,0.8012,0.8012,0.0,1.0,0.8012,0.7902,0.1988,0.92,0.9541,0.7644,PERTURBATION-BOUNDED
8192,P-N,PerturbationRecoveryRegime,0.8016,0.8016,0.0,1.0,0.8016,0.7907,0.1984,0.92,0.9541,0.7648,PERTURBATION-BOUNDED
12288,P-N,PerturbationRecoveryRegime,0.8024,0.8024,0.0,1.0,0.8024,0.7915,0.1976,0.92,0.9541,0.7656,PERTURBATION-BOUNDED
16384,P-N,PerturbationRecoveryRegime,0.8033,0.8033,0.0,1.0,0.8033,0.7924,0.1967,0.92,0.954,0.7663,PERTURBATION-BOUNDED
24576,P-N,PerturbationRecoveryRegime,0.8049,0.8049,0.0,1.0,0.8049,0.7941,0.1951,0.92,0.954,0.7678,PERTURBATION-BOUNDED
32768,P-N,PerturbationRecoveryRegime,0.8064,0.8064,0.0,1.0,0.8064,0.7957,0.1936,0.92,0.954,0.7693,PERTURBATION-BOUNDED
65536,P-N,PerturbationRecoveryRegime,0.8127,0.8127,0.0,1.0,0.8127,0.8023,0.1873,0.92,0.9539,0.7752,PERTURBATION-STABLE
131072,P-N,PerturbationRecoveryRegime,0.8246,0.8246,0.0,1.0,0.8246,0.8149,0.1754,0.92,0.9536,0.7863,PERTURBATION-STABLE
262144,P-N,PerturbationRecoveryRegime,0.8461,0.8461,0.0,1.0,0.8461,0.8376,0.1539,0.92,0.9531,0.8065,PERTURBATION-STABLE
524288,P-N,PerturbationRecoveryRegime,0.8816,0.8816,0.0,1.0,0.8816,0.875,0.1184,0.92,0.9522,0.8394,PERTURBATION-STABLE
1048576,P-N,PerturbationRecoveryRegime,0.9299,0.9299,0.0,1.0,0.9299,0.926,0.0701,0.92,0.9502,0.8836,PERTURBATION-STABLE
2097152,P-N,PerturbationRecoveryRegime,0.9754,0.9754,0.0,1.0,0.9754,0.9741,0.0246,0.92,0.9463,0.9231,PERTURBATION-STABLE
4194304,P-N,PerturbationRecoveryRegime,0.997,0.997,0.0,1.0,0.997,0.9968,0.003,0.92,0.9387,0.9359,PERTURBATION-STABLE
8388608,P-N,PerturbationRecoveryRegime,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.92,0.9238,0.9238,PERTURBATION-STABLE
16777216,P-N,PerturbationRecoveryRegime,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.92,0.8954,0.8954,PERTURBATION-STABLE
33554432,P-N,PerturbationRecoveryRegime,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.92,0.8435,0.8435,PERTURBATION-STABLE
67108864,P-N,PerturbationRecoveryRegime,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.92,0.7559,0.7559,PERTURBATION-STABLE
1,P-N,NullRandomRecursionControl,0.0524,0.0524,1.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
2,P-N,NullRandomRecursionControl,0.0524,0.0524,2.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
4,P-N,NullRandomRecursionControl,0.0524,0.0524,4.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
6,P-N,NullRandomRecursionControl,0.0524,0.0524,6.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
8,P-N,NullRandomRecursionControl,0.0524,0.0524,8.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
12,P-N,NullRandomRecursionControl,0.0524,0.0524,12.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
16,P-N,NullRandomRecursionControl,0.0524,0.0524,16.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
20,P-N,NullRandomRecursionControl,0.0524,0.0524,20.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
24,P-N,NullRandomRecursionControl,0.0524,0.0524,24.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
32,P-N,NullRandomRecursionControl,0.0524,0.0524,32.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
40,P-N,NullRandomRecursionControl,0.0524,0.0524,40.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
48,P-N,NullRandomRecursionControl,0.0524,0.0524,48.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
64,P-N,NullRandomRecursionControl,0.0524,0.0524,64.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
80,P-N,NullRandomRecursionControl,0.0524,0.0524,80.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
96,P-N,NullRandomRecursionControl,0.0524,0.0524,96.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
128,P-N,NullRandomRecursionControl,0.0524,0.0524,128.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
160,P-N,NullRandomRecursionControl,0.0524,0.0524,160.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
192,P-N,NullRandomRecursionControl,0.0524,0.0524,192.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
256,P-N,NullRandomRecursionControl,0.0524,0.0524,256.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
320,P-N,NullRandomRecursionControl,0.0524,0.0524,320.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
512,P-N,NullRandomRecursionControl,0.0524,0.0524,512.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
768,P-N,NullRandomRecursionControl,0.0524,0.0524,768.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
1024,P-N,NullRandomRecursionControl,0.0524,0.0524,1024.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
1536,P-N,NullRandomRecursionControl,0.0524,0.0524,1536.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
2048,P-N,NullRandomRecursionControl,0.0524,0.0524,2048.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
3072,P-N,NullRandomRecursionControl,0.0524,0.0524,3072.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
4096,P-N,NullRandomRecursionControl,0.0524,0.0524,4096.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
6144,P-N,NullRandomRecursionControl,0.0524,0.0524,6144.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
8192,P-N,NullRandomRecursionControl,0.0524,0.0524,8192.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
12288,P-N,NullRandomRecursionControl,0.0524,0.0524,12288.0,1.0,0.0524,0.0,0.9476,0.0,0.9541,0.05,PERTURBATION-FAILED
16384,P-N,NullRandomRecursionControl,0.0524,0.0524,16384.0,1.0,0.0524,0.0,0.9476,0.0,0.954,0.05,PERTURBATION-FAILED
24576,P-N,NullRandomRecursionControl,0.0524,0.0524,24576.0,1.0,0.0524,0.0,0.9476,0.0,0.954,0.05,PERTURBATION-FAILED
32768,P-N,NullRandomRecursionControl,0.0524,0.0524,32768.0,1.0,0.0524,0.0,0.9476,0.0,0.954,0.05,PERTURBATION-FAILED
65536,P-N,NullRandomRecursionControl,0.0524,0.0524,65536.0,1.0,0.0524,0.0,0.9476,0.0,0.9539,0.05,PERTURBATION-FAILED
131072,P-N,NullRandomRecursionControl,0.0524,0.0524,131072.0,1.0,0.0524,0.0,0.9476,0.0,0.9536,0.05,PERTURBATION-FAILED
262144,P-N,NullRandomRecursionControl,0.0525,0.0525,262144.0,1.0,0.0525,0.0,0.9475,0.0,0.9531,0.05,PERTURBATION-FAILED
524288,P-N,NullRandomRecursionControl,0.0525,0.0525,524288.0,1.0,0.0525,0.0,0.9475,0.0,0.9522,0.05,PERTURBATION-FAILED
1048576,P-N,NullRandomRecursionControl,0.0526,0.0526,1048576.0,1.0,0.0526,0.0,0.9474,0.0,0.9502,0.05,PERTURBATION-FAILED
2097152,P-N,NullRandomRecursionControl,0.0528,0.0528,2097152.0,1.0,0.0528,0.0,0.9472,0.0,0.9463,0.05,PERTURBATION-FAILED
4194304,P-N,NullRandomRecursionControl,0.0533,0.0533,4194304.0,1.0,0.0533,0.0,0.9467,0.0,0.9387,0.05,PERTURBATION-FAILED
8388608,P-N,NullRandomRecursionControl,0.0541,0.0541,8388608.0,1.0,0.0541,0.0,0.9459,0.0,0.9238,0.05,PERTURBATION-FAILED
16777216,P-N,NullRandomRecursionControl,0.0558,0.0558,16777216.0,1.0,0.0558,0.0,0.9442,0.0,0.8954,0.05,PERTURBATION-FAILED
33554432,P-N,NullRandomRecursionControl,0.0593,0.0593,33554432.0,1.0,0.0593,0.0,0.9407,0.0,0.8435,0.05,PERTURBATION-FAILED
67108864,P-N,NullRandomRecursionControl,0.0661,0.0661,67108864.0,1.0,0.0661,0.0,0.9339,0.0,0.7559,0.05,PERTURBATION-FAILED
1,Antisymmetry,BaselineCleanRecursion,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9535,0.9535,PERTURBATION-STABLE
2,Antisymmetry,BaselineCleanRecursion,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9535,0.9535,PERTURBATION-STABLE
4,Antisymmetry,BaselineCleanRecursion,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9535,0.9535,PERTURBATION-STABLE
6,Antisymmetry,BaselineCleanRecursion,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9535,0.9535,PERTURBATION-STABLE
8,Antisymmetry,BaselineCleanRecursion,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9535,0.9535,PERTURBATION-STABLE
12,Antisymmetry,BaselineCleanRecursion,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9535,0.9535,PERTURBATION-STABLE
16,Antisymmetry,BaselineCleanRecursion,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9535,0.9535,PERTURBATION-STABLE
