depth,sector,condition,rg_similarity,wave_coherence,interference_stability,standing_mode_persistence,oscillatory_transport_alignment,recursive_mode_synchronization,interference_gain,classification
131072,P-N,NullWaveControl,0.7476,0.701,0.7058,0.6836,0.6633,0.6407,0.6782,WAVE-PARTIAL
262144,P-N,NullWaveControl,0.7269,0.7015,0.6728,0.6766,0.6777,0.6506,0.6918,WAVE-PARTIAL
524288,P-N,NullWaveControl,0.7369,0.6964,0.6611,0.6686,0.6732,0.64,0.6794,WAVE-DEGRADING
1048576,P-N,NullWaveControl,0.7025,0.6578,0.6682,0.6305,0.6402,0.6221,0.6317,WAVE-DEGRADING
2097152,P-N,NullWaveControl,0.6727,0.6306,0.6309,0.5915,0.6051,0.5902,0.6183,WAVE-DEGRADING
4194304,P-N,NullWaveControl,0.6023,0.5538,0.5516,0.5546,0.5327,0.5404,0.5439,WAVE-DEGRADING
1,A-N,WaveModeExtraction,0.9509,0.9414,0.8896,0.9039,0.8866,0.8578,0.8868,WAVE-STABLE
2,A-N,WaveModeExtraction,0.9316,0.9201,0.9095,0.9127,0.9137,0.8546,0.8845,WAVE-STABLE
4,A-N,WaveModeExtraction,0.9545,0.9386,0.8878,0.8796,0.8823,0.8471,0.8788,WAVE-STABLE
6,A-N,WaveModeExtraction,0.9517,0.9166,0.8913,0.9009,0.8828,0.8494,0.9007,WAVE-STABLE
8,A-N,WaveModeExtraction,0.9467,0.9258,0.8939,0.8816,0.9092,0.8485,0.8928,WAVE-STABLE
12,A-N,WaveModeExtraction,0.9477,0.9226,0.9023,0.9118,0.8938,0.858,0.9046,WAVE-STABLE
16,A-N,WaveModeExtraction,0.96,0.9422,0.8821,0.8938,0.8797,0.8733,0.8826,WAVE-STABLE
20,A-N,WaveModeExtraction,0.9572,0.9413,0.8951,0.9045,0.8834,0.8677,0.8789,WAVE-STABLE
24,A-N,WaveModeExtraction,0.9337,0.9201,0.8795,0.8917,0.8945,0.8854,0.869,WAVE-STABLE
32,A-N,WaveModeExtraction,0.925,0.9382,0.9072,0.9141,0.9142,0.8763,0.8859,WAVE-STABLE
40,A-N,WaveModeExtraction,0.9219,0.9455,0.8997,0.8896,0.9096,0.864,0.8962,WAVE-STABLE
48,A-N,WaveModeExtraction,0.9389,0.9413,0.8843,0.886,0.9061,0.8573,0.8965,WAVE-STABLE
64,A-N,WaveModeExtraction,0.958,0.9427,0.8982,0.8977,0.8949,0.8557,0.8737,WAVE-STABLE
80,A-N,WaveModeExtraction,0.9305,0.9151,0.9026,0.9145,0.8866,0.8718,0.8784,WAVE-STABLE
96,A-N,WaveModeExtraction,0.96,0.9177,0.9126,0.8832,0.9056,0.8821,0.8986,WAVE-STABLE
128,A-N,WaveModeExtraction,0.9326,0.9325,0.9085,0.8819,0.9013,0.8749,0.8937,WAVE-STABLE
160,A-N,WaveModeExtraction,0.939,0.9197,0.8947,0.8794,0.8999,0.8755,0.8754,WAVE-STABLE
192,A-N,WaveModeExtraction,0.957,0.9181,0.8962,0.882,0.8797,0.8632,0.8791,WAVE-STABLE
256,A-N,WaveModeExtraction,0.9445,0.9158,0.9132,0.9102,0.9071,0.8587,0.875,WAVE-STABLE
320,A-N,WaveModeExtraction,0.9395,0.9154,0.8858,0.8999,0.9087,0.8497,0.8676,WAVE-STABLE
512,A-N,WaveModeExtraction,0.9507,0.9261,0.8769,0.8772,0.909,0.8539,0.8843,WAVE-STABLE
768,A-N,WaveModeExtraction,0.9575,0.9374,0.903,0.9097,0.8987,0.8612,0.8671,WAVE-STABLE
1024,A-N,WaveModeExtraction,0.9235,0.9436,0.8886,0.8914,0.9018,0.8602,0.8812,WAVE-STABLE
1536,A-N,WaveModeExtraction,0.9536,0.937,0.8967,0.9005,0.8931,0.8563,0.8969,WAVE-STABLE
2048,A-N,WaveModeExtraction,0.9448,0.9276,0.8892,0.9009,0.8815,0.8605,0.8804,WAVE-STABLE
3072,A-N,WaveModeExtraction,0.9453,0.9451,0.9042,0.8758,0.9085,0.8812,0.8948,WAVE-STABLE
4096,A-N,WaveModeExtraction,0.9365,0.9152,0.8786,0.8837,0.8904,0.8513,0.9052,WAVE-STABLE
6144,A-N,WaveModeExtraction,0.96,0.9139,0.8804,0.9086,0.8907,0.8573,0.8731,WAVE-STABLE
8192,A-N,WaveModeExtraction,0.9234,0.9207,0.9025,0.8969,0.8972,0.8709,0.9034,WAVE-STABLE
12288,A-N,WaveModeExtraction,0.9301,0.9216,0.8876,0.9016,0.8955,0.8452,0.872,WAVE-STABLE
16384,A-N,WaveModeExtraction,0.9417,0.9123,0.8912,0.882,0.8929,0.86,0.875,WAVE-STABLE
24576,A-N,WaveModeExtraction,0.9254,0.908,0.8996,0.885,0.8903,0.8444,0.8938,WAVE-STABLE
32768,A-N,WaveModeExtraction,0.954,0.9403,0.9037,0.909,0.8966,0.877,0.8705,WAVE-STABLE
65536,A-N,WaveModeExtraction,0.9245,0.9348,0.8801,0.8796,0.8734,0.8778,0.8862,WAVE-STABLE
131072,A-N,WaveModeExtraction,0.9341,0.9043,0.8703,0.8797,0.8889,0.8496,0.8621,WAVE-STABLE
262144,A-N,WaveModeExtraction,0.9209,0.9144,0.8702,0.8814,0.8879,0.8629,0.882,WAVE-STABLE
524288,A-N,WaveModeExtraction,0.9245,0.8775,0.874,0.8565,0.8603,0.8451,0.8753,WAVE-BOUNDED
1048576,A-N,WaveModeExtraction,0.8913,0.8544,0.8326,0.852,0.8558,0.7977,0.8449,WAVE-BOUNDED
2097152,A-N,WaveModeExtraction,0.8325,0.8184,0.7975,0.7962,0.7987,0.76,0.7826,WAVE-BOUNDED
4194304,A-N,WaveModeExtraction,0.7453,0.7415,0.719,0.7219,0.7091,0.6887,0.6921,WAVE-PARTIAL
1,A-N,RecursiveInterferenceCoherence,0.931,0.9101,0.94,0.8825,0.8865,0.9035,0.8796,WAVE-STABLE
2,A-N,RecursiveInterferenceCoherence,0.9429,0.895,0.9089,0.8663,0.8574,0.8922,0.8896,WAVE-BOUNDED
4,A-N,RecursiveInterferenceCoherence,0.96,0.9041,0.9269,0.8836,0.8734,0.869,0.8933,WAVE-STABLE
6,A-N,RecursiveInterferenceCoherence,0.9526,0.8977,0.9286,0.8894,0.8822,0.9053,0.8974,WAVE-BOUNDED
8,A-N,RecursiveInterferenceCoherence,0.9326,0.8964,0.9184,0.8844,0.8844,0.8679,0.9105,WAVE-BOUNDED
12,A-N,RecursiveInterferenceCoherence,0.9551,0.8959,0.94,0.8865,0.8682,0.8782,0.9046,WAVE-BOUNDED
16,A-N,RecursiveInterferenceCoherence,0.96,0.9089,0.9146,0.8833,0.8881,0.8825,0.9134,WAVE-STABLE
20,A-N,RecursiveInterferenceCoherence,0.9351,0.9174,0.9251,0.9051,0.8945,0.8674,0.8969,WAVE-STABLE
24,A-N,RecursiveInterferenceCoherence,0.9373,0.9068,0.933,0.9017,0.8789,0.8924,0.906,WAVE-STABLE
32,A-N,RecursiveInterferenceCoherence,0.96,0.8978,0.9321,0.8786,0.8776,0.8961,0.8919,WAVE-BOUNDED
40,A-N,RecursiveInterferenceCoherence,0.9459,0.9155,0.9087,0.8783,0.8624,0.8679,0.8785,WAVE-STABLE
48,A-N,RecursiveInterferenceCoherence,0.9503,0.8879,0.91,0.8724,0.8688,0.895,0.9091,WAVE-BOUNDED
64,A-N,RecursiveInterferenceCoherence,0.9293,0.9237,0.9255,0.8898,0.8559,0.9023,0.9002,WAVE-STABLE
80,A-N,RecursiveInterferenceCoherence,0.96,0.8957,0.94,0.8686,0.8722,0.8981,0.9037,WAVE-BOUNDED
96,A-N,RecursiveInterferenceCoherence,0.9554,0.9012,0.9341,0.8667,0.8797,0.8833,0.9118,WAVE-STABLE
128,A-N,RecursiveInterferenceCoherence,0.9364,0.8904,0.9133,0.8899,0.8858,0.8714,0.8768,WAVE-BOUNDED
160,A-N,RecursiveInterferenceCoherence,0.96,0.8945,0.9354,0.8847,0.8718,0.8841,0.897,WAVE-BOUNDED
192,A-N,RecursiveInterferenceCoherence,0.96,0.8984,0.9105,0.8657,0.893,0.8706,0.9033,WAVE-BOUNDED
256,A-N,RecursiveInterferenceCoherence,0.96,0.8864,0.916,0.8672,0.8575,0.8764,0.8869,WAVE-BOUNDED
320,A-N,RecursiveInterferenceCoherence,0.9552,0.9002,0.9266,0.8869,0.8924,0.8778,0.9103,WAVE-STABLE
512,A-N,RecursiveInterferenceCoherence,0.96,0.8869,0.94,0.8778,0.8852,0.9048,0.8778,WAVE-BOUNDED
768,A-N,RecursiveInterferenceCoherence,0.9555,0.9165,0.9099,0.8833,0.8557,0.872,0.9147,WAVE-STABLE
1024,A-N,RecursiveInterferenceCoherence,0.9439,0.9205,0.9097,0.9027,0.8633,0.8924,0.9109,WAVE-STABLE
1536,A-N,RecursiveInterferenceCoherence,0.9338,0.9162,0.94,0.9052,0.8795,0.873,0.8861,WAVE-STABLE
2048,A-N,RecursiveInterferenceCoherence,0.9569,0.8969,0.938,0.8955,0.8709,0.8898,0.8898,WAVE-BOUNDED
3072,A-N,RecursiveInterferenceCoherence,0.96,0.904,0.9159,0.8749,0.8638,0.9042,0.8994,WAVE-STABLE
4096,A-N,RecursiveInterferenceCoherence,0.96,0.8996,0.9275,0.88,0.8815,0.8894,0.9084,WAVE-BOUNDED
6144,A-N,RecursiveInterferenceCoherence,0.9357,0.9141,0.928,0.8959,0.893,0.8692,0.8863,WAVE-STABLE
8192,A-N,RecursiveInterferenceCoherence,0.9548,0.8962,0.9364,0.8965,0.8762,0.8983,0.8914,WAVE-BOUNDED
12288,A-N,RecursiveInterferenceCoherence,0.9318,0.8873,0.9354,0.8803,0.8714,0.886,0.8922,WAVE-BOUNDED
16384,A-N,RecursiveInterferenceCoherence,0.9495,0.9062,0.9053,0.867,0.8881,0.8928,0.8955,WAVE-STABLE
24576,A-N,RecursiveInterferenceCoherence,0.9501,0.9225,0.9044,0.8926,0.864,0.9036,0.8822,WAVE-STABLE
32768,A-N,RecursiveInterferenceCoherence,0.9428,0.898,0.9366,0.8926,0.859,0.8701,0.8851,WAVE-BOUNDED
65536,A-N,RecursiveInterferenceCoherence,0.9479,0.8868,0.9056,0.8659,0.8877,0.9019,0.8757,WAVE-BOUNDED
131072,A-N,RecursiveInterferenceCoherence,0.9273,0.9054,0.9014,0.8818,0.8615,0.8697,0.8904,WAVE-STABLE
262144,A-N,RecursiveInterferenceCoherence,0.9432,0.9098,0.9143,0.8855,0.8753,0.8854,0.884,WAVE-STABLE
524288,A-N,RecursiveInterferenceCoherence,0.9331,0.8869,0.9028,0.8518,0.8425,0.839,0.8757,WAVE-BOUNDED
1048576,A-N,RecursiveInterferenceCoherence,0.8707,0.8674,0.8836,0.8408,0.8247,0.834,0.8355,WAVE-BOUNDED
2097152,A-N,RecursiveInterferenceCoherence,0.8505,0.8088,0.806,0.7993,0.7835,0.7911,0.7758,WAVE-BOUNDED
4194304,A-N,RecursiveInterferenceCoherence,0.7572,0.708,0.7346,0.7072,0.6984,0.7171,0.7113,WAVE-PARTIAL
1,A-N,StandingModePersistence,0.931,0.9228,0.8817,0.8963,0.8614,0.8792,0.9049,WAVE-STABLE
2,A-N,StandingModePersistence,0.9591,0.9043,0.9035,0.926,0.8702,0.8623,0.8735,WAVE-STABLE
4,A-N,StandingModePersistence,0.9239,0.9243,0.8997,0.9176,0.8831,0.8563,0.9035,WAVE-STABLE
6,A-N,StandingModePersistence,0.9515,0.928,0.9068,0.8985,0.8648,0.886,0.889,WAVE-STABLE
8,A-N,StandingModePersistence,0.9552,0.9243,0.899,0.9044,0.8581,0.8863,0.8956,WAVE-STABLE
12,A-N,StandingModePersistence,0.9231,0.9342,0.8902,0.9241,0.8789,0.8717,0.8999,WAVE-STABLE
16,A-N,StandingModePersistence,0.9444,0.9141,0.9123,0.93,0.8887,0.8728,0.884,WAVE-STABLE
20,A-N,StandingModePersistence,0.9588,0.8968,0.9102,0.8993,0.8873,0.8642,0.8762,WAVE-BOUNDED
24,A-N,StandingModePersistence,0.9307,0.9097,0.8846,0.9062,0.887,0.893,0.8866,WAVE-STABLE
32,A-N,StandingModePersistence,0.9518,0.9308,0.8797,0.918,0.888,0.8649,0.877,WAVE-STABLE
40,A-N,StandingModePersistence,0.9506,0.9205,0.879,0.9088,0.8639,0.8658,0.8839,WAVE-STABLE
48,A-N,StandingModePersistence,0.9495,0.9043,0.8941,0.9002,0.8592,0.8684,0.8824,WAVE-STABLE
64,A-N,StandingModePersistence,0.923,0.9148,0.9008,0.9247,0.8715,0.8819,0.8943,WAVE-STABLE
80,A-N,StandingModePersistence,0.9552,0.9356,0.9129,0.9184,0.8884,0.8717,0.8737,WAVE-STABLE
96,A-N,StandingModePersistence,0.9322,0.9129,0.8917,0.9132,0.8655,0.8937,0.8763,WAVE-STABLE
128,A-N,StandingModePersistence,0.9575,0.9037,0.8975,0.9148,0.8779,0.8709,0.8949,WAVE-STABLE
160,A-N,StandingModePersistence,0.9219,0.9024,0.9109,0.9035,0.8853,0.8674,0.888,WAVE-STABLE
192,A-N,StandingModePersistence,0.94,0.9338,0.8966,0.9291,0.8578,0.8818,0.8961,WAVE-STABLE
256,A-N,StandingModePersistence,0.9423,0.9136,0.9099,0.9054,0.8679,0.8704,0.8658,WAVE-STABLE
320,A-N,StandingModePersistence,0.9495,0.9099,0.8962,0.8992,0.8603,0.8767,0.8966,WAVE-STABLE
512,A-N,StandingModePersistence,0.9343,0.9354,0.883,0.9029,0.8831,0.8869,0.8864,WAVE-STABLE
768,A-N,StandingModePersistence,0.9233,0.9268,0.9155,0.93,0.8776,0.8783,0.8825,WAVE-STABLE
1024,A-N,StandingModePersistence,0.9447,0.9262,0.8866,0.896,0.8728,0.8569,0.8775,WAVE-STABLE
1536,A-N,StandingModePersistence,0.9584,0.8956,0.8819,0.9122,0.8632,0.8575,0.9005,WAVE-BOUNDED
2048,A-N,StandingModePersistence,0.9507,0.9237,0.8761,0.8967,0.8865,0.8645,0.9046,WAVE-STABLE
3072,A-N,StandingModePersistence,0.9579,0.9224,0.8786,0.9291,0.8756,0.8716,0.8962,WAVE-STABLE
4096,A-N,StandingModePersistence,0.9381,0.8967,0.8967,0.9111,0.8888,0.8621,0.9029,WAVE-BOUNDED
6144,A-N,StandingModePersistence,0.9339,0.9271,0.9012,0.9175,0.8574,0.8558,0.8836,WAVE-STABLE
8192,A-N,StandingModePersistence,0.9363,0.9055,0.9142,0.9176,0.8887,0.8916,0.8902,WAVE-STABLE
12288,A-N,StandingModePersistence,0.9539,0.9117,0.9064,0.9046,0.8742,0.8551,0.9041,WAVE-STABLE
16384,A-N,StandingModePersistence,0.9482,0.8975,0.9043,0.93,0.8801,0.8612,0.8697,WAVE-BOUNDED
24576,A-N,StandingModePersistence,0.9439,0.9211,0.8947,0.9009,0.8901,0.871,0.8932,WAVE-STABLE
32768,A-N,StandingModePersistence,0.9296,0.9317,0.8849,0.919,0.8751,0.8728,0.8658,WAVE-STABLE
65536,A-N,StandingModePersistence,0.9322,0.9312,0.8874,0.8928,0.8898,0.8597,0.8935,WAVE-STABLE
131072,A-N,StandingModePersistence,0.9395,0.9046,0.9012,0.906,0.8688,0.8819,0.8726,WAVE-STABLE
262144,A-N,StandingModePersistence,0.9462,0.9152,0.8912,0.9202,0.8798,0.8648,0.8538,WAVE-STABLE
524288,A-N,StandingModePersistence,0.8958,0.8975,0.8526,0.8679,0.8661,0.852,0.8696,WAVE-BOUNDED
1048576,A-N,StandingModePersistence,0.8823,0.8519,0.8321,0.8462,0.8348,0.8146,0.8435,WAVE-BOUNDED
2097152,A-N,StandingModePersistence,0.8166,0.8196,0.8055,0.7952,0.7662,0.7752,0.7968,WAVE-BOUNDED
4194304,A-N,StandingModePersistence,0.7397,0.7131,0.7053,0.7192,0.6884,0.6987,0.6997,WAVE-PARTIAL
1,A-N,OscillatoryTransportStability,0.9483,0.896,0.8983,0.8735,0.92,0.8633,0.8997,WAVE-BOUNDED
2,A-N,OscillatoryTransportStability,0.9259,0.9038,0.8942,0.8881,0.9036,0.8749,0.9002,WAVE-STABLE
4,A-N,OscillatoryTransportStability,0.9214,0.9197,0.8987,0.8713,0.92,0.8797,0.8768,WAVE-STABLE
6,A-N,OscillatoryTransportStability,0.9335,0.9019,0.9237,0.9032,0.915,0.863,0.9118,WAVE-STABLE
8,A-N,OscillatoryTransportStability,0.937,0.9093,0.8973,0.8899,0.9188,0.8523,0.8778,WAVE-STABLE
12,A-N,OscillatoryTransportStability,0.9249,0.9012,0.9198,0.8943,0.9036,0.8839,0.9107,WAVE-STABLE
16,A-N,OscillatoryTransportStability,0.9215,0.9169,0.9164,0.8712,0.9163,0.8775,0.8794,WAVE-STABLE
20,A-N,OscillatoryTransportStability,0.956,0.8977,0.9174,0.8987,0.89,0.8624,0.9132,WAVE-BOUNDED
24,A-N,OscillatoryTransportStability,0.9568,0.8987,0.8954,0.9031,0.9164,0.8719,0.8869,WAVE-BOUNDED
32,A-N,OscillatoryTransportStability,0.9293,0.9299,0.9105,0.8794,0.9145,0.8599,0.9023,WAVE-STABLE
40,A-N,OscillatoryTransportStability,0.9554,0.901,0.9176,0.8763,0.9063,0.8779,0.9033,WAVE-STABLE
48,A-N,OscillatoryTransportStability,0.9182,0.9214,0.8916,0.876,0.92,0.8518,0.8967,WAVE-STABLE
64,A-N,OscillatoryTransportStability,0.9549,0.8998,0.8995,0.8703,0.92,0.8604,0.9089,WAVE-BOUNDED
80,A-N,OscillatoryTransportStability,0.9367,0.9019,0.9013,0.8878,0.8991,0.8601,0.8864,WAVE-STABLE
96,A-N,OscillatoryTransportStability,0.9545,0.9142,0.8918,0.8661,0.92,0.8765,0.9099,WAVE-STABLE
128,A-N,OscillatoryTransportStability,0.9246,0.9276,0.9241,0.8911,0.92,0.8548,0.9001,WAVE-STABLE
160,A-N,OscillatoryTransportStability,0.9476,0.9111,0.9014,0.8765,0.8861,0.8829,0.9091,WAVE-STABLE
192,A-N,OscillatoryTransportStability,0.9382,0.9129,0.9008,0.8697,0.9118,0.8779,0.8921,WAVE-STABLE
256,A-N,OscillatoryTransportStability,0.9393,0.917,0.899,0.8924,0.92,0.8753,0.8932,WAVE-STABLE
320,A-N,OscillatoryTransportStability,0.9495,0.9077,0.9059,0.8996,0.8934,0.8563,0.8991,WAVE-STABLE
512,A-N,OscillatoryTransportStability,0.9266,0.9195,0.9224,0.8822,0.9031,0.8765,0.9078,WAVE-STABLE
768,A-N,OscillatoryTransportStability,0.9433,0.9065,0.9012,0.8736,0.9114,0.8775,0.8928,WAVE-STABLE
1024,A-N,OscillatoryTransportStability,0.9455,0.9131,0.9112,0.8862,0.9091,0.8643,0.9057,WAVE-STABLE
1536,A-N,OscillatoryTransportStability,0.9263,0.9249,0.924,0.8724,0.9199,0.856,0.906,WAVE-STABLE
2048,A-N,OscillatoryTransportStability,0.941,0.9205,0.898,0.9046,0.9157,0.8473,0.8992,WAVE-STABLE
3072,A-N,OscillatoryTransportStability,0.9377,0.9072,0.9052,0.8666,0.9032,0.8726,0.8788,WAVE-STABLE
4096,A-N,OscillatoryTransportStability,0.9413,0.9167,0.9116,0.899,0.9119,0.8518,0.883,WAVE-STABLE
6144,A-N,OscillatoryTransportStability,0.9177,0.9046,0.9233,0.8818,0.9009,0.8851,0.8807,WAVE-STABLE
8192,A-N,OscillatoryTransportStability,0.9477,0.9099,0.8984,0.8761,0.9163,0.854,0.9076,WAVE-STABLE
12288,A-N,OscillatoryTransportStability,0.9245,0.9069,0.911,0.8994,0.916,0.8785,0.9086,WAVE-STABLE
16384,A-N,OscillatoryTransportStability,0.9261,0.9095,0.9001,0.8846,0.9106,0.8633,0.9008,WAVE-STABLE
24576,A-N,OscillatoryTransportStability,0.9185,0.9244,0.8985,0.8804,0.9162,0.8828,0.9007,WAVE-STABLE
32768,A-N,OscillatoryTransportStability,0.9189,0.9057,0.9163,0.8738,0.8854,0.868,0.9136,WAVE-STABLE
65536,A-N,OscillatoryTransportStability,0.9344,0.8984,0.8916,0.8878,0.9092,0.8798,0.8845,WAVE-BOUNDED
131072,A-N,OscillatoryTransportStability,0.948,0.9066,0.9071,0.8629,0.8818,0.8516,0.892,WAVE-STABLE
262144,A-N,OscillatoryTransportStability,0.9191,0.8937,0.88,0.8653,0.8804,0.8515,0.8813,WAVE-BOUNDED
524288,A-N,OscillatoryTransportStability,0.9122,0.889,0.8659,0.8385,0.8866,0.8528,0.8863,WAVE-BOUNDED
1048576,A-N,OscillatoryTransportStability,0.8693,0.8508,0.8573,0.8285,0.8641,0.8049,0.8587,WAVE-BOUNDED
2097152,A-N,OscillatoryTransportStability,0.8176,0.7993,0.8128,0.7806,0.81,0.7654,0.78,WAVE-PARTIAL
4194304,A-N,OscillatoryTransportStability,0.7477,0.7107,0.7151,0.7141,0.7263,0.6799,0.7024,WAVE-PARTIAL
1,A-N,ConstructiveDestructiveInteraction,0.9275,0.9113,0.9075,0.8664,0.9015,0.8856,0.9213,WAVE-STABLE
2,A-N,ConstructiveDestructiveInteraction,0.9172,0.892,0.9228,0.8906,0.8981,0.8663,0.9093,WAVE-BOUNDED
4,A-N,ConstructiveDestructiveInteraction,0.9202,0.9144,0.9117,0.9029,0.8821,0.8549,0.9067,WAVE-STABLE
6,A-N,ConstructiveDestructiveInteraction,0.9564,0.9232,0.9012,0.8798,0.8925,0.8717,0.9057,WAVE-STABLE
8,A-N,ConstructiveDestructiveInteraction,0.9323,0.9226,0.9022,0.876,0.9009,0.8469,0.9278,WAVE-STABLE
12,A-N,ConstructiveDestructiveInteraction,0.9209,0.8982,0.902,0.8727,0.8986,0.8767,0.9213,WAVE-BOUNDED
16,A-N,ConstructiveDestructiveInteraction,0.9478,0.8938,0.8982,0.8731,0.8712,0.8729,0.9212,WAVE-BOUNDED
20,A-N,ConstructiveDestructiveInteraction,0.9185,0.9127,0.9141,0.8993,0.8753,0.8674,0.9004,WAVE-STABLE
24,A-N,ConstructiveDestructiveInteraction,0.9515,0.8992,0.8971,0.881,0.8902,0.871,0.896,WAVE-BOUNDED
32,A-N,ConstructiveDestructiveInteraction,0.9351,0.894,0.9044,0.8719,0.9009,0.8626,0.9107,WAVE-BOUNDED
40,A-N,ConstructiveDestructiveInteraction,0.9384,0.9229,0.9086,0.8928,0.8914,0.8732,0.9244,WAVE-STABLE
48,A-N,ConstructiveDestructiveInteraction,0.9562,0.8867,0.9259,0.8689,0.8693,0.8476,0.9191,WAVE-BOUNDED
64,A-N,ConstructiveDestructiveInteraction,0.9546,0.898,0.9229,0.8776,0.8843,0.8622,0.9012,WAVE-BOUNDED
80,A-N,ConstructiveDestructiveInteraction,0.9185,0.9181,0.9305,0.8776,0.8766,0.8573,0.9258,WAVE-STABLE
96,A-N,ConstructiveDestructiveInteraction,0.9395,0.8905,0.9053,0.8724,0.8805,0.8772,0.9041,WAVE-BOUNDED
128,A-N,ConstructiveDestructiveInteraction,0.9385,0.9166,0.9107,0.882,0.8782,0.8673,0.9143,WAVE-STABLE
160,A-N,ConstructiveDestructiveInteraction,0.9257,0.8936,0.9008,0.8983,0.8827,0.8844,0.9091,WAVE-BOUNDED
192,A-N,ConstructiveDestructiveInteraction,0.9288,0.9059,0.9214,0.8936,0.8825,0.8824,0.9178,WAVE-STABLE
256,A-N,ConstructiveDestructiveInteraction,0.9185,0.9167,0.9098,0.9014,0.8968,0.8728,0.9108,WAVE-STABLE
320,A-N,ConstructiveDestructiveInteraction,0.9467,0.8871,0.9203,0.902,0.8843,0.8619,0.9231,WAVE-BOUNDED
512,A-N,ConstructiveDestructiveInteraction,0.9266,0.8881,0.9253,0.8838,0.8863,0.8667,0.899,WAVE-BOUNDED
768,A-N,ConstructiveDestructiveInteraction,0.9224,0.9127,0.918,0.8926,0.8685,0.8465,0.9147,WAVE-STABLE
1024,A-N,ConstructiveDestructiveInteraction,0.9509,0.9026,0.9113,0.8833,0.9012,0.8632,0.9277,WAVE-STABLE
1536,A-N,ConstructiveDestructiveInteraction,0.9317,0.9095,0.9126,0.8797,0.8988,0.8763,0.9181,WAVE-STABLE
2048,A-N,ConstructiveDestructiveInteraction,0.9407,0.9195,0.9187,0.8883,0.8685,0.8825,0.9299,WAVE-STABLE
3072,A-N,ConstructiveDestructiveInteraction,0.9414,0.8948,0.9204,0.8997,0.8952,0.8535,0.8961,WAVE-BOUNDED
4096,A-N,ConstructiveDestructiveInteraction,0.9445,0.8914,0.9023,0.8722,0.8861,0.8478,0.9114,WAVE-BOUNDED
6144,A-N,ConstructiveDestructiveInteraction,0.9278,0.8921,0.9089,0.8963,0.8699,0.8814,0.912,WAVE-BOUNDED
8192,A-N,ConstructiveDestructiveInteraction,0.9315,0.9134,0.9022,0.8862,0.8733,0.8495,0.9249,WAVE-STABLE
12288,A-N,ConstructiveDestructiveInteraction,0.9533,0.9075,0.9205,0.8774,0.8805,0.8481,0.9161,WAVE-STABLE
16384,A-N,ConstructiveDestructiveInteraction,0.9363,0.9129,0.9334,0.8732,0.9039,0.8803,0.8981,WAVE-STABLE
24576,A-N,ConstructiveDestructiveInteraction,0.9411,0.9063,0.9287,0.8788,0.8924,0.8655,0.93,WAVE-STABLE
32768,A-N,ConstructiveDestructiveInteraction,0.9276,0.8863,0.9244,0.8771,0.8919,0.8525,0.9127,WAVE-BOUNDED
65536,A-N,ConstructiveDestructiveInteraction,0.9274,0.9036,0.9186,0.8931,0.8686,0.8486,0.9208,WAVE-STABLE
131072,A-N,ConstructiveDestructiveInteraction,0.9404,0.888,0.9103,0.8926,0.8959,0.8773,0.8884,WAVE-BOUNDED
262144,A-N,ConstructiveDestructiveInteraction,0.9405,0.8988,0.9084,0.8701,0.8776,0.8525,0.9056,WAVE-BOUNDED
524288,A-N,ConstructiveDestructiveInteraction,0.9085,0.8821,0.8686,0.8726,0.8739,0.8216,0.8698,WAVE-BOUNDED
1048576,A-N,ConstructiveDestructiveInteraction,0.8856,0.8422,0.8718,0.8142,0.8302,0.8093,0.8693,WAVE-BOUNDED
2097152,A-N,ConstructiveDestructiveInteraction,0.8252,0.7889,0.8067,0.7994,0.7929,0.7714,0.8155,WAVE-PARTIAL
4194304,A-N,ConstructiveDestructiveInteraction,0.748,0.7137,0.7213,0.7012,0.7129,0.6941,0.7123,WAVE-PARTIAL
1,A-N,RecursiveModeSynchronization,0.9125,0.9207,0.9106,0.9032,0.8643,0.9046,0.8921,WAVE-STABLE
2,A-N,RecursiveModeSynchronization,0.9431,0.9191,0.916,0.8827,0.8625,0.9006,0.8816,WAVE-STABLE
4,A-N,RecursiveModeSynchronization,0.9511,0.9136,0.9083,0.9028,0.894,0.8802,0.891,WAVE-STABLE
6,A-N,RecursiveModeSynchronization,0.9489,0.9132,0.9029,0.8855,0.8587,0.8941,0.8764,WAVE-STABLE
8,A-N,RecursiveModeSynchronization,0.9205,0.889,0.898,0.8788,0.868,0.8931,0.8949,WAVE-BOUNDED
12,A-N,RecursiveModeSynchronization,0.9277,0.9077,0.9074,0.8976,0.8625,0.8789,0.8794,WAVE-STABLE
16,A-N,RecursiveModeSynchronization,0.9229,0.8993,0.8867,0.8829,0.8892,0.9078,0.876,WAVE-BOUNDED
20,A-N,RecursiveModeSynchronization,0.9414,0.9148,0.9198,0.9086,0.8728,0.91,0.8961,WAVE-STABLE
24,A-N,RecursiveModeSynchronization,0.9165,0.9131,0.9133,0.8779,0.8714,0.8845,0.8968,WAVE-STABLE
32,A-N,RecursiveModeSynchronization,0.9513,0.9018,0.9209,0.9097,0.8623,0.9047,0.9133,WAVE-STABLE
40,A-N,RecursiveModeSynchronization,0.9381,0.9154,0.906,0.8849,0.8573,0.9073,0.8806,WAVE-STABLE
48,A-N,RecursiveModeSynchronization,0.9381,0.8866,0.8884,0.8807,0.8804,0.91,0.9017,WAVE-BOUNDED
