domain,sys_idx,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score,process_regime_tg,dominant_operator,operator_continuity,operator_rupture,operator_curvature,transition_smoothness_tg,recursive_closure,operator_reversibility,compositional_stability,operator_neighborhood_entropy,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,self_prediction,internal_continuity,self_model_consistency,closure_adaptation,forecast_stability,self_alignment,temporal_self_coherence,perturbation_anticipation,self_prediction_norm,internal_continuity_norm,self_model_consistency_norm,closure_adaptation_norm,forecast_stability_norm,self_alignment_norm,temporal_self_coherence_norm,perturbation_anticipation_norm,self_reference_composite
gray_scott,123,CL,0.9333,0.0,0.0001,0.028022,0.9997,0.0001,0.0,0.0,0.0,0.1867,CL,op_multiplicative,0.9333,0.0667,0.01427,0.9997,0.0001,0.0001,0.028022,0.3534,,,,,,,9.333e-05,0.93302001,0.0,0.0,2.8022e-06,0.0667666917896016,0.0,,9.3329999990667e-05,0.933020009906698,0.0,0.0,3.467649562113629e-06,0.06676669166624154,0.0,,0.14284049988892747
gray_scott,124,CG,1.0,0.98,0.9999,0.181126,0.9984,0.9999,0.8341,0.911,0.04,0.8376,CG,op_multiplicative,1.0,0.0,0.0,0.9984,0.9999,0.9999,0.181126,0.0,5.0,1.0,7.04,0.98,0.0,1.0,0.9999,0.9984,0.9799019999999999,0.9109089,0.1811078874,0.7971992998503128,0.039996000000000004,0.98,0.99989999990001,0.9983999999001599,0.9799019999020098,0.9242062406673653,0.22411629663761845,0.7971992997452364,0.04999499999375063,0.9933333333002222,0.7458815212557965
gray_scott,125,RG,1.0,0.0,0.9969,0.038288,0.9998,0.9969,0.0,0.0,0.0,0.4492,RG,op_multiplicative,1.0,0.0,0.0,0.9998,0.9969,0.9969,0.038288,0.0,,,,,,,0.9969,0.9998,0.0,0.0,0.0381693072,0.31157789455969287,0.0,,0.99689999990031,0.99979999990002,0.0,0.0,0.047233524158968164,0.31157789444246076,0.0,,0.3365016312002513
gray_scott,126,CG,0.9667,0.0,1.0,0.26736,0.999,1.0,0.0,0.0,0.12,0.4613,CG,op_multiplicative,0.9667,0.0333,0.00739,0.999,1.0,1.0,0.26736,0.2108,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9667,0.9657333,0.0,0.0,0.26736,0.3683420856003573,0.12,-2.0,0.96669999990333,0.9657332999034267,0.0,0.0,0.3308510409416529,0.36834208548454606,0.14999999998125,0.0,0.34770330327677573
gray_scott,127,CG,0.5,1.0,0.7,0.055041,0.9997,0.7,0.6904,0.9875,0.08,0.6851,CG,op_multiplicative,0.5,0.5,0.057335,0.9997,0.7,0.7,0.055041,1.0,2.0,1.0,1.25,1.0,0.0,1.0,0.35,0.49985,0.7,0.69125,0.0385287,0.7688172043299804,0.055999999999999994,1.0,0.349999999965,0.499849999950015,0.69999999993,0.7013407859570988,0.047678263394407026,0.7688172042241935,0.06999999999124999,0.9999999999666667,0.5172107816723288
gray_scott,128,CG,1.0,1.0,0.4436,0.142469,0.9999,0.4436,0.2662,0.9706,0.02,0.7095,CG,op_multiplicative,1.0,0.0,0.0,0.9999,0.4436,0.4436,0.142469,0.0,15.0,1.0,2.94,1.0,0.0,1.0,0.4436,0.9999,0.4436,0.43055816,0.0631992484,0.6370342586100233,0.008872,1.0,0.44359999995564,0.99989999990001,0.44359999995564,0.43684339722913895,0.07820742489478641,0.6370342585009378,0.011089999998613749,0.9999999999666667,0.5062843850501793
gray_scott,129,RG,1.0,0.0,1.0,0.018687,1.0,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,1.0,1.0,0.018687,0.0,,,,,,,1.0,1.0,0.0,0.0,0.018687,0.31257814462208333,0.0,,0.9999999999,0.9999999999,0.0,0.0,0.023124676099927695,0.31257814450487625,0.0,,0.33367183148640056
gray_scott,130,CG,1.0,1.0,0.6952,0.154079,0.9999,0.6952,0.2316,0.9756,0.04,0.7761,CG,op_multiplicative,1.0,0.0,0.0,0.9999,0.6952,0.6952,0.154079,0.0,12.0,1.0,2.44,1.0,0.0,1.0,0.6952,0.9999,0.6952,0.67823712,0.10711572080000001,0.720305076304038,0.027808000000000003,1.0,0.69519999993048,0.99989999990001,0.69519999993048,0.6881379454699156,0.13255291639697586,0.7203050761970368,0.034759999995655,0.9999999999666667,0.6207569922234024
gray_scott,131,RG,1.0,0.0,1.0,0.016802,1.0,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,1.0,1.0,1.0,0.016802,0.0,,,,,,,1.0,1.0,0.0,0.0,0.016802,0.31257814462208333,0.0,,0.9999999999,0.9999999999,0.0,0.0,0.020792037664204267,0.31257814450487625,0.0,,0.3333385974241544
gray_scott,132,CG,1.0,0.0,1.0,0.230985,0.9991,1.0,0.0,0.0,0.1,0.465,CG,op_multiplicative,1.0,0.0,0.0,0.9991,1.0,1.0,0.230985,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9991,0.0,0.0,0.230985,0.33133283329190655,0.1,-2.0,0.9999999999,0.99909999990009,0.0,0.0,0.2858379252390324,0.33133283317516893,0.124999999984375,0.0,0.3426588447748333
gray_scott,133,RG,1.0,0.0,1.0,0.033834,0.9996,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9996,1.0,1.0,0.033834,0.0,,,,,,,1.0,0.9996,0.0,0.0,0.033834,0.31257814462208333,0.0,,0.9999999999,0.99959999990004,0.0,0.0,0.04186869434178593,0.31257814450487625,0.0,,0.33629240552095746
gray_scott,134,RG,1.0,0.0,0.9386,0.049833,0.9993,0.9386,0.0,0.0,0.0,0.4347,RG,op_multiplicative,1.0,0.0,0.0,0.9993,0.9386,0.9386,0.049833,0.0,,,,,,,0.9386,0.9993,0.0,0.0,0.046773253800000004,0.2934483621788637,0.0,,0.93859999990614,0.99929999990007,0.0,0.0,0.05788068412611507,0.2934483620611778,0.0,,0.3270327208562147
gray_scott,135,CG,0.6667,1.0,0.6,0.072877,0.9996,0.6,0.5567,0.9842,0.04,0.687,CG,op_multiplicative,0.6667,0.3333,0.050964,0.9996,0.6,0.6,0.072877,0.9183,5.0,1.0,1.58,1.0,0.0,1.0,0.40002,0.66643332,0.6,0.5905199999999999,0.0437262,0.9748687171824371,0.024,1.0,0.400019999959998,0.6664333199333566,0.59999999994,0.5991403412996541,0.05411003435975054,0.974868717081808,0.02999999999625,0.9999999999666667,0.5405715515671855
gray_scott,136,RG,1.0,0.0,0.9392,0.047248,0.9994,0.9392,0.0,0.0,0.0,0.4348,RG,op_multiplicative,1.0,0.0,0.0,0.9994,0.9392,0.9392,0.047248,0.0,,,,,,,0.9392,0.9994,0.0,0.0,0.0443753216,0.29357339343666267,0.0,,0.93919999990608,0.9993999999000599,0.0,0.0,0.05491330544389818,0.29357339331897986,0.0,,0.32672667122414545
gray_scott,137,CG,1.0,0.8,1.0,0.052765,0.9988,1.0,0.2855,0.6478,0.02,0.7502,CG,op_multiplicative,1.0,0.0,0.0,0.9988,1.0,1.0,0.052765,0.0,13.0,1.0,19.02,0.8,0.0,1.0,1.0,0.9988,0.8,0.6478,0.052765,0.6879219805341434,0.02,0.8,0.9999999999,0.99879999990012,0.79999999992,0.6572565079826526,0.0652953140906879,0.6879219804263317,0.024999999996874998,0.9333333333022221,0.6459508919398611
gray_scott,138,CH,0.9333,0.0,0.1655,0.116399,0.9998,0.1655,0.0,0.0,0.0,0.228,CH,op_multiplicative,0.9333,0.0667,0.01427,0.9998,0.1655,0.1655,0.116399,0.3534,,,,,,,0.15446115000000002,0.93311334,0.0,0.0,0.019264034500000003,0.11840460126051455,0.0,,0.1544611499845539,0.9331133399066887,0.0,0.0,0.023838741274165604,0.11840460113844706,0.0,,0.1756882617576936
gray_scott,139,CH,1.0,0.0,0.0385,0.109763,0.9998,0.0385,0.0,0.0,0.0,0.2096,CH,op_multiplicative,1.0,0.0,0.0,0.9998,0.0385,0.0385,0.109763,0.0,,,,,,,0.0385,0.9998,0.0,0.0,0.0042258755,0.012003000873718084,0.0,,0.038499999996149996,0.99979999990002,0.0,0.0,0.005229410936807406,0.012003000748987216,0.0,,0.15079034451170922
gray_scott,140,CG,0.9667,1.0,0.6239,0.157766,0.9998,0.6239,0.2551,0.9622,0.02,0.7466,CG,op_multiplicative,0.9667,0.0333,0.00739,0.9998,0.6239,0.6239,0.157766,0.2108,15.0,1.0,3.78,1.0,0.0,1.0,0.60312413,0.9665066600000001,0.6239,0.6003165800000001,0.0984302074,0.7250562641003933,0.012478000000000001,1.0,0.6031241299396876,0.9665066599033494,0.62389999993761,0.6090799306188465,0.12180481963791438,0.7250562639935111,0.015597499998050313,0.9999999999666667,0.5831336629994545
gray_scott,141,CG,0.9667,0.86,0.9,0.10632,0.9996,0.9,0.7706,0.7304,0.02,0.7459,CG,op_multiplicative,0.9667,0.0333,0.00739,0.9996,0.9,0.9,0.10632,0.2108,12.0,1.0,15.07,0.86,0.0,1.0,0.87003,0.96631332,0.774,0.65736,0.095688,0.7241810452958014,0.018000000000000002,0.86,0.870029999912997,0.9663133199033687,0.7739999999226,0.6669560637349128,0.11841140935676572,0.7241810451888973,0.022499999997187502,0.9533333333015556,0.6369656464147856
gray_scott,142,RG,1.0,0.0,0.9999,0.024722,0.9999,0.9999,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9999,0.9999,0.9999,0.024722,0.0,,,,,,,0.9999,0.9999,0.0,0.0,0.024719527800000002,0.31257814462208333,0.0,,0.99989999990001,0.99989999990001,0.0,0.0,0.03058977223300467,0.31257814450487625,0.0,,0.33470970236255726
gray_scott,143,RG,1.0,0.0,0.9814,0.035288,0.9999,0.9814,0.0,0.0,0.0,0.4453,RG,op_multiplicative,1.0,0.0,0.0,0.9999,0.9814,0.9814,0.035288,0.0,,,,,,,0.9814,0.9999,0.0,0.0,0.0346316432,0.30670167550553884,0.0,,0.98139999990186,0.99989999990001,0.0,0.0,0.042855757040095435,0.30670167538818466,0.0,,0.33297963317573576
gray_scott,144,CH,1.0,0.0,0.2015,0.103714,0.9999,0.2015,0.0,0.0,0.0,0.2504,CH,op_multiplicative,1.0,0.0,0.0,0.9999,0.2015,0.2015,0.103714,0.0,,,,,,,0.2015,0.9999,0.0,0.0,0.020898371000000002,0.06301575405563697,0.0,,0.20149999997985002,0.99989999990001,0.0,0.0,0.02586119015310762,0.06301575393218302,0.0,,0.18432527770930723
gray_scott,145,CG,1.0,0.0,1.0,0.228127,0.9985,1.0,0.0,0.0,0.1,0.465,CG,op_multiplicative,1.0,0.0,0.0,0.9985,1.0,1.0,0.228127,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9985,0.0,0.0,0.228127,0.33133283329190655,0.1,-2.0,0.9999999999,0.99849999990015,0.0,0.0,0.2823012246293255,0.33133283317516893,0.124999999984375,0.0,0.34214175719862744
gray_scott,146,CG,0.4667,1.0,0.5366,0.069931,0.9994,0.5366,0.9672,0.9798,0.02,0.6275,CG,op_multiplicative,0.4667,0.5333,0.054057,0.9994,0.5366,0.5366,0.069931,0.9616,9.0,1.0,2.02,1.0,0.7219,2.0,0.25043122,0.46641997999999996,0.5366,0.52576068,0.0375249746,0.7991997999750939,0.010732,0.2781,0.2504312199749569,0.46641997995335793,0.53659999994634,0.5334356723855894,0.04643617933766863,0.7991997998700676,0.013414999998323124,0.7593666666413545,0.4256630647634573
gray_scott,147,RG,1.0,0.0,0.9847,0.03526,0.9999,0.9847,0.0,0.0,0.0,0.4462,RG,op_multiplicative,1.0,0.0,0.0,0.9999,0.9847,0.9847,0.03526,0.0,,,,,,,0.9847,0.9999,0.0,0.0,0.034720522000000004,0.307826956825728,0.0,,0.98469999990153,0.99989999990001,0.0,0.0,0.04296574224168747,0.30782695670840204,0.0,,0.33362752839308996
gray_scott,148,CH,1.0,0.0,0.3194,0.098202,0.9999,0.3194,0.0,0.0,0.0,0.2799,CH,op_multiplicative,1.0,0.0,0.0,0.9999,0.3194,0.3194,0.098202,0.0,,,,,,,0.3194,0.9999,0.0,0.0,0.0313657188,0.09989997510628923,0.0,,0.31939999996806,0.99989999990001,0.0,0.0,0.03881426060316866,0.09989997498375854,0.0,,0.20828774792214247
gray_scott,149,CG,1.0,1.0,0.9696,0.051095,0.9998,0.9696,0.005,0.958,0.02,0.8391,CG,op_multiplicative,1.0,0.0,0.0,0.9998,0.9696,0.9696,0.051095,0.0,15.0,1.0,4.2,1.0,0.0,1.0,0.9696,0.9998,0.9696,0.9288768,0.049541712,0.799074768717295,0.019392,1.0,0.96959999990304,0.99979999990002,0.96959999990304,0.9424364339519925,0.061306579088987054,0.7990747686122656,0.024239999996969998,0.9999999999666667,0.7207572226653727
gray_scott,150,RG,1.0,0.0,1.0,0.024257,0.9995,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9995,1.0,1.0,0.024257,0.0,,,,,,,1.0,0.9995,0.0,0.0,0.024257,0.31257814462208333,0.0,,0.9999999999,0.99949999990005,0.0,0.0,0.030017406119545464,0.31257814450487625,0.0,,0.3345850786320674
gray_scott,151,CH,1.0,0.0,0.0037,0.052407,0.9999,0.0037,0.0,0.0,0.0,0.2009,CH,op_multiplicative,1.0,0.0,0.0,0.9999,0.0037,0.0037,0.052407,0.0,,,,,,,0.0037,0.9999,0.0,0.0,0.00019390590000000003,0.0011252814452206161,0.0,,0.00369999999963,0.99989999990001,0.0,0.0,0.00023995350411328573,0.0011252813202174649,0.0,,0.1435664621034244
gray_scott,152,CH,1.0,0.0,0.2109,0.158745,0.9998,0.2109,0.0,0.0,0.0,0.2527,CH,op_multiplicative,1.0,0.0,0.0,0.9998,0.2109,0.2109,0.158745,0.0,,,,,,,0.2109,0.9998,0.0,0.0,0.0334793205,0.06589147298500975,0.0,,0.21089999997891,0.99979999990002,0.0,0.0,0.041429787692415544,0.06589147286162778,0.0,,0.18828875149042476
gray_scott,153,CH,0.7,0.0,0.1494,0.107402,0.9996,0.1494,0.0,0.0,0.0,0.1773,CH,op_multiplicative,0.7,0.3,0.043424,0.9996,0.1494,0.1494,0.107402,0.7436,,,,,,,0.10457999999999999,0.69972,0.0,0.0,0.0160458588,0.34671167800116154,0.0,,0.104579999989542,0.699719999930028,0.0,0.0,0.01985633261064775,0.3467116778848089,0.0,,0.16726685863071808
gray_scott,154,CG,1.0,0.96,0.5719,0.186154,0.9994,0.5719,0.5134,0.8624,0.02,0.7153,CG,op_multiplicative,1.0,0.0,0.0,0.9994,0.5719,0.5719,0.186154,0.0,14.0,1.0,10.17,0.96,0.0,1.0,0.5719,0.9994,0.549024,0.49320656,0.10646147259999998,0.644286071562355,0.011438,0.96,0.5718999999428099,0.9993999999000599,0.5490239999450975,0.5004063311820571,0.1317433012787674,0.644286071453451,0.014297499998212813,0.9866666666337778,0.5497154837917793
gray_scott,155,CH,0.9667,0.0,0.3502,0.124238,0.9998,0.3502,0.0,0.0,0.0,0.2809,CH,op_multiplicative,0.9667,0.0333,0.00739,0.9998,0.3502,0.3502,0.124238,0.2108,,,,,,,0.33853834,0.9665066600000001,0.0,0.0,0.043508147600000005,0.1427856965312847,0.0,,0.33853833996614613,0.9665066599033494,0.0,0.0,0.053840200190391534,0.1427856964098275,0.0,,0.21452441378138778
gray_scott,156,RG,1.0,0.0,0.9998,0.021607,1.0,0.9998,0.0,0.0,0.0,0.4499,RG,op_multiplicative,1.0,0.0,0.0,1.0,0.9998,0.9998,0.021607,0.0,,,,,,,0.9998,1.0,0.0,0.0,0.0216026786,0.3124531133642845,0.0,,0.99979999990002,0.9999999999,0.0,0.0,0.02673275247583023,0.3124531132470743,0.0,,0.33414083793184635
gray_scott,157,CH,0.9333,0.0,0.2572,0.111343,0.9993,0.2572,0.0,0.0,0.0,0.251,CH,op_multiplicative,0.9333,0.0667,0.01427,0.9993,0.2572,0.2572,0.111343,0.3534,,,,,,,0.24004476,0.93264669,0.0,0.0,0.0286374196,0.1471617905542434,0.0,,0.24004475997599553,0.9326466899067353,0.0,0.0,0.03543806135750634,0.14716179043289573,0.0,,0.19361304309616184
gray_scott,158,CH,0.7667,0.0,0.1448,0.094776,0.9992,0.1448,0.0,0.0,0.0,0.1895,CH,op_multiplicative,0.7667,0.2333,0.041026,0.9992,0.1448,0.1448,0.094776,0.7838,,,,,,,0.11101816000000002,0.76608664,0.0,0.0,0.013723564800000001,0.27856964250080407,0.0,,0.1110181599888982,0.7660866399233913,0.0,0.0,0.016982554232159736,0.27856964238274573,0.0,,0.16752242807531356
gray_scott,159,RG,1.0,0.0,0.9401,0.049,0.9999,0.9401,0.0,0.0,0.0,0.435,RG,op_multiplicative,1.0,0.0,0.0,0.9999,0.9401,0.9401,0.049,0.0,,,,,,,0.9401,0.9999,0.0,0.0,0.046064900000000006,0.2938234559522602,0.0,,0.94009999990599,0.99989999990001,0.0,0.0,0.05700411473621017,0.2938234558345837,0.0,,0.32726108148239913
gray_scott,160,CG,1.0,1.0,0.4748,0.153711,0.9999,0.4748,0.1085,0.9738,0.02,0.7178,CG,op_multiplicative,1.0,0.0,0.0,0.9999,0.4748,0.4748,0.153711,0.0,11.0,1.0,2.62,1.0,0.0,1.0,0.4748,0.9999,0.4748,0.46236024,0.0729819828,0.6474118530073254,0.009496000000000001,1.0,0.47479999995252,0.99989999990001,0.47479999995252,0.46910972024146513,0.09031330408200856,0.6474118528984997,0.01186999999851625,0.9999999999666667,0.5210256096240258
gray_scott,161,RG,1.0,0.0,1.0,0.015201,0.9998,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9998,1.0,1.0,0.015201,0.0,,,,,,,1.0,0.9998,0.0,0.0,0.015201,0.31257814462208333,0.0,,0.9999999999,0.99979999990002,0.0,0.0,0.018810841836303358,0.31257814450487625,0.0,,0.3330269980201714
gray_scott,162,CH,1.0,0.0,0.4759,0.127615,0.9999,0.4759,0.0,0.0,0.0,0.319,CH,op_multiplicative,1.0,0.0,0.0,0.9999,0.4759,0.4759,0.127615,0.0,,,,,,,0.4759,0.9999,0.0,0.0,0.0607319785,0.14878719690562803,0.0,,0.47589999995241,0.99989999990001,0.0,0.0,0.07515424261359623,0.14878719678432104,0.0,,0.24282020560719106
gray_scott,163,CH,1.0,0.0,0.5903,0.178044,0.9998,0.5903,0.0,0.0,0.0,0.3476,CH,op_multiplicative,1.0,0.0,0.0,0.9998,0.5903,0.5903,0.178044,0.0,,,,,,,0.5903,0.9998,0.0,0.0,0.10509937320000001,0.18454613663609087,0.0,,0.59029999994097,0.99979999990002,0.0,0.0,0.13005773872507206,0.184546136515679,0.0,,0.27210055358310586
gray_scott,164,RG,1.0,0.0,1.0,0.012912,0.9996,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9996,1.0,1.0,0.012912,0.0,,,,,,,1.0,0.9996,0.0,0.0,0.012912,0.31257814462208333,0.0,,0.9999999999,0.99959999990004,0.0,0.0,0.01597826391621268,0.31257814450487625,0.0,,0.3325937726030184
gray_scott,165,RG,1.0,0.0,0.9954,0.032278,0.9998,0.9954,0.0,0.0,0.0,0.4489,RG,op_multiplicative,1.0,0.0,0.0,0.9998,0.9954,0.9954,0.032278,0.0,,,,,,,0.9954,0.9998,0.0,0.0,0.0321295212,0.31120280078629636,0.0,,0.9953999999004599,0.99979999990002,0.0,0.0,0.03975944619231338,0.31120280066905487,0.0,,0.33516603523740685
gray_scott,166,RG,1.0,0.0,0.9998,0.023692,1.0,0.9998,0.0,0.0,0.0,0.4499,RG,op_multiplicative,1.0,0.0,0.0,1.0,0.9998,0.9998,0.023692,0.0,,,,,,,0.9998,1.0,0.0,0.0,0.023687261600000002,0.3124531133642845,0.0,,0.99979999990002,0.9999999999,0.0,0.0,0.029312369679148877,0.3124531132470743,0.0,,0.33450935467517756
gray_scott,167,CG,1.0,0.9,0.9998,0.154029,0.9988,0.9998,0.3909,0.7646,0.04,0.7956,CG,op_multiplicative,1.0,0.0,0.0,0.9988,0.9998,0.9998,0.154029,0.0,8.0,1.0,15.04,0.9,0.0,1.0,0.9998,0.9988,0.8998200000000001,0.76444708,0.1539981942,0.744686171574808,0.039992,0.9,0.99979999990002,0.99879999990012,0.899819999910018,0.775606388296288,0.19056875693523645,0.7446861714684171,0.04998999999375125,0.9666666666344444,0.703242247879787
gray_scott,168,RG,1.0,0.0,1.0,0.042671,0.9997,1.0,0.0,0.0,0.0,0.45,RG,op_multiplicative,1.0,0.0,0.0,0.9997,1.0,1.0,0.042671,0.0,,,,,,,1.0,0.9997,0.0,0.0,0.042671,0.31257814462208333,0.0,,0.9999999999,0.99969999990003,0.0,0.0,0.0528042518253339,0.31257814450487625,0.0,,0.33786891373289146
gray_scott,169,CG,0.7667,1.0,0.65,0.106655,0.9995,0.65,0.8889,0.9865,0.12,0.7318,CG,op_multiplicative,0.7667,0.2333,0.041026,0.9995,0.65,0.65,0.106655,0.7838,2.0,1.0,1.35,1.0,0.0,1.0,0.49835500000000005,0.76631665,0.65,0.641225,0.06932575,0.9566141535438093,0.078,1.0,0.4983549999501645,0.7663166499233683,0.649999999935,0.6505855269082687,0.08578881115933872,0.9566141534427233,0.09749999998781249,0.9999999999666667,0.5881450176591678
gray_scott,170,CG,1.0,1.0,0.9832,0.054381,0.9994,0.9832,0.2612,0.9688,0.02,0.8441,CG,op_multiplicative,1.0,0.0,0.0,0.9994,0.9832,0.9832,0.054381,0.0,12.0,1.0,3.12,1.0,0.0,1.0,0.9832,0.9994,0.9832,0.95252416,0.053467399199999995,0.8053263316072361,0.019664,1.0,0.9831999999016799,0.9993999999000599,0.9831999999016799,0.9664289953237255,0.06616451481808386,0.8053263315023631,0.0245799999969275,0.9999999999666667,0.7285374801638983
gray_scott,171,CG,0.9667,1.0,0.4489,0.140712,0.9998,0.4489,0.1025,0.9718,0.02,0.7043,CG,op_multiplicative,0.9667,0.0333,0.00739,0.9998,0.4489,0.4489,0.140712,0.2108,13.0,1.0,2.82,1.0,0.0,1.0,0.43395163000000003,0.9665066600000001,0.4489,0.43624102000000003,0.0631656168,0.6721680420514919,0.008978,1.0,0.43395162995660486,0.9665066599033494,0.44889999995511004,0.4426092149490437,0.0781658066651764,0.6721680419432858,0.011222499998597186,0.9999999999666667,0.5066904816672293
gray_scott,172,CG,0.6333,1.0,0.75,0.087826,0.9996,0.75,1.402,0.973,0.08,0.7221,CG,op_multiplicative,0.6333,0.3667,0.053258,0.9996,0.75,0.75,0.087826,0.9481,1.0,1.0,2.7,1.0,0.0,1.0,0.474975,0.63304668,0.75,0.72975,0.0658695,0.8892223055902448,0.06,1.0,0.4749749999525025,0.6330466799366953,0.749999999925,0.7404028044154688,0.08151179174635775,0.8892223054874719,0.074999999990625,0.9999999999666667,0.5805198226775985
gray_scott,173,RG,0.4333,0.0,0.0314,0.0344,0.9995,0.0314,0.0,0.0,0.0,0.0945,RG,op_multiplicative,0.4333,0.5667,0.056315,0.9995,0.0314,0.0314,0.0344,0.9871,,,,,,,0.013605619999999999,0.43308335000000003,0.0,0.0,0.00108016,0.5766441610931929,0.0,,0.013605619998639436,0.4330833499566917,0.0,0.0,0.0013366698847379406,0.5766441609825957,0.0,,0.14638140011752357
gray_scott,174,RG,1.0,0.0,0.9876,0.041634,0.9997,0.9876,0.0,0.0,0.0,0.4469,RG,op_multiplicative,1.0,0.0,0.0,0.9997,0.9876,0.9876,0.041634,0.0,,,,,,,0.9876,0.9997,0.0,0.0,0.0411177384,0.30870217563032,0.0,,0.98759999990124,0.99969999990003,0.0,0.0,0.05088213102486002,0.3087021755130159,0.0,,0.335269186619878
gray_scott,175,CH,0.9667,0.0,0.5137,0.116609,0.9998,0.5137,0.0,0.0,0.0,0.3218,CH,op_multiplicative,0.9667,0.0333,0.00739,0.9998,0.5137,0.5137,0.116609,0.2108,,,,,,,0.49659379000000003,0.9665066600000001,0.0,0.0,0.059902043300000006,0.19392348097100232,0.0,,0.49659378995034065,0.9665066599033494,0.0,0.0,0.07412721940580853,0.19392348085082517,0.0,,0.24730730715861768
gray_scott,176,CH,0.9667,0.0,0.4191,0.134926,0.9998,0.4191,0.0,0.0,0.0,0.2981,CH,op_multiplicative,0.9667,0.0333,0.00739,0.9998,0.4191,0.4191,0.134926,0.2108,,,,,,,0.40514396999999996,0.9665066600000001,0.0,0.0,0.056547486599999995,0.16429107287268174,0.0,,0.40514396995948554,0.9665066599033494,0.0,0.0,0.06997604280462362,0.16429107275176286,0.0,,0.2294168207741745
gray_scott,177,RG,1.0,0.0,0.9988,0.024083,0.9998,0.9988,0.0,0.0,0.0,0.4497,RG,op_multiplicative,1.0,0.0,0.0,0.9998,0.9988,0.9988,0.024083,0.0,,,,,,,0.9988,0.9998,0.0,0.0,0.0240541004,0.3122030508486868,0.0,,0.99879999990012,0.99979999990002,0.0,0.0,0.029766323145777342,0.31220305073147037,0.0,,0.33436705338248396
gray_scott,178,CG,0.8,1.0,0.8,0.088852,0.9995,0.8,0.3361,0.9885,0.06,0.7673,CG,op_multiplicative,0.8,0.2,0.036694,0.9995,0.8,0.8,0.088852,0.7219,2.0,1.0,1.15,1.0,0.0,1.0,0.6400000000000001,0.7996000000000001,0.8,0.7908000000000001,0.07108160000000001,0.9593648412153832,0.048,1.0,0.6399999999360001,0.79959999992004,0.79999999992,0.8023440051137414,0.08796162983168088,0.959364841114366,0.0599999999925,0.9999999999666667,0.6436588094743745
gray_scott,179,CL,1.0,0.0,1.0,0.002913,0.9997,1.0,0.0,0.0,0.0,0.45,CL,op_multiplicative,1.0,0.0,0.0,0.9997,1.0,1.0,0.002913,0.0,,,,,,,1.0,0.9997,0.0,0.0,0.002913,0.31257814462208333,0.0,,0.9999999999,0.99969999990003,0.0,0.0,0.0036047616781232604,0.31257814450487625,0.0,,0.3308404151404328
gray_scott,180,CH,1.0,0.0,0.0081,0.062188,0.9996,0.0081,0.0,0.0,0.0,0.202,CH,op_multiplicative,1.0,0.0,0.0,0.9996,0.0081,0.0081,0.062188,0.0,,,,,,,0.0081,0.9996,0.0,0.0,0.0005037228,0.0025006252810076957,0.0,,0.00809999999919,0.99959999990004,0.0,0.0,0.0006233438537030374,0.002500625156038971,0.0,,0.14440342412985313
gray_scott,181,CH,0.9667,0.0,0.1147,0.128231,0.9997,0.1147,0.0,0.0,0.0,0.222,CH,op_multiplicative,0.9667,0.0333,0.00739,0.9997,0.1147,0.1147,0.128231,0.2108,,,,,,,0.11088049,0.96640999,0.0,0.0,0.014708095700000002,0.06914228568777914,0.0,,0.11088048998891195,0.966409989903359,0.0,0.0,0.018200885594757816,0.06914228556447855,0.0,,0.16637623586450104
gray_scott,182,CG,0.5,1.0,0.65,0.054181,0.9995,0.65,0.7165,0.9893,0.06,0.6699,CG,op_multiplicative,0.5,0.5,0.057335,0.9995,0.65,0.65,0.054181,1.0,3.0,1.0,1.07,1.0,0.0,1.0,0.325,0.49975,0.65,0.643045,0.03521765,0.7878219555154011,0.039,1.0,0.3249999999675,0.499749999950025,0.649999999935,0.6524320950535734,0.0435809252020452,0.78782195541009,0.048749999993906244,0.9999999999666667,0.5009168719348508
gray_scott,183,CH,1.0,0.0,0.1044,0.136938,0.9998,0.1044,0.0,0.0,0.0,0.2261,CH,op_multiplicative,1.0,0.0,0.0,0.9998,0.1044,0.1044,0.136938,0.0,,,,,,,0.1044,0.9998,0.0,0.0,0.014296327200000002,0.0326331584105235,0.0,,0.10439999998956001,0.99979999990002,0.0,0.0,0.017691332793845254,0.032633158286309034,0.0,,0.16493207013853348
