depth,sector,condition,rg_similarity,identity_persistence,differentiation_coherence,lineage_stability,boundary_integrity,coexistence_stability,transport_identity_alignment,classification
768,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.092,0.0903,0.0883,0.0879,0.0887,0.0851,0.0895,IDENTITY-FAILED
1024,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.0697,0.0688,0.067,0.0661,0.0673,0.0652,0.0689,IDENTITY-FAILED
1536,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.9475,0.9165,0.9249,0.8848,0.8714,0.8769,0.9092,IDENTITY-STABLE
2,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.9234,0.918,0.8894,0.8817,0.8735,0.8508,0.8897,IDENTITY-BOUNDED
4,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.9197,0.8748,0.893,0.8548,0.8463,0.8604,0.894,IDENTITY-BOUNDED
6,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.8698,0.8504,0.8556,0.8482,0.8516,0.8134,0.8802,IDENTITY-BOUNDED
8,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.8753,0.8438,0.8355,0.8106,0.8326,0.8243,0.8407,IDENTITY-BOUNDED
12,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.8435,0.7955,0.8106,0.8078,0.791,0.7815,0.8039,IDENTITY-PARTIAL
16,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.8051,0.7728,0.7599,0.7452,0.7494,0.7321,0.7928,IDENTITY-PARTIAL
20,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.7614,0.7428,0.7347,0.7402,0.7305,0.7182,0.7442,IDENTITY-PARTIAL
24,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.7365,0.7225,0.695,0.7087,0.6813,0.6964,0.7189,IDENTITY-DEGRADING
32,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.6675,0.6536,0.6614,0.6603,0.639,0.6327,0.6806,IDENTITY-DEGRADING
40,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.6493,0.6366,0.6111,0.6078,0.5998,0.5939,0.6257,IDENTITY-DEGRADING
48,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.6084,0.5856,0.5838,0.5776,0.5654,0.5615,0.5801,IDENTITY-DEGRADING
64,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.5215,0.5327,0.5196,0.5184,0.5071,0.4938,0.5111,IDENTITY-FAILED
80,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.4743,0.4664,0.4674,0.465,0.4478,0.4541,0.4611,IDENTITY-FAILED
96,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.4417,0.4338,0.4299,0.4217,0.4091,0.4009,0.4187,IDENTITY-FAILED
128,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.3634,0.3631,0.3515,0.3559,0.3527,0.3407,0.3641,IDENTITY-FAILED
160,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.3187,0.3127,0.3134,0.3018,0.3073,0.3038,0.3156,IDENTITY-FAILED
192,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.2863,0.2721,0.2791,0.2707,0.2726,0.2692,0.2779,IDENTITY-FAILED
256,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.2325,0.2255,0.222,0.2242,0.2213,0.218,0.2257,IDENTITY-FAILED
320,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.191,0.1936,0.1835,0.1817,0.1825,0.1787,0.1901,IDENTITY-FAILED
512,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.1327,0.1256,0.1291,0.1282,0.1254,0.1224,0.1256,IDENTITY-FAILED
768,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.0913,0.0899,0.0885,0.0877,0.0882,0.0872,0.0914,IDENTITY-FAILED
1024,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.0715,0.0681,0.0673,0.0687,0.0672,0.0649,0.0683,IDENTITY-FAILED
1536,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Projection-Antisymmetry-Neutral,TransportIdentityPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.9234,0.9331,0.9026,0.906,0.8892,0.8908,0.9141,IDENTITY-STABLE
2,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.9285,0.9108,0.8828,0.8938,0.8602,0.8929,0.8678,IDENTITY-BOUNDED
4,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.9013,0.9013,0.8791,0.8805,0.8658,0.86,0.8755,IDENTITY-BOUNDED
6,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.8925,0.8603,0.8452,0.8418,0.825,0.8369,0.8356,IDENTITY-BOUNDED
8,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.8483,0.8485,0.8462,0.8363,0.8204,0.8136,0.808,IDENTITY-BOUNDED
12,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.8156,0.8192,0.7928,0.7997,0.7901,0.7743,0.7944,IDENTITY-PARTIAL
16,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.7749,0.7768,0.776,0.7622,0.7532,0.763,0.7595,IDENTITY-PARTIAL
20,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.7554,0.7426,0.7317,0.73,0.735,0.7372,0.7372,IDENTITY-PARTIAL
24,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.7161,0.71,0.7162,0.7091,0.6819,0.6977,0.7042,IDENTITY-PARTIAL
32,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.6707,0.6669,0.6558,0.6518,0.6597,0.667,0.6449,IDENTITY-DEGRADING
40,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.6356,0.6175,0.6072,0.617,0.6019,0.6193,0.6084,IDENTITY-DEGRADING
48,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.5986,0.5964,0.586,0.5768,0.5735,0.565,0.5831,IDENTITY-DEGRADING
64,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.5196,0.5328,0.5128,0.5117,0.5127,0.5036,0.5078,IDENTITY-FAILED
80,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.4813,0.4654,0.473,0.4576,0.4469,0.458,0.4564,IDENTITY-FAILED
96,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.4394,0.4262,0.4319,0.4188,0.4204,0.4232,0.4172,IDENTITY-FAILED
128,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.3755,0.3674,0.3585,0.3478,0.3538,0.3582,0.3504,IDENTITY-FAILED
160,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.3224,0.3155,0.3074,0.3147,0.3006,0.3049,0.3088,IDENTITY-FAILED
192,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.2783,0.2814,0.2801,0.2673,0.274,0.2741,0.2709,IDENTITY-FAILED
256,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.2304,0.2283,0.2188,0.2158,0.2182,0.2185,0.2242,IDENTITY-FAILED
320,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.191,0.1879,0.1835,0.1816,0.1797,0.183,0.1821,IDENTITY-FAILED
512,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.1314,0.1257,0.1255,0.1265,0.1217,0.1245,0.1231,IDENTITY-FAILED
768,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.0908,0.0916,0.0896,0.089,0.0868,0.0878,0.0877,IDENTITY-FAILED
1024,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.0709,0.0675,0.0691,0.0661,0.0663,0.0669,0.0667,IDENTITY-FAILED
1536,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Projection-Antisymmetry-Neutral,CompositeIdentityCoexistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Projection-Antisymmetry-Neutral,NullIdentityControl,0.7336,0.7427,0.7162,0.7549,0.7292,0.688,0.736,IDENTITY-PARTIAL
2,Projection-Antisymmetry-Neutral,NullIdentityControl,0.7354,0.7192,0.7203,0.7184,0.7039,0.6905,0.6992,IDENTITY-PARTIAL
4,Projection-Antisymmetry-Neutral,NullIdentityControl,0.7124,0.7022,0.7153,0.7244,0.6729,0.6802,0.712,IDENTITY-PARTIAL
6,Projection-Antisymmetry-Neutral,NullIdentityControl,0.6869,0.6974,0.6918,0.7106,0.6604,0.672,0.676,IDENTITY-DEGRADING
8,Projection-Antisymmetry-Neutral,NullIdentityControl,0.6988,0.6835,0.6857,0.6729,0.6718,0.6442,0.6845,IDENTITY-DEGRADING
12,Projection-Antisymmetry-Neutral,NullIdentityControl,0.6566,0.6703,0.6473,0.6649,0.6221,0.614,0.643,IDENTITY-DEGRADING
16,Projection-Antisymmetry-Neutral,NullIdentityControl,0.6158,0.6397,0.6134,0.6317,0.6014,0.591,0.6091,IDENTITY-DEGRADING
20,Projection-Antisymmetry-Neutral,NullIdentityControl,0.6223,0.6078,0.5851,0.6078,0.5969,0.5756,0.5948,IDENTITY-DEGRADING
24,Projection-Antisymmetry-Neutral,NullIdentityControl,0.5964,0.5805,0.5748,0.5815,0.5499,0.5404,0.5684,IDENTITY-DEGRADING
32,Projection-Antisymmetry-Neutral,NullIdentityControl,0.5532,0.5331,0.5349,0.5354,0.5351,0.5137,0.5264,IDENTITY-FAILED
40,Projection-Antisymmetry-Neutral,NullIdentityControl,0.5172,0.5144,0.5082,0.5101,0.4835,0.4937,0.5071,IDENTITY-FAILED
48,Projection-Antisymmetry-Neutral,NullIdentityControl,0.4821,0.4818,0.458,0.4752,0.4527,0.4476,0.4578,IDENTITY-FAILED
64,Projection-Antisymmetry-Neutral,NullIdentityControl,0.4291,0.4231,0.4148,0.4347,0.412,0.4117,0.4205,IDENTITY-FAILED
80,Projection-Antisymmetry-Neutral,NullIdentityControl,0.379,0.3825,0.3689,0.3818,0.3613,0.3547,0.3699,IDENTITY-FAILED
96,Projection-Antisymmetry-Neutral,NullIdentityControl,0.3521,0.3564,0.3356,0.3463,0.3258,0.3263,0.3341,IDENTITY-FAILED
128,Projection-Antisymmetry-Neutral,NullIdentityControl,0.3028,0.2995,0.2977,0.3004,0.2844,0.2738,0.2929,IDENTITY-FAILED
160,Projection-Antisymmetry-Neutral,NullIdentityControl,0.2601,0.2606,0.2515,0.2594,0.2467,0.244,0.2489,IDENTITY-FAILED
192,Projection-Antisymmetry-Neutral,NullIdentityControl,0.2284,0.2209,0.2244,0.2252,0.2225,0.2192,0.2188,IDENTITY-FAILED
256,Projection-Antisymmetry-Neutral,NullIdentityControl,0.1806,0.1796,0.1763,0.186,0.1714,0.1769,0.1799,IDENTITY-FAILED
320,Projection-Antisymmetry-Neutral,NullIdentityControl,0.1533,0.1507,0.152,0.1562,0.152,0.1494,0.1469,IDENTITY-FAILED
512,Projection-Antisymmetry-Neutral,NullIdentityControl,0.1059,0.1055,0.1038,0.1048,0.0991,0.0981,0.1001,IDENTITY-FAILED
768,Projection-Antisymmetry-Neutral,NullIdentityControl,0.0729,0.0723,0.0736,0.072,0.069,0.0695,0.0702,IDENTITY-FAILED
1024,Projection-Antisymmetry-Neutral,NullIdentityControl,0.0573,0.0567,0.0547,0.0577,0.0529,0.0537,0.0543,IDENTITY-FAILED
1536,Projection-Antisymmetry-Neutral,NullIdentityControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Projection-Antisymmetry-Neutral,NullIdentityControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Projection-Antisymmetry-Neutral,NullIdentityControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
