domain,sys_idx,process_regime,transition_continuity,transition_curvature,transition_smoothness,transition_reversibility,transition_branching,transition_fragmentation
kuramoto,284,CG,0.3356,0.2195,0.9999,0.4371,0.0268,0.75
kuramoto,285,CH,0.531,0.2352,1.0,0.4512,0.3272,0.5
kuramoto,286,CH,0.0,0.2326,0.9999,0.4652,0.293,0.25
kuramoto,287,CH,0.6466,0.1429,0.9999,0.4284,0.4978,0.5
kuramoto,288,CH,0.0,0.2174,1.0,0.2239,0.5733,0.25
kuramoto,289,CH,0.0,0.14,1.0,0.7488,0.2451,0.25
kuramoto,290,CG,0.1187,0.182,1.0,0.968,0.3662,0.5
kuramoto,291,CG,0.1986,0.2134,0.9999,0.2811,0.613,1.0
kuramoto,292,CH,0.4335,0.3277,1.0,0.8828,0.1417,0.5
kuramoto,293,CG,0.0,0.1094,0.9999,0.529,0.2783,0.25
kuramoto,294,CG,0.0519,0.1976,1.0,0.7507,0.1852,0.5
kuramoto,295,CH,0.1187,0.2132,0.9999,0.9714,0.2177,0.5
kuramoto,296,CH,0.2162,0.8654,0.9999,0.2747,0.4962,0.5
kuramoto,297,CG,0.7892,0.2362,0.9999,0.9285,0.303,0.5
kuramoto,298,CG,0.0,0.4023,0.9999,0.892,0.4717,0.25
kuramoto,299,CG,0.2078,0.2631,0.9999,0.1537,0.6649,0.75
kuramoto,300,CH,0.6466,0.1911,1.0,0.7615,0.1327,0.5
kuramoto,301,CH,0.1634,0.154,0.9999,0.6843,0.3594,0.5
kuramoto,302,CH,0.1634,0.2539,1.0,0.7568,0.1315,0.5
kuramoto,303,CH,0.7892,0.1165,1.0,0.159,0.3041,0.5
kuramoto,304,CH,0.1634,0.2402,1.0,0.8963,0.1559,0.5
kuramoto,305,CH,0.6466,0.1647,1.0,0.5081,0.4963,0.5
kuramoto,306,CG,0.4335,0.1156,0.9999,0.3531,0.0788,0.5
kuramoto,307,CG,0.029,0.3494,0.9999,0.7004,0.2624,0.5
kuramoto,308,CH,0.4335,0.1974,0.9999,0.0917,0.1043,0.5
kuramoto,309,CH,0.35,0.2744,1.0,0.9441,0.1694,0.5
kuramoto,310,CH,0.4335,0.1963,1.0,0.6713,0.0572,0.5
kuramoto,311,CH,0.4335,0.3117,0.9999,0.8951,0.1455,0.5
kuramoto,312,CH,0.2781,0.1507,1.0,0.7339,0.2706,0.5
kuramoto,313,CG,0.2376,0.4182,0.9999,0.3312,0.0313,1.0
kuramoto,314,CH,0.2162,0.275,0.9999,0.5352,0.06,0.5
kuramoto,315,CH,0.4335,0.1539,0.9999,0.7864,0.3742,0.5
kuramoto,316,CH,0.1187,0.153,1.0,0.8271,0.1802,0.5
kuramoto,317,CH,0.0,0.3324,1.0,0.604,0.5176,0.25
kuramoto,318,CH,0.0,0.1366,1.0,0.5539,0.4341,0.25
kuramoto,319,CH,0.7892,0.2349,1.0,0.6994,0.4793,0.5
kuramoto,320,CH,0.2162,0.1315,0.9999,0.7573,0.4139,0.5
kuramoto,321,CG,0.6466,0.2553,0.9999,0.7873,0.4021,0.5
kuramoto,322,CH,0.0,0.2438,1.0,0.7699,0.2459,0.25
kuramoto,323,CH,0.6466,0.5764,1.0,0.5365,0.0825,0.5
kuramoto,324,CH,0.0,0.1825,1.0,0.6899,0.4772,0.25
kuramoto,325,CH,0.0,0.2314,0.9999,0.3642,0.0843,0.25
kuramoto,326,CG,0.1187,0.3886,1.0,0.9318,0.1548,0.5
kuramoto,327,CH,0.3784,0.2622,0.9999,0.1679,0.3208,0.75
kuramoto,328,CH,0.0,0.3267,0.9999,0.9344,0.3656,0.25
kuramoto,329,CH,0.0,0.1669,1.0,0.3972,0.5347,0.25
kuramoto,330,CG,0.0519,0.9066,1.0,0.3201,0.188,0.5
kuramoto,331,CH,0.0,0.1439,1.0,0.7197,0.0706,0.5
kuramoto,332,CH,0.531,0.8611,0.9999,0.838,0.1557,0.5
kuramoto,333,CH,0.4335,0.1579,1.0,0.3152,0.2497,0.5
kuramoto,334,CG,0.0129,0.1454,0.9999,0.9665,0.1054,0.5
kuramoto,335,CG,0.0129,0.1805,0.9999,0.6013,0.3301,0.5
kuramoto,336,CH,0.6466,0.1685,1.0,0.6656,0.22,0.5
kuramoto,337,CG,0.0,0.2928,0.9999,0.878,0.0424,0.25
kuramoto,338,CH,0.7892,0.1949,0.9999,0.7725,0.105,0.5
kuramoto,339,CG,0.3298,0.23,0.9999,0.3745,0.0462,1.0
kuramoto,340,CG,0.1187,0.9447,1.0,0.4096,0.3185,0.5
kuramoto,341,CG,0.6462,0.1886,0.9999,0.2385,0.0282,0.75
kuramoto,342,CH,0.1634,0.1703,1.0,0.1832,0.2045,0.5
kuramoto,343,CG,0.2702,0.5984,0.9999,0.1852,0.5451,0.75
kuramoto,344,CH,0.0129,0.1433,1.0,0.7567,0.0858,0.5
kuramoto,345,CG,0.029,0.2169,1.0,0.8071,0.1223,0.5
kuramoto,346,CG,0.1187,0.7848,1.0,0.7642,0.2218,0.5
kuramoto,347,CG,0.4184,0.242,0.9998,0.5755,0.0288,0.75
kuramoto,348,CG,0.0032,0.1682,0.9999,0.3401,0.1155,0.5
kuramoto,349,CH,0.2162,1.3335,1.0,0.7693,0.2645,0.5
kuramoto,350,CG,0.2162,0.165,0.9999,0.3019,0.068,0.5
kuramoto,351,CH,0.0817,0.9821,1.0,0.3398,0.2316,0.5
kuramoto,352,CG,0.1187,0.1378,1.0,0.8897,0.0509,0.5
kuramoto,353,CG,0.0129,0.4325,0.9999,0.6735,0.0477,0.5
kuramoto,354,CG,0.0,0.1517,1.0,0.8761,0.4028,0.25
kuramoto,355,CG,0.0032,0.4689,0.9999,0.5513,0.1663,0.5
kuramoto,356,CH,0.7892,0.1754,0.9999,0.3622,0.7026,0.5
kuramoto,357,CG,0.1634,0.3198,0.9999,0.6888,0.0867,0.5
kuramoto,358,CG,0.0519,0.7914,1.0,0.7924,0.0879,0.5
kuramoto,359,CG,0.0,0.1449,1.0,0.5156,0.1186,0.25
kuramoto,360,CG,0.0817,0.3028,0.9999,0.5736,0.0618,0.5
kuramoto,361,CL,0.27,0.2207,0.9999,0.2433,0.0273,1.0
kuramoto,362,CG,0.0519,0.2326,1.0,0.3038,0.3584,0.5
kuramoto,363,CG,0.1634,0.263,0.9999,0.2686,0.0516,0.5
kuramoto,364,CG,0.3039,0.2777,0.9999,0.3827,0.0344,0.75
kuramoto,365,CH,0.1187,0.15,0.9999,0.3348,0.1409,0.5
kuramoto,366,CH,0.3002,0.3258,0.9999,0.2564,0.1103,0.75
kuramoto,367,CH,0.35,0.1039,1.0,0.9121,0.1018,0.5
kuramoto,368,CH,0.1187,0.1374,1.0,0.8784,0.0569,0.5
kuramoto,369,CG,0.0129,0.2437,0.9999,0.5963,0.0916,0.5
kuramoto,370,CH,0.0129,0.2083,1.0,0.7736,0.1093,0.5
kuramoto,371,CG,0.2702,0.3155,0.9999,0.1468,0.0799,0.75
kuramoto,372,CH,0.1187,0.2125,1.0,0.5795,0.032,0.5
kuramoto,373,CG,0.35,1.0495,1.0,0.6868,0.1077,0.5
kuramoto,374,CH,0.7892,0.146,1.0,0.674,0.4334,0.5
kuramoto,375,CG,0.2688,0.3286,0.9998,0.2468,0.3428,0.75
kuramoto,376,CH,0.029,0.1596,0.9999,0.9685,0.2139,0.5
kuramoto,377,CH,0.4335,0.1794,0.9999,0.9402,0.178,0.5
kuramoto,378,CG,0.2576,0.2162,0.9999,0.5329,0.3406,0.75
kuramoto,379,CH,0.0,0.2442,1.0,0.5639,0.167,0.25
kuramoto,380,CH,0.5743,0.1514,0.9998,0.4751,0.3176,0.75
kuramoto,381,CH,0.3487,0.1526,0.9999,0.3488,0.6275,0.75
kuramoto,382,CH,0.4335,0.174,1.0,0.3085,0.2344,0.5
kuramoto,383,CH,0.0,0.131,1.0,0.7145,0.4557,0.25
kuramoto,384,CH,0.0032,0.345,0.9999,0.4379,0.0346,0.5
kuramoto,385,CH,0.35,1.1349,1.0,0.8067,0.3937,0.5
kuramoto,386,CH,0.0,0.7992,0.9999,0.8753,0.227,0.25
kuramoto,387,CH,0.0129,0.2054,0.9999,0.8964,0.0268,0.5
kuramoto,388,CH,0.3784,0.5322,0.9997,0.0378,0.1613,0.75
kuramoto,389,CH,0.0,0.3062,0.9999,0.8185,0.2648,0.25
kuramoto,390,CH,0.2162,0.7152,1.0,0.2445,0.4954,0.5
kuramoto,391,CH,0.3356,1.0637,0.9998,0.2055,0.512,0.75
kuramoto,392,CG,0.0,0.1378,0.9999,0.9336,0.2148,0.5
kuramoto,393,CH,0.2353,0.1789,0.9999,0.3324,0.6985,0.75
kuramoto,394,CH,0.7892,0.1412,1.0,0.8842,0.0927,0.5
kuramoto,395,CG,0.1634,0.2035,1.0,0.8411,0.4233,0.5
kuramoto,396,CH,0.029,0.1482,1.0,0.6325,0.0365,0.5
kuramoto,397,CH,0.2781,0.1841,0.9999,0.522,0.2795,0.5
kuramoto,398,CG,0.2781,0.1973,1.0,0.7305,0.4799,0.5
kuramoto,399,CH,0.735,0.1982,0.9999,0.3052,0.3775,0.75
kuramoto,400,CG,0.1187,0.147,1.0,0.7589,0.2637,0.5
kuramoto,401,CG,0.6466,0.1544,1.0,0.6201,0.3321,0.5
kuramoto,402,CH,0.7892,0.3911,0.9998,0.5129,0.685,0.5
kuramoto,403,CH,0.7892,0.1485,1.0,0.5574,0.1095,0.5
kuramoto,404,CH,0.0817,0.3491,1.0,0.7983,0.2021,0.5
kuramoto,405,CG,0.029,0.1529,1.0,0.5346,0.1638,0.5
kuramoto,406,CH,0.0,0.1956,1.0,0.8567,0.1801,0.25
kuramoto,407,CH,0.3784,0.387,0.9997,0.2431,0.5067,0.75
kuramoto,408,CH,0.1634,0.2973,1.0,0.7614,0.0886,0.5
kuramoto,409,CG,0.0032,0.1171,1.0,0.7196,0.1296,0.5
kuramoto,410,CH,0.7892,0.1968,0.9998,0.1924,0.3559,0.5
kuramoto,411,CH,0.531,0.1566,1.0,0.8803,0.1246,0.5
kuramoto,412,CG,0.0817,0.185,0.9999,0.7759,0.036,0.5
kuramoto,413,CH,0.35,1.0689,0.9999,0.9438,0.0776,0.5
kuramoto,414,CG,0.531,0.1591,0.9999,0.5675,0.1651,0.5
kuramoto,415,CH,0.4335,0.2222,0.9999,0.3189,0.069,0.5
kuramoto,416,CG,0.0,0.1214,1.0,0.8192,0.2374,0.5
kuramoto,417,CH,0.7892,0.1752,0.9999,0.4297,0.0893,0.5
kuramoto,418,CG,0.0032,0.2102,1.0,0.2335,0.1825,0.5
kuramoto,419,CG,0.0032,1.2197,1.0,0.321,0.0707,0.5
kuramoto,420,CG,0.0817,0.2274,0.9999,0.779,0.1326,0.5
kuramoto,421,CG,0.1634,0.2363,0.9999,0.7356,0.4666,0.5
kuramoto,422,CH,0.0817,0.1769,0.9998,0.7448,0.0123,0.5
kuramoto,423,CH,0.35,0.1223,1.0,0.6206,0.2146,0.5
kuramoto,424,CH,0.2781,0.1942,0.9999,0.447,0.3234,0.5
kuramoto,425,CG,0.0032,0.1919,1.0,0.5765,0.1725,0.5
kuramoto,426,CG,0.2376,0.1735,0.9999,0.3418,0.0229,1.0
kuramoto,427,CH,0.1187,0.181,0.9998,0.745,0.0136,0.5
kuramoto,428,CH,0.0,0.1922,0.9999,0.5157,0.0442,0.5
kuramoto,429,CH,0.2576,0.2258,0.9999,0.5679,0.0471,0.75
kuramoto,430,CH,0.7892,0.8194,0.9999,0.9188,0.4474,0.5
kuramoto,431,CH,0.0,0.1382,1.0,0.5561,0.3683,0.25
kuramoto,432,CH,0.7892,0.1749,0.9999,0.2672,0.1692,0.5
kuramoto,433,CL,0.1904,0.1787,0.9999,0.1044,0.0275,0.75
kuramoto,434,CH,0.2162,0.1177,1.0,0.4173,0.0938,0.5
kuramoto,435,CG,0.029,0.1757,0.9999,0.3957,0.2144,0.5
kuramoto,436,CH,0.1187,0.2235,0.9999,0.4162,0.0472,0.5
kuramoto,437,CH,0.0,0.2058,1.0,0.8137,0.0792,0.5
kuramoto,438,CG,0.029,0.1553,1.0,0.3907,0.0894,0.5
kuramoto,439,CH,0.531,0.3229,0.9999,0.9355,0.4845,0.5
kuramoto,440,CH,0.4625,0.1705,0.9997,0.2973,0.579,0.75
kuramoto,441,CG,0.1634,0.1693,0.9999,0.7416,0.078,0.5
kuramoto,442,CG,0.0519,0.6949,1.0,0.9411,0.1179,0.5
kuramoto,443,CH,0.0032,0.1982,0.9999,0.3655,0.0525,0.5
kuramoto,444,CH,0.2162,0.1343,1.0,0.5023,0.4541,0.5
kuramoto,445,CG,0.2436,0.1582,0.9999,0.2572,0.0352,0.75
kuramoto,446,CH,0.0817,0.2894,0.9999,0.8433,0.0591,0.5
kuramoto,447,CH,0.0,0.1413,1.0,0.366,0.2652,0.25
kuramoto,448,CG,0.029,0.1767,0.9999,0.8707,0.3488,0.5
kuramoto,449,CH,0.4335,0.1055,1.0,0.4965,0.39,0.5
kuramoto,450,CH,0.1187,0.217,1.0,0.428,0.1788,0.5
kuramoto,451,CH,0.531,0.1676,0.9999,0.3409,0.2116,0.5
kuramoto,452,CH,0.1187,0.1997,0.9999,0.386,0.2228,0.5
kuramoto,453,CG,0.2872,0.2204,0.9999,0.2961,0.0241,1.0
kuramoto,454,CH,0.2162,0.7974,0.9999,0.4177,0.0937,0.5
kuramoto,455,CH,0.35,0.2212,0.9999,0.7767,0.3567,0.5
kuramoto,456,CH,0.1187,0.1351,0.9999,0.344,0.4868,0.5
kuramoto,457,CH,0.531,0.1681,0.9999,0.2145,0.4714,0.5
kuramoto,458,CG,0.029,0.1141,1.0,0.46,0.5314,0.5
kuramoto,459,CH,0.0129,0.2346,0.9999,0.7246,0.1325,0.5
kuramoto,460,CH,0.0,0.2521,0.9999,0.9641,0.105,0.25
kuramoto,461,CH,0.2618,0.7222,0.9999,0.125,0.1142,0.75
kuramoto,462,CG,0.0817,0.1932,1.0,0.8821,0.3093,0.5
kuramoto,463,CH,0.2162,0.2867,0.9999,0.4313,0.4485,0.5
kuramoto,464,CG,0.0817,0.1281,1.0,0.8221,0.1643,0.5
kuramoto,465,CG,0.029,0.3304,1.0,0.4678,0.2773,0.5
kuramoto,466,CG,0.0032,0.1666,0.9999,0.7636,0.2177,0.5
kuramoto,467,CH,0.0,0.136,1.0,0.7089,0.4651,0.25
kuramoto,468,CH,0.0,0.1487,0.9999,0.2019,0.6198,0.25
kuramoto,469,CH,0.0519,0.3006,0.9999,0.7828,0.0641,0.5
kuramoto,470,CH,0.029,0.124,1.0,0.8273,0.0943,0.5
kuramoto,471,CH,0.0,0.3014,1.0,0.6327,0.4871,0.25
kuramoto,472,CG,0.0032,0.8288,1.0,0.4543,0.5119,0.5
kuramoto,473,CH,0.0,0.2188,1.0,0.7938,0.3838,0.25
kuramoto,474,CG,0.6466,0.1875,0.9999,0.6477,0.0543,0.5
kuramoto,475,CH,0.2162,0.1737,0.9999,0.8771,0.2127,0.5
kuramoto,476,CH,0.0,0.2358,1.0,0.6057,0.4826,0.25
kuramoto,477,CG,0.0,0.7603,1.0,0.7306,0.2238,0.5
kuramoto,478,CG,0.1187,0.264,1.0,0.7793,0.4161,0.5
kuramoto,479,CH,0.7892,0.1724,0.9999,0.3267,0.173,0.5
kuramoto,480,CH,0.2576,0.2995,0.9997,0.6916,0.0077,0.75
kuramoto,481,CG,0.0519,0.3184,1.0,0.9405,0.0763,0.5
kuramoto,482,CH,0.1187,0.2043,1.0,0.5433,0.1264,0.5
kuramoto,483,CH,0.2234,0.1581,0.9999,0.1196,0.0915,0.75
kuramoto,484,CG,0.029,0.14,1.0,0.6164,0.0716,0.5
kuramoto,485,CG,0.0129,0.1909,0.9999,0.6351,0.4787,0.5
kuramoto,486,CG,0.0,0.2214,0.9999,0.7071,0.0388,0.25
kuramoto,487,CG,0.4878,0.2069,0.9999,0.42,0.0153,0.75
kuramoto,488,CH,0.1986,0.1992,0.9999,0.2606,0.1509,1.0
kuramoto,489,CG,0.1187,0.1636,0.9999,0.3542,0.2816,0.5
kuramoto,490,CH,0.1187,0.3012,1.0,0.9994,0.0694,0.5
kuramoto,491,CH,0.1187,0.113,1.0,0.9047,0.1367,0.5
kuramoto,492,CH,0.0,0.119,1.0,0.7629,0.057,0.25
kuramoto,493,CH,0.1187,0.1302,1.0,0.7307,0.1027,0.5
kuramoto,494,CH,0.0519,0.3166,0.9999,0.5853,0.0378,0.5
kuramoto,495,CH,0.6466,0.195,0.9999,0.89,0.4422,0.5
kuramoto,496,CH,0.0,0.1751,0.9999,0.7358,0.2366,0.25
kuramoto,497,CG,0.1187,0.2089,1.0,0.761,0.3669,0.5
kuramoto,498,CH,0.7892,0.2392,0.9999,0.9375,0.1064,0.5
kuramoto,499,CG,0.2688,0.5034,0.9998,0.1921,0.2599,0.75
lotka_volterra,0,CH,0.0,0.0352,0.9999,0.103,0.4762,0.25
lotka_volterra,1,CH,0.0,0.0371,0.9999,0.0137,0.7734,0.25
lotka_volterra,2,CH,0.0,0.025,0.9999,0.0998,0.7489,0.25
lotka_volterra,3,CH,0.0,0.0247,1.0,0.1349,0.4321,0.25
lotka_volterra,4,CH,0.0,0.029,1.0,0.0607,0.7426,0.25
lotka_volterra,5,CH,0.0,0.026,0.9999,0.0444,0.767,0.25
lotka_volterra,6,CH,0.6466,0.0397,0.9998,0.0443,0.5908,0.5
lotka_volterra,7,CH,0.0,0.0369,0.9999,0.0439,0.7192,0.25
lotka_volterra,8,CH,0.0,0.0164,1.0,0.1119,0.6884,0.25
lotka_volterra,9,CH,0.0,0.0322,1.0,0.132,0.5312,0.25
lotka_volterra,10,CH,0.0,0.034,1.0,0.0337,0.754,0.25
lotka_volterra,11,CH,0.0,0.0274,0.9999,0.0304,0.7202,0.25
lotka_volterra,12,CH,0.0,0.024,0.9999,0.0326,0.7222,0.25
lotka_volterra,13,CH,0.0,0.0293,1.0,0.1529,0.5753,0.25
lotka_volterra,14,CH,0.7892,0.0231,0.9999,0.0851,0.6862,0.5
lotka_volterra,15,CH,0.0,0.0303,0.9998,0.1037,0.6936,0.25
lotka_volterra,16,CH,0.0,0.0172,1.0,0.1562,0.5554,0.25
lotka_volterra,17,CH,0.0,0.0251,1.0,0.06,0.7775,0.25
lotka_volterra,18,CH,0.7892,0.0244,0.9999,0.0287,0.77,0.5
lotka_volterra,19,CH,0.0,0.0376,1.0,0.0351,0.7671,0.25
lotka_volterra,20,CH,0.0,0.0241,1.0,0.1519,0.4803,0.25
lotka_volterra,21,CH,0.0,0.0185,1.0,0.1051,0.6674,0.25
lotka_volterra,22,CH,0.6466,0.0349,0.9989,0.0755,0.5681,0.5
lotka_volterra,23,CH,0.0,0.0296,1.0,0.1388,0.4058,0.25
lotka_volterra,24,CH,0.0,0.0188,0.9999,0.1394,0.6804,0.25
lotka_volterra,25,CH,0.0,0.0221,1.0,0.1454,0.5208,0.25
lotka_volterra,26,CH,0.0,0.029,1.0,0.1302,0.6022,0.25
lotka_volterra,27,CH,0.0,0.0187,1.0,0.1124,0.6382,0.25
lotka_volterra,28,CH,0.0,0.0224,1.0,0.1288,0.6494,0.25
lotka_volterra,29,CH,0.0,0.0363,0.9999,0.1336,0.5463,0.25
lotka_volterra,30,CH,0.0,0.0206,1.0,0.122,0.7026,0.25
lotka_volterra,31,CH,0.0,0.0519,0.9999,0.1237,0.5701,0.25
lotka_volterra,32,CH,0.0,0.0237,1.0,0.1227,0.6031,0.25
lotka_volterra,33,CH,0.0,0.0319,0.9999,0.0162,0.7831,0.25
lotka_volterra,34,CH,0.0,0.0271,1.0,0.0673,0.7769,0.25
lotka_volterra,35,CH,0.0,0.0331,1.0,0.1655,0.5386,0.25
lotka_volterra,36,CH,0.0,0.0603,1.0,0.1596,0.5071,0.25
lotka_volterra,37,CH,0.0,0.0166,1.0,0.0872,0.721,0.25
lotka_volterra,38,CH,0.0,0.0304,0.9999,0.0061,0.7914,0.25
lotka_volterra,39,CH,0.0,0.0266,1.0,0.1414,0.6294,0.25
lotka_volterra,40,CH,0.0,0.036,1.0,0.098,0.7116,0.25
lotka_volterra,41,CH,0.0,0.0235,0.9999,0.0162,0.7806,0.25
lotka_volterra,42,CH,0.0,0.0315,0.9999,0.1574,0.58,0.25
lotka_volterra,43,CH,0.0,0.0329,0.9999,0.0852,0.7326,0.25
lotka_volterra,44,CH,0.0,0.0301,0.9999,0.0572,0.7412,0.25
lotka_volterra,45,CH,0.0,0.0266,1.0,0.1589,0.5947,0.25
lotka_volterra,46,CH,0.0,0.0272,1.0,0.1711,0.5173,0.25
lotka_volterra,47,CH,0.0,0.0351,0.9999,0.1034,0.7115,0.25
lotka_volterra,48,CH,0.0,0.0112,1.0,0.1566,0.491,0.25
lotka_volterra,49,CH,0.0,0.0151,1.0,0.1217,0.3756,0.25
lotka_volterra,50,CH,0.0,0.0311,1.0,0.1075,0.715,0.25
lotka_volterra,51,CH,0.0,0.0287,1.0,0.1391,0.6023,0.25
lotka_volterra,52,CH,0.0,0.0191,1.0,0.1303,0.6367,0.25
lotka_volterra,53,CH,0.0,0.0235,0.9999,0.0317,0.7809,0.25
lotka_volterra,54,CH,0.0,0.0289,0.9999,0.0353,0.7778,0.25
lotka_volterra,55,CH,0.0,0.0282,1.0,0.1292,0.618,0.25
lotka_volterra,56,CH,0.0,0.0302,0.9999,0.0291,0.6985,0.25
lotka_volterra,57,CH,0.0,0.0166,1.0,0.0225,0.7798,0.25
lotka_volterra,58,CH,0.0,0.0181,0.9999,0.1205,0.6616,0.25
lotka_volterra,59,CH,0.0,0.032,1.0,0.135,0.5563,0.25
lotka_volterra,60,CH,0.0,0.0233,1.0,0.1502,0.5373,0.25
lotka_volterra,61,CH,0.0,0.0421,0.9999,0.0021,0.7769,0.25
lotka_volterra,62,CH,0.0,0.0275,0.9999,0.0319,0.7616,0.25
lotka_volterra,63,CH,0.0,0.053,1.0,0.1375,0.5961,0.25
lotka_volterra,64,CH,0.0,0.0215,1.0,0.1197,0.7079,0.25
lotka_volterra,65,CH,0.0,0.036,0.9999,0.0346,0.766,0.25
lotka_volterra,66,CH,0.0,0.0306,1.0,0.1278,0.6777,0.25
lotka_volterra,67,CH,0.0,0.0211,1.0,0.095,0.7477,0.25
lotka_volterra,68,CH,0.0,0.0196,0.9999,0.0715,0.6274,0.25
lotka_volterra,69,CH,0.7892,0.021,0.9999,0.0505,0.7724,0.5
lotka_volterra,70,CH,0.0,0.0162,1.0,0.1605,0.5596,0.25
lotka_volterra,71,CH,0.0,0.0102,1.0,0.1386,0.625,0.25
lotka_volterra,72,CH,0.0,0.032,0.9999,0.1456,0.3839,0.25
lotka_volterra,73,CH,0.0,0.029,1.0,0.1382,0.5795,0.25
lotka_volterra,74,CH,0.0,0.0501,0.9999,0.1321,0.2263,0.25
lotka_volterra,75,CH,0.0,0.0144,1.0,0.1206,0.6488,0.25
lotka_volterra,76,CH,0.0,0.027,1.0,0.145,0.5623,0.25
lotka_volterra,77,CH,0.7892,0.0233,0.9999,0.1121,0.5906,0.5
lotka_volterra,78,CH,0.0,0.0265,1.0,0.1076,0.7055,0.25
lotka_volterra,79,CH,0.0,0.012,1.0,0.0224,0.7845,0.25
lotka_volterra,80,CH,0.0,0.0225,1.0,0.087,0.7591,0.25
lotka_volterra,81,CH,0.0,0.0197,0.9999,0.0551,0.7573,0.25
lotka_volterra,82,CH,0.0,0.0385,0.9996,0.115,0.7003,0.25
lotka_volterra,83,CH,0.7892,0.0346,0.9997,0.0094,0.6063,0.5
lotka_volterra,84,CH,0.0,0.0445,1.0,0.1509,0.4415,0.25
lotka_volterra,85,CH,0.0,0.0174,1.0,0.1639,0.5496,0.25
lotka_volterra,86,CH,0.0,0.0241,0.9999,0.1432,0.4816,0.25
lotka_volterra,87,CH,0.0,0.0321,1.0,0.0681,0.749,0.25
lotka_volterra,88,CH,0.0,0.0298,0.9998,0.0865,0.6436,0.25
lotka_volterra,89,CH,0.0,0.0279,0.9999,0.1511,0.6442,0.25
lotka_volterra,90,CH,0.0,0.0336,1.0,0.1507,0.5949,0.25
lotka_volterra,91,CH,0.0,0.0353,1.0,0.1516,0.4878,0.25
lotka_volterra,92,CH,0.0,0.0405,1.0,0.124,0.3749,0.25
lotka_volterra,93,CH,0.0,0.0225,0.9999,0.084,0.7025,0.25
lotka_volterra,94,CH,0.0,0.0359,1.0,0.1465,0.5549,0.25
lotka_volterra,95,CH,0.0,0.0216,1.0,0.0789,0.5862,0.25
lotka_volterra,96,CH,0.0,0.0309,0.9999,0.1311,0.5661,0.25
lotka_volterra,97,CH,0.0,0.0228,0.9999,0.0539,0.7313,0.25
lotka_volterra,98,CH,0.0,0.0287,1.0,0.1551,0.5721,0.25
lotka_volterra,99,CL,0.7892,0.0313,0.9998,0.0,0.7534,0.5
lotka_volterra,100,CH,0.0,0.0343,1.0,0.0973,0.7324,0.25
lotka_volterra,101,CH,0.0,0.0303,1.0,0.1593,0.5031,0.25
lotka_volterra,102,CH,0.0,0.0568,1.0,0.1159,0.6853,0.25
lotka_volterra,103,CH,0.0,0.0339,1.0,0.1543,0.3976,0.25
lotka_volterra,104,CH,0.0,0.0251,0.9999,0.0509,0.7702,0.25
lotka_volterra,105,CH,0.0,0.0338,1.0,0.041,0.7854,0.25
lotka_volterra,106,CH,0.0,0.0315,1.0,0.135,0.6171,0.25
lotka_volterra,107,CH,0.0,0.0387,0.9999,0.058,0.7769,0.25
lotka_volterra,108,CH,0.0,0.0235,0.9999,0.0694,0.7657,0.25
lotka_volterra,109,CH,0.0,0.0266,0.9999,0.0241,0.7614,0.25
lotka_volterra,110,CH,0.0,0.04,1.0,0.0648,0.6969,0.25
lotka_volterra,111,CH,0.0,0.0238,1.0,0.0984,0.7364,0.25
lotka_volterra,112,CH,0.0,0.0146,0.9999,0.0274,0.7899,0.25
lotka_volterra,113,CH,0.0,0.0224,1.0,0.1125,0.6149,0.25
lotka_volterra,114,CH,0.7892,0.0362,0.9999,0.0574,0.7255,0.5
lotka_volterra,115,CH,0.0,0.0322,1.0,0.1287,0.5965,0.25
lotka_volterra,116,CH,0.0,0.0347,0.9999,0.0643,0.6795,0.25
lotka_volterra,117,CH,0.0,0.0268,1.0,0.1576,0.5893,0.25
lotka_volterra,118,CH,0.0,0.0314,0.9999,0.1176,0.5523,0.25
lotka_volterra,119,CH,0.7892,0.0269,0.9999,0.0973,0.6122,0.5
lotka_volterra,120,CH,0.0,0.0385,1.0,0.1232,0.3692,0.25
lotka_volterra,121,CH,0.0,0.0316,0.9995,0.0388,0.7812,0.25
lotka_volterra,122,CH,0.0,0.0267,0.9999,0.0809,0.7452,0.25
lotka_volterra,123,CH,0.0,0.0234,0.9999,0.0872,0.6507,0.25
lotka_volterra,124,CH,0.7892,0.0435,0.9998,0.1097,0.5963,0.5
lotka_volterra,125,CH,0.0,0.0286,1.0,0.1627,0.4819,0.25
lotka_volterra,126,CH,0.0,0.0181,0.9999,0.0529,0.7752,0.25
lotka_volterra,127,CH,0.0,0.0443,1.0,0.1342,0.6397,0.25
lotka_volterra,128,CH,0.0,0.0143,1.0,0.1228,0.7128,0.25
lotka_volterra,129,CH,0.0,0.032,0.9999,0.0648,0.7468,0.25
lotka_volterra,130,CH,0.0,0.0298,1.0,0.0821,0.7404,0.25
lotka_volterra,131,CH,0.0,0.015,1.0,0.156,0.5016,0.25
lotka_volterra,132,CH,0.0,0.0183,1.0,0.1403,0.6265,0.25
lotka_volterra,133,CH,0.0,0.0247,0.9999,0.0557,0.764,0.25
lotka_volterra,134,CH,0.0,0.0278,1.0,0.1186,0.7016,0.25
lotka_volterra,135,CH,0.7892,0.0132,0.9994,0.1364,0.1871,0.5
lotka_volterra,136,CH,0.6466,0.0305,0.9998,0.0685,0.6305,0.5
