depth,sector,condition,rg_similarity,propagation_coherence,locality_constraint_stability,conservation_transport_alignment,proto_field_persistence,recursive_interaction_boundedness,constrained_relation_gain,classification
64,P-N,NullPhysicalizationControl,0.7506,0.7232,0.6874,0.6977,0.6778,0.6611,0.7031,PROTO-PHYSICAL-PARTIAL
80,P-N,NullPhysicalizationControl,0.7498,0.697,0.679,0.6997,0.6896,0.6466,0.696,PROTO-PHYSICAL-DEGRADING
96,P-N,NullPhysicalizationControl,0.7453,0.7112,0.7097,0.6976,0.6621,0.6691,0.696,PROTO-PHYSICAL-PARTIAL
128,P-N,NullPhysicalizationControl,0.7653,0.7151,0.7023,0.6843,0.6607,0.6468,0.6761,PROTO-PHYSICAL-PARTIAL
160,P-N,NullPhysicalizationControl,0.7431,0.6868,0.6834,0.6791,0.6626,0.6606,0.6772,PROTO-PHYSICAL-DEGRADING
192,P-N,NullPhysicalizationControl,0.7365,0.7148,0.6922,0.6807,0.6791,0.6832,0.6708,PROTO-PHYSICAL-PARTIAL
256,P-N,NullPhysicalizationControl,0.7308,0.6878,0.6896,0.6875,0.679,0.6527,0.6705,PROTO-PHYSICAL-DEGRADING
320,P-N,NullPhysicalizationControl,0.7333,0.7059,0.6988,0.6734,0.6892,0.6478,0.6677,PROTO-PHYSICAL-PARTIAL
512,P-N,NullPhysicalizationControl,0.7646,0.7019,0.7073,0.6936,0.681,0.6603,0.6737,PROTO-PHYSICAL-PARTIAL
768,P-N,NullPhysicalizationControl,0.7586,0.692,0.7091,0.6725,0.6629,0.6543,0.673,PROTO-PHYSICAL-DEGRADING
1024,P-N,NullPhysicalizationControl,0.7552,0.6894,0.7021,0.6695,0.6692,0.6464,0.7026,PROTO-PHYSICAL-DEGRADING
1536,P-N,NullPhysicalizationControl,0.7386,0.6855,0.6861,0.6913,0.6579,0.6527,0.681,PROTO-PHYSICAL-DEGRADING
2048,P-N,NullPhysicalizationControl,0.7627,0.7201,0.6757,0.6872,0.6548,0.6813,0.6951,PROTO-PHYSICAL-PARTIAL
3072,P-N,NullPhysicalizationControl,0.7355,0.6895,0.6842,0.6881,0.6692,0.6696,0.6688,PROTO-PHYSICAL-DEGRADING
4096,P-N,NullPhysicalizationControl,0.7579,0.7054,0.6993,0.6918,0.6806,0.6614,0.6805,PROTO-PHYSICAL-PARTIAL
6144,P-N,NullPhysicalizationControl,0.7496,0.7039,0.6806,0.6635,0.6764,0.6708,0.664,PROTO-PHYSICAL-PARTIAL
8192,P-N,NullPhysicalizationControl,0.7364,0.6816,0.6732,0.6795,0.6526,0.6631,0.6916,PROTO-PHYSICAL-DEGRADING
12288,P-N,NullPhysicalizationControl,0.7116,0.6779,0.6769,0.6626,0.6516,0.6668,0.6571,PROTO-PHYSICAL-DEGRADING
16384,P-N,NullPhysicalizationControl,0.7182,0.6668,0.6701,0.6716,0.6443,0.6496,0.6488,PROTO-PHYSICAL-DEGRADING
24576,P-N,NullPhysicalizationControl,0.7176,0.6538,0.6596,0.6494,0.6505,0.6488,0.6699,PROTO-PHYSICAL-DEGRADING
32768,P-N,NullPhysicalizationControl,0.7074,0.6749,0.6684,0.6471,0.6428,0.6233,0.6511,PROTO-PHYSICAL-DEGRADING
65536,P-N,NullPhysicalizationControl,0.6675,0.6314,0.6296,0.6195,0.5935,0.6036,0.6173,PROTO-PHYSICAL-DEGRADING
131072,P-N,NullPhysicalizationControl,0.5962,0.5648,0.5371,0.5425,0.5423,0.5332,0.5538,PROTO-PHYSICAL-DEGRADING
1,A-N,ConstrainedTransportPropagation,0.9379,0.924,0.9254,0.9046,0.8572,0.8758,0.8899,PROTO-PHYSICAL-STABLE
2,A-N,ConstrainedTransportPropagation,0.9294,0.9072,0.8939,0.8867,0.8894,0.8473,0.8913,PROTO-PHYSICAL-STABLE
4,A-N,ConstrainedTransportPropagation,0.96,0.9386,0.901,0.9054,0.8945,0.8715,0.8854,PROTO-PHYSICAL-STABLE
6,A-N,ConstrainedTransportPropagation,0.96,0.9271,0.9185,0.9001,0.8607,0.8672,0.8796,PROTO-PHYSICAL-STABLE
8,A-N,ConstrainedTransportPropagation,0.9514,0.9124,0.892,0.911,0.8756,0.8558,0.8888,PROTO-PHYSICAL-STABLE
12,A-N,ConstrainedTransportPropagation,0.9411,0.9377,0.8874,0.8821,0.8661,0.8659,0.9086,PROTO-PHYSICAL-STABLE
16,A-N,ConstrainedTransportPropagation,0.9432,0.9118,0.9049,0.8998,0.867,0.872,0.8939,PROTO-PHYSICAL-STABLE
20,A-N,ConstrainedTransportPropagation,0.9292,0.934,0.8977,0.8993,0.8726,0.8611,0.8792,PROTO-PHYSICAL-STABLE
24,A-N,ConstrainedTransportPropagation,0.9508,0.9204,0.9129,0.8816,0.8669,0.8486,0.8766,PROTO-PHYSICAL-STABLE
32,A-N,ConstrainedTransportPropagation,0.9246,0.9352,0.9018,0.8965,0.862,0.8853,0.8818,PROTO-PHYSICAL-STABLE
40,A-N,ConstrainedTransportPropagation,0.9359,0.9414,0.9049,0.8916,0.8704,0.8829,0.9122,PROTO-PHYSICAL-STABLE
48,A-N,ConstrainedTransportPropagation,0.9239,0.9206,0.8864,0.8774,0.8952,0.8796,0.9086,PROTO-PHYSICAL-STABLE
64,A-N,ConstrainedTransportPropagation,0.9317,0.9336,0.8928,0.879,0.875,0.8524,0.9112,PROTO-PHYSICAL-STABLE
80,A-N,ConstrainedTransportPropagation,0.9548,0.923,0.8951,0.8825,0.8614,0.8777,0.9035,PROTO-PHYSICAL-STABLE
96,A-N,ConstrainedTransportPropagation,0.9357,0.9342,0.8879,0.9111,0.8842,0.8464,0.9139,PROTO-PHYSICAL-STABLE
128,A-N,ConstrainedTransportPropagation,0.9413,0.9197,0.8885,0.8906,0.8796,0.8511,0.901,PROTO-PHYSICAL-STABLE
160,A-N,ConstrainedTransportPropagation,0.938,0.9105,0.9152,0.8814,0.8557,0.8652,0.9043,PROTO-PHYSICAL-STABLE
192,A-N,ConstrainedTransportPropagation,0.9577,0.9172,0.9095,0.9031,0.8907,0.869,0.9021,PROTO-PHYSICAL-STABLE
256,A-N,ConstrainedTransportPropagation,0.936,0.9064,0.8955,0.9075,0.8632,0.8795,0.9144,PROTO-PHYSICAL-STABLE
320,A-N,ConstrainedTransportPropagation,0.9464,0.918,0.9096,0.8822,0.877,0.8631,0.8898,PROTO-PHYSICAL-STABLE
512,A-N,ConstrainedTransportPropagation,0.9455,0.9106,0.9122,0.9022,0.8936,0.8693,0.8841,PROTO-PHYSICAL-STABLE
768,A-N,ConstrainedTransportPropagation,0.9325,0.9389,0.9201,0.9067,0.856,0.865,0.888,PROTO-PHYSICAL-STABLE
1024,A-N,ConstrainedTransportPropagation,0.9341,0.9166,0.9104,0.9009,0.8738,0.8468,0.8849,PROTO-PHYSICAL-STABLE
1536,A-N,ConstrainedTransportPropagation,0.9473,0.9181,0.9059,0.9085,0.8531,0.8614,0.8791,PROTO-PHYSICAL-STABLE
2048,A-N,ConstrainedTransportPropagation,0.9231,0.9102,0.9114,0.876,0.8524,0.8451,0.8819,PROTO-PHYSICAL-STABLE
3072,A-N,ConstrainedTransportPropagation,0.9169,0.9166,0.9161,0.9088,0.8782,0.8594,0.8859,PROTO-PHYSICAL-STABLE
4096,A-N,ConstrainedTransportPropagation,0.9241,0.9292,0.8963,0.903,0.8731,0.8544,0.8971,PROTO-PHYSICAL-STABLE
6144,A-N,ConstrainedTransportPropagation,0.9213,0.9277,0.8995,0.87,0.8679,0.867,0.8674,PROTO-PHYSICAL-STABLE
8192,A-N,ConstrainedTransportPropagation,0.9436,0.9053,0.8884,0.876,0.8429,0.8332,0.8743,PROTO-PHYSICAL-STABLE
12288,A-N,ConstrainedTransportPropagation,0.9038,0.9135,0.8739,0.8797,0.8353,0.8411,0.8893,PROTO-PHYSICAL-STABLE
16384,A-N,ConstrainedTransportPropagation,0.9294,0.8829,0.8743,0.8595,0.8668,0.8321,0.882,PROTO-PHYSICAL-BOUNDED
24576,A-N,ConstrainedTransportPropagation,0.8792,0.8998,0.87,0.8596,0.8159,0.836,0.8593,PROTO-PHYSICAL-BOUNDED
32768,A-N,ConstrainedTransportPropagation,0.8753,0.8602,0.8681,0.8501,0.8272,0.8062,0.8496,PROTO-PHYSICAL-BOUNDED
65536,A-N,ConstrainedTransportPropagation,0.8153,0.8322,0.785,0.7962,0.787,0.7807,0.7997,PROTO-PHYSICAL-BOUNDED
131072,A-N,ConstrainedTransportPropagation,0.7492,0.7409,0.7196,0.7051,0.6918,0.6785,0.7087,PROTO-PHYSICAL-PARTIAL
1,A-N,RecursiveLocalityEmergence,0.9484,0.9275,0.9205,0.8876,0.8929,0.8818,0.8951,PROTO-PHYSICAL-STABLE
2,A-N,RecursiveLocalityEmergence,0.9586,0.9049,0.9349,0.9086,0.8729,0.8722,0.9031,PROTO-PHYSICAL-STABLE
4,A-N,RecursiveLocalityEmergence,0.9484,0.9265,0.9095,0.8942,0.8669,0.8764,0.8749,PROTO-PHYSICAL-STABLE
6,A-N,RecursiveLocalityEmergence,0.9507,0.9352,0.9112,0.9129,0.8974,0.8483,0.9023,PROTO-PHYSICAL-STABLE
8,A-N,RecursiveLocalityEmergence,0.9449,0.9331,0.9084,0.8937,0.8886,0.8629,0.9039,PROTO-PHYSICAL-STABLE
12,A-N,RecursiveLocalityEmergence,0.96,0.9221,0.9356,0.8969,0.902,0.8826,0.8767,PROTO-PHYSICAL-STABLE
16,A-N,RecursiveLocalityEmergence,0.9593,0.8978,0.9152,0.8966,0.8776,0.8489,0.8726,PROTO-PHYSICAL-BOUNDED
20,A-N,RecursiveLocalityEmergence,0.9336,0.9112,0.9199,0.9065,0.8693,0.8783,0.8727,PROTO-PHYSICAL-STABLE
24,A-N,RecursiveLocalityEmergence,0.9491,0.9059,0.9107,0.8969,0.8905,0.8666,0.901,PROTO-PHYSICAL-STABLE
32,A-N,RecursiveLocalityEmergence,0.9539,0.9105,0.9093,0.9087,0.8918,0.8796,0.8722,PROTO-PHYSICAL-STABLE
40,A-N,RecursiveLocalityEmergence,0.929,0.9317,0.9134,0.8779,0.8798,0.8529,0.8794,PROTO-PHYSICAL-STABLE
48,A-N,RecursiveLocalityEmergence,0.9496,0.8978,0.9286,0.8758,0.8987,0.884,0.8904,PROTO-PHYSICAL-BOUNDED
64,A-N,RecursiveLocalityEmergence,0.9273,0.9131,0.9282,0.8908,0.8939,0.8824,0.8878,PROTO-PHYSICAL-STABLE
80,A-N,RecursiveLocalityEmergence,0.9432,0.9174,0.9381,0.8893,0.8753,0.8561,0.9025,PROTO-PHYSICAL-STABLE
96,A-N,RecursiveLocalityEmergence,0.9559,0.9162,0.9271,0.8923,0.8765,0.8672,0.8826,PROTO-PHYSICAL-STABLE
128,A-N,RecursiveLocalityEmergence,0.9413,0.9152,0.9099,0.8916,0.8862,0.8462,0.8992,PROTO-PHYSICAL-STABLE
160,A-N,RecursiveLocalityEmergence,0.9512,0.8965,0.94,0.8821,0.9041,0.8523,0.8863,PROTO-PHYSICAL-BOUNDED
192,A-N,RecursiveLocalityEmergence,0.9478,0.9264,0.9164,0.8909,0.8874,0.8727,0.9038,PROTO-PHYSICAL-STABLE
256,A-N,RecursiveLocalityEmergence,0.9366,0.9022,0.9129,0.8968,0.8876,0.8496,0.8685,PROTO-PHYSICAL-STABLE
320,A-N,RecursiveLocalityEmergence,0.9388,0.9082,0.9327,0.9055,0.9023,0.8588,0.8679,PROTO-PHYSICAL-STABLE
512,A-N,RecursiveLocalityEmergence,0.9501,0.9256,0.9294,0.8796,0.8945,0.847,0.8771,PROTO-PHYSICAL-STABLE
768,A-N,RecursiveLocalityEmergence,0.937,0.8978,0.9151,0.8835,0.8991,0.8663,0.8783,PROTO-PHYSICAL-BOUNDED
1024,A-N,RecursiveLocalityEmergence,0.9408,0.9295,0.9209,0.9077,0.8722,0.8559,0.8941,PROTO-PHYSICAL-STABLE
1536,A-N,RecursiveLocalityEmergence,0.9496,0.9149,0.9236,0.9088,0.8634,0.8822,0.8728,PROTO-PHYSICAL-STABLE
2048,A-N,RecursiveLocalityEmergence,0.9333,0.9115,0.9131,0.8861,0.8838,0.8674,0.8986,PROTO-PHYSICAL-STABLE
3072,A-N,RecursiveLocalityEmergence,0.9431,0.9016,0.9249,0.8792,0.8645,0.8738,0.8697,PROTO-PHYSICAL-STABLE
4096,A-N,RecursiveLocalityEmergence,0.9271,0.9262,0.929,0.9034,0.8825,0.8638,0.8911,PROTO-PHYSICAL-STABLE
6144,A-N,RecursiveLocalityEmergence,0.9201,0.9078,0.9189,0.8922,0.8821,0.8509,0.8717,PROTO-PHYSICAL-STABLE
8192,A-N,RecursiveLocalityEmergence,0.932,0.8873,0.9005,0.8777,0.8555,0.8406,0.8755,PROTO-PHYSICAL-BOUNDED
12288,A-N,RecursiveLocalityEmergence,0.9316,0.897,0.9095,0.8789,0.8589,0.8468,0.87,PROTO-PHYSICAL-BOUNDED
16384,A-N,RecursiveLocalityEmergence,0.9104,0.9023,0.9055,0.8736,0.8668,0.8434,0.8655,PROTO-PHYSICAL-STABLE
24576,A-N,RecursiveLocalityEmergence,0.9005,0.8778,0.8935,0.8608,0.8471,0.8064,0.8447,PROTO-PHYSICAL-BOUNDED
32768,A-N,RecursiveLocalityEmergence,0.8908,0.8449,0.8582,0.834,0.8279,0.8049,0.8151,PROTO-PHYSICAL-BOUNDED
65536,A-N,RecursiveLocalityEmergence,0.8218,0.8078,0.8119,0.7745,0.782,0.763,0.7773,PROTO-PHYSICAL-BOUNDED
131072,A-N,RecursiveLocalityEmergence,0.7633,0.7258,0.7376,0.7086,0.7142,0.6803,0.7038,PROTO-PHYSICAL-PARTIAL
1,A-N,ConservationBoundInteraction,0.9242,0.9083,0.9041,0.9108,0.8824,0.8766,0.8693,PROTO-PHYSICAL-STABLE
2,A-N,ConservationBoundInteraction,0.9589,0.9103,0.8987,0.899,0.8845,0.8796,0.8726,PROTO-PHYSICAL-STABLE
4,A-N,ConservationBoundInteraction,0.9375,0.9229,0.898,0.9294,0.882,0.8694,0.8992,PROTO-PHYSICAL-STABLE
6,A-N,ConservationBoundInteraction,0.9393,0.9219,0.9251,0.9229,0.8803,0.8761,0.8939,PROTO-PHYSICAL-STABLE
8,A-N,ConservationBoundInteraction,0.9544,0.9182,0.8968,0.9216,0.8896,0.8793,0.9026,PROTO-PHYSICAL-STABLE
12,A-N,ConservationBoundInteraction,0.95,0.9227,0.9248,0.9085,0.8812,0.892,0.9016,PROTO-PHYSICAL-STABLE
16,A-N,ConservationBoundInteraction,0.9344,0.9141,0.9072,0.8988,0.8674,0.8839,0.8909,PROTO-PHYSICAL-STABLE
20,A-N,ConservationBoundInteraction,0.9529,0.9186,0.8904,0.9158,0.8693,0.8827,0.8818,PROTO-PHYSICAL-STABLE
24,A-N,ConservationBoundInteraction,0.9552,0.9071,0.9243,0.9095,0.8996,0.8949,0.8721,PROTO-PHYSICAL-STABLE
32,A-N,ConservationBoundInteraction,0.9546,0.9122,0.8911,0.9057,0.8912,0.8753,0.8846,PROTO-PHYSICAL-STABLE
40,A-N,ConservationBoundInteraction,0.9597,0.9247,0.9023,0.9197,0.8677,0.8696,0.8699,PROTO-PHYSICAL-STABLE
48,A-N,ConservationBoundInteraction,0.958,0.921,0.9135,0.9093,0.8807,0.8954,0.8928,PROTO-PHYSICAL-STABLE
64,A-N,ConservationBoundInteraction,0.9266,0.8913,0.8995,0.9241,0.8826,0.9029,0.9011,PROTO-PHYSICAL-BOUNDED
80,A-N,ConservationBoundInteraction,0.9237,0.8916,0.9004,0.9239,0.8809,0.893,0.8703,PROTO-PHYSICAL-BOUNDED
96,A-N,ConservationBoundInteraction,0.9229,0.9246,0.9247,0.9266,0.8923,0.8738,0.8728,PROTO-PHYSICAL-STABLE
128,A-N,ConservationBoundInteraction,0.9397,0.891,0.9053,0.9225,0.866,0.8818,0.8926,PROTO-PHYSICAL-BOUNDED
160,A-N,ConservationBoundInteraction,0.9598,0.9196,0.8889,0.9089,0.8838,0.8833,0.8928,PROTO-PHYSICAL-STABLE
192,A-N,ConservationBoundInteraction,0.9349,0.9171,0.915,0.9157,0.8843,0.8824,0.8808,PROTO-PHYSICAL-STABLE
256,A-N,ConservationBoundInteraction,0.9232,0.9183,0.9098,0.9031,0.8861,0.8929,0.8659,PROTO-PHYSICAL-STABLE
320,A-N,ConservationBoundInteraction,0.934,0.9024,0.9068,0.93,0.8815,0.8748,0.8689,PROTO-PHYSICAL-STABLE
512,A-N,ConservationBoundInteraction,0.9467,0.9222,0.8965,0.9228,0.9043,0.874,0.8773,PROTO-PHYSICAL-STABLE
768,A-N,ConservationBoundInteraction,0.925,0.9082,0.9014,0.93,0.8798,0.9024,0.8771,PROTO-PHYSICAL-STABLE
1024,A-N,ConservationBoundInteraction,0.9423,0.8854,0.9231,0.9289,0.8831,0.8794,0.8969,PROTO-PHYSICAL-BOUNDED
1536,A-N,ConservationBoundInteraction,0.9251,0.9006,0.907,0.8994,0.8779,0.8698,0.8794,PROTO-PHYSICAL-STABLE
2048,A-N,ConservationBoundInteraction,0.9476,0.8928,0.9203,0.9273,0.8828,0.8651,0.8975,PROTO-PHYSICAL-BOUNDED
3072,A-N,ConservationBoundInteraction,0.9481,0.914,0.9142,0.9062,0.8882,0.889,0.8734,PROTO-PHYSICAL-STABLE
4096,A-N,ConservationBoundInteraction,0.9229,0.8809,0.8791,0.9124,0.8823,0.8913,0.897,PROTO-PHYSICAL-BOUNDED
6144,A-N,ConservationBoundInteraction,0.9356,0.8953,0.8955,0.9179,0.8812,0.8759,0.8596,PROTO-PHYSICAL-BOUNDED
8192,A-N,ConservationBoundInteraction,0.9298,0.8904,0.907,0.8915,0.8564,0.8706,0.8574,PROTO-PHYSICAL-BOUNDED
12288,A-N,ConservationBoundInteraction,0.9252,0.8707,0.8675,0.8828,0.8527,0.8813,0.8654,PROTO-PHYSICAL-BOUNDED
16384,A-N,ConservationBoundInteraction,0.9135,0.8821,0.8952,0.8691,0.8717,0.8594,0.8755,PROTO-PHYSICAL-BOUNDED
24576,A-N,ConservationBoundInteraction,0.9064,0.8642,0.8445,0.8682,0.8618,0.8356,0.8354,PROTO-PHYSICAL-BOUNDED
32768,A-N,ConservationBoundInteraction,0.8838,0.8557,0.8364,0.858,0.837,0.8427,0.831,PROTO-PHYSICAL-BOUNDED
65536,A-N,ConservationBoundInteraction,0.8435,0.7848,0.8176,0.8131,0.7662,0.7721,0.7698,PROTO-PHYSICAL-PARTIAL
131072,A-N,ConservationBoundInteraction,0.7363,0.7179,0.7294,0.719,0.7148,0.7019,0.7101,PROTO-PHYSICAL-PARTIAL
1,A-N,ProtoFieldCoherenceMapping,0.9518,0.9339,0.8842,0.9004,0.907,0.8472,0.9086,PROTO-PHYSICAL-STABLE
2,A-N,ProtoFieldCoherenceMapping,0.9258,0.9055,0.9078,0.8895,0.9064,0.8584,0.8878,PROTO-PHYSICAL-STABLE
4,A-N,ProtoFieldCoherenceMapping,0.9518,0.9289,0.8997,0.9082,0.8975,0.8656,0.8906,PROTO-PHYSICAL-STABLE
6,A-N,ProtoFieldCoherenceMapping,0.9288,0.9339,0.9102,0.9145,0.894,0.8663,0.9054,PROTO-PHYSICAL-STABLE
8,A-N,ProtoFieldCoherenceMapping,0.9273,0.9249,0.9105,0.8872,0.8874,0.8806,0.8781,PROTO-PHYSICAL-STABLE
12,A-N,ProtoFieldCoherenceMapping,0.9283,0.9133,0.9106,0.8888,0.8862,0.8493,0.8999,PROTO-PHYSICAL-STABLE
16,A-N,ProtoFieldCoherenceMapping,0.9263,0.9354,0.9149,0.8955,0.9095,0.8551,0.8957,PROTO-PHYSICAL-STABLE
20,A-N,ProtoFieldCoherenceMapping,0.9534,0.9138,0.8764,0.8881,0.9091,0.8847,0.8864,PROTO-PHYSICAL-STABLE
24,A-N,ProtoFieldCoherenceMapping,0.9177,0.9291,0.9042,0.9121,0.9058,0.8838,0.899,PROTO-PHYSICAL-STABLE
32,A-N,ProtoFieldCoherenceMapping,0.9373,0.9211,0.9133,0.8972,0.903,0.8456,0.889,PROTO-PHYSICAL-STABLE
40,A-N,ProtoFieldCoherenceMapping,0.9359,0.8979,0.8895,0.8824,0.8936,0.8775,0.8783,PROTO-PHYSICAL-BOUNDED
48,A-N,ProtoFieldCoherenceMapping,0.9479,0.9229,0.88,0.9033,0.8923,0.8642,0.8942,PROTO-PHYSICAL-STABLE
64,A-N,ProtoFieldCoherenceMapping,0.9556,0.904,0.8764,0.8986,0.92,0.8668,0.8757,PROTO-PHYSICAL-STABLE
80,A-N,ProtoFieldCoherenceMapping,0.9178,0.9078,0.891,0.9077,0.9188,0.8736,0.8896,PROTO-PHYSICAL-STABLE
96,A-N,ProtoFieldCoherenceMapping,0.9442,0.9065,0.8834,0.9068,0.8914,0.8577,0.9154,PROTO-PHYSICAL-STABLE
128,A-N,ProtoFieldCoherenceMapping,0.9419,0.9136,0.9055,0.9057,0.8978,0.8526,0.9145,PROTO-PHYSICAL-STABLE
160,A-N,ProtoFieldCoherenceMapping,0.9349,0.9244,0.9039,0.8928,0.9058,0.862,0.9007,PROTO-PHYSICAL-STABLE
192,A-N,ProtoFieldCoherenceMapping,0.9507,0.9128,0.8815,0.9058,0.8896,0.8627,0.8923,PROTO-PHYSICAL-STABLE
256,A-N,ProtoFieldCoherenceMapping,0.9194,0.9292,0.9038,0.8821,0.9083,0.8662,0.9032,PROTO-PHYSICAL-STABLE
320,A-N,ProtoFieldCoherenceMapping,0.9175,0.9019,0.8927,0.882,0.8959,0.8649,0.9002,PROTO-PHYSICAL-STABLE
512,A-N,ProtoFieldCoherenceMapping,0.925,0.8963,0.8834,0.8983,0.8902,0.8588,0.8954,PROTO-PHYSICAL-BOUNDED
768,A-N,ProtoFieldCoherenceMapping,0.9206,0.9252,0.9056,0.8765,0.9053,0.8505,0.8974,PROTO-PHYSICAL-STABLE
1024,A-N,ProtoFieldCoherenceMapping,0.9166,0.9322,0.8795,0.9102,0.8879,0.8457,0.893,PROTO-PHYSICAL-STABLE
1536,A-N,ProtoFieldCoherenceMapping,0.9264,0.9219,0.9085,0.8774,0.9052,0.8813,0.9128,PROTO-PHYSICAL-STABLE
2048,A-N,ProtoFieldCoherenceMapping,0.9162,0.9308,0.8955,0.899,0.8934,0.8437,0.9104,PROTO-PHYSICAL-STABLE
3072,A-N,ProtoFieldCoherenceMapping,0.9259,0.9077,0.8776,0.8728,0.8957,0.8552,0.8845,PROTO-PHYSICAL-STABLE
4096,A-N,ProtoFieldCoherenceMapping,0.9359,0.9126,0.8686,0.8767,0.9011,0.8545,0.8982,PROTO-PHYSICAL-STABLE
6144,A-N,ProtoFieldCoherenceMapping,0.9218,0.9163,0.8777,0.8798,0.8972,0.8614,0.8952,PROTO-PHYSICAL-STABLE
8192,A-N,ProtoFieldCoherenceMapping,0.9126,0.917,0.8948,0.8673,0.8994,0.8669,0.8979,PROTO-PHYSICAL-STABLE
12288,A-N,ProtoFieldCoherenceMapping,0.9201,0.9089,0.8588,0.8724,0.8858,0.8264,0.8896,PROTO-PHYSICAL-STABLE
16384,A-N,ProtoFieldCoherenceMapping,0.9116,0.8791,0.8719,0.8495,0.8954,0.8432,0.8577,PROTO-PHYSICAL-BOUNDED
24576,A-N,ProtoFieldCoherenceMapping,0.9002,0.8719,0.8724,0.8487,0.8559,0.8345,0.8444,PROTO-PHYSICAL-BOUNDED
32768,A-N,ProtoFieldCoherenceMapping,0.8756,0.8511,0.8233,0.8352,0.8442,0.7962,0.8558,PROTO-PHYSICAL-BOUNDED
65536,A-N,ProtoFieldCoherenceMapping,0.8167,0.8259,0.7794,0.7994,0.7933,0.7801,0.7877,PROTO-PHYSICAL-BOUNDED
131072,A-N,ProtoFieldCoherenceMapping,0.7337,0.7279,0.7139,0.7083,0.7295,0.6985,0.699,PROTO-PHYSICAL-PARTIAL
1,A-N,RecursivePropagationPersistence,0.9525,0.9138,0.9187,0.8834,0.8925,0.8801,0.8888,PROTO-PHYSICAL-STABLE
2,A-N,RecursivePropagationPersistence,0.9358,0.9343,0.924,0.8992,0.8896,0.8475,0.9095,PROTO-PHYSICAL-STABLE
4,A-N,RecursivePropagationPersistence,0.9337,0.9179,0.8977,0.8707,0.9118,0.8835,0.8976,PROTO-PHYSICAL-STABLE
6,A-N,RecursivePropagationPersistence,0.9513,0.9284,0.9154,0.8786,0.8783,0.8649,0.888,PROTO-PHYSICAL-STABLE
8,A-N,RecursivePropagationPersistence,0.9517,0.9346,0.9035,0.8788,0.8893,0.8851,0.8853,PROTO-PHYSICAL-STABLE
12,A-N,RecursivePropagationPersistence,0.9485,0.9092,0.909,0.8755,0.8974,0.8562,0.9059,PROTO-PHYSICAL-STABLE
16,A-N,RecursivePropagationPersistence,0.9429,0.9351,0.9147,0.887,0.9024,0.8671,0.8882,PROTO-PHYSICAL-STABLE
20,A-N,RecursivePropagationPersistence,0.9195,0.9261,0.9114,0.8913,0.8792,0.8729,0.9043,PROTO-PHYSICAL-STABLE
24,A-N,RecursivePropagationPersistence,0.9275,0.9176,0.9017,0.8748,0.9059,0.8838,0.8946,PROTO-PHYSICAL-STABLE
32,A-N,RecursivePropagationPersistence,0.9508,0.9227,0.9002,0.8731,0.8939,0.8714,0.8897,PROTO-PHYSICAL-STABLE
40,A-N,RecursivePropagationPersistence,0.9556,0.9308,0.9034,0.8915,0.8844,0.8758,0.8923,PROTO-PHYSICAL-STABLE
48,A-N,RecursivePropagationPersistence,0.926,0.9203,0.9248,0.9046,0.9122,0.8751,0.901,PROTO-PHYSICAL-STABLE
64,A-N,RecursivePropagationPersistence,0.9501,0.9389,0.8872,0.8772,0.9117,0.8561,0.9093,PROTO-PHYSICAL-STABLE
80,A-N,RecursivePropagationPersistence,0.9189,0.9176,0.8996,0.8664,0.8914,0.8518,0.915,PROTO-PHYSICAL-STABLE
96,A-N,RecursivePropagationPersistence,0.9219,0.9233,0.9242,0.8784,0.9028,0.8466,0.8889,PROTO-PHYSICAL-STABLE
128,A-N,RecursivePropagationPersistence,0.949,0.918,0.9181,0.8888,0.8917,0.8638,0.9115,PROTO-PHYSICAL-STABLE
160,A-N,RecursivePropagationPersistence,0.9344,0.9365,0.9067,0.871,0.8861,0.8738,0.8908,PROTO-PHYSICAL-STABLE
192,A-N,RecursivePropagationPersistence,0.9255,0.9363,0.9091,0.8967,0.8864,0.8842,0.8843,PROTO-PHYSICAL-STABLE
256,A-N,RecursivePropagationPersistence,0.9553,0.9351,0.9244,0.8654,0.9113,0.8621,0.9031,PROTO-PHYSICAL-STABLE
320,A-N,RecursivePropagationPersistence,0.9164,0.9246,0.9038,0.8975,0.8862,0.8685,0.8958,PROTO-PHYSICAL-STABLE
512,A-N,RecursivePropagationPersistence,0.9217,0.9091,0.9116,0.8754,0.875,0.8679,0.8956,PROTO-PHYSICAL-STABLE
768,A-N,RecursivePropagationPersistence,0.9511,0.9414,0.9131,0.9022,0.9052,0.8473,0.8893,PROTO-PHYSICAL-STABLE
1024,A-N,RecursivePropagationPersistence,0.9384,0.9315,0.9071,0.867,0.9062,0.8803,0.9014,PROTO-PHYSICAL-STABLE
1536,A-N,RecursivePropagationPersistence,0.9398,0.9158,0.9002,0.8913,0.9103,0.8483,0.8802,PROTO-PHYSICAL-STABLE
2048,A-N,RecursivePropagationPersistence,0.9424,0.9122,0.9053,0.8889,0.9026,0.8747,0.91,PROTO-PHYSICAL-STABLE
3072,A-N,RecursivePropagationPersistence,0.9408,0.9077,0.8909,0.8806,0.9096,0.8707,0.8947,PROTO-PHYSICAL-STABLE
4096,A-N,RecursivePropagationPersistence,0.9162,0.9255,0.9092,0.8905,0.8826,0.8776,0.8783,PROTO-PHYSICAL-STABLE
