depth,sector,condition,rg_similarity,memory_persistence,historical_encoding_strength,lineage_memory_transfer,adaptive_history_modulation,reconstruction_accuracy,transport_memory_alignment,classification
256,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.2653,0.265,0.2628,0.2639,0.2565,0.2459,0.2595,MEMORY-FAILED
320,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.2283,0.2241,0.2214,0.2174,0.2118,0.208,0.2165,MEMORY-FAILED
512,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.1585,0.1539,0.1525,0.1493,0.147,0.1432,0.1498,MEMORY-FAILED
768,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.1096,0.1072,0.1051,0.1059,0.1011,0.1025,0.1043,MEMORY-FAILED
1024,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.0861,0.082,0.0841,0.0822,0.0781,0.0806,0.0803,MEMORY-FAILED
1536,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.0575,0.0582,0.056,0.0577,0.0558,0.055,0.0561,MEMORY-FAILED
2048,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.9487,0.9222,0.9009,0.909,0.8813,0.8756,0.9144,MEMORY-STABLE
2,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.929,0.9301,0.925,0.8856,0.8936,0.8822,0.9146,MEMORY-STABLE
4,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.9284,0.8898,0.874,0.8888,0.8766,0.8731,0.9126,MEMORY-BOUNDED
6,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.8944,0.8922,0.885,0.8655,0.8685,0.8285,0.8844,MEMORY-BOUNDED
8,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.8687,0.87,0.8606,0.8445,0.8218,0.8303,0.8568,MEMORY-BOUNDED
12,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.8665,0.8198,0.8074,0.8053,0.8094,0.8072,0.8272,MEMORY-BOUNDED
16,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.8231,0.798,0.781,0.7864,0.7696,0.7603,0.8222,MEMORY-PARTIAL
20,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.7951,0.7864,0.7591,0.7459,0.7572,0.7572,0.7773,MEMORY-PARTIAL
24,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.7758,0.7675,0.734,0.7398,0.7357,0.7264,0.7587,MEMORY-PARTIAL
32,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.7325,0.7144,0.6968,0.6981,0.6825,0.6634,0.6994,MEMORY-DEGRADING
40,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.6917,0.6796,0.6478,0.6612,0.6433,0.6445,0.6639,MEMORY-DEGRADING
48,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.6547,0.6166,0.6193,0.6235,0.6003,0.5981,0.6183,MEMORY-DEGRADING
64,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.5892,0.58,0.5516,0.567,0.5382,0.5447,0.5751,MEMORY-DEGRADING
80,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.5212,0.5237,0.5087,0.5131,0.5078,0.5037,0.5153,MEMORY-FAILED
96,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.4805,0.483,0.476,0.4624,0.4609,0.4451,0.4689,MEMORY-FAILED
128,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.4093,0.4079,0.4115,0.3945,0.3941,0.3945,0.4107,MEMORY-FAILED
160,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.3699,0.3547,0.3576,0.3507,0.3395,0.3386,0.3612,MEMORY-FAILED
192,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.3249,0.3138,0.308,0.3141,0.3014,0.307,0.3196,MEMORY-FAILED
256,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.2629,0.264,0.2532,0.2523,0.2542,0.2498,0.2627,MEMORY-FAILED
320,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.224,0.2207,0.2157,0.2174,0.21,0.2109,0.2207,MEMORY-FAILED
512,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.1575,0.1523,0.1529,0.1505,0.1453,0.1459,0.1512,MEMORY-FAILED
768,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.1098,0.1048,0.1046,0.1043,0.1017,0.1035,0.1047,MEMORY-FAILED
1024,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.083,0.0817,0.0829,0.08,0.0802,0.078,0.0827,MEMORY-FAILED
1536,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.0584,0.0575,0.0559,0.056,0.0542,0.0547,0.0577,MEMORY-FAILED
2048,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Antisymmetry-Neutral,TransportMemoryPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.9418,0.94,0.9105,0.8876,0.9057,0.8959,0.9047,MEMORY-STABLE
2,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.9112,0.9359,0.9146,0.8873,0.9074,0.8891,0.8878,MEMORY-STABLE
4,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.8935,0.8928,0.9028,0.8952,0.88,0.8585,0.8862,MEMORY-BOUNDED
6,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.8798,0.8738,0.8616,0.8681,0.8575,0.8429,0.8681,MEMORY-BOUNDED
8,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.8851,0.88,0.871,0.8329,0.874,0.8224,0.8429,MEMORY-BOUNDED
12,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.8287,0.8285,0.8236,0.8281,0.831,0.7988,0.8079,MEMORY-BOUNDED
16,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.8327,0.8059,0.8089,0.7932,0.788,0.7681,0.7735,MEMORY-BOUNDED
20,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.801,0.7836,0.7787,0.7696,0.7818,0.7371,0.7676,MEMORY-PARTIAL
24,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.7508,0.7611,0.7578,0.7376,0.7364,0.7065,0.7454,MEMORY-PARTIAL
32,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.7166,0.7016,0.7059,0.7009,0.7131,0.6895,0.6883,MEMORY-PARTIAL
40,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.6806,0.6625,0.6685,0.6645,0.6545,0.6487,0.649,MEMORY-DEGRADING
48,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.6385,0.6431,0.618,0.6186,0.6099,0.6109,0.6053,MEMORY-DEGRADING
64,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.5737,0.5632,0.5614,0.5637,0.5594,0.5475,0.551,MEMORY-DEGRADING
80,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.5314,0.5158,0.5107,0.4971,0.508,0.4894,0.5059,MEMORY-FAILED
96,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.4807,0.4836,0.4743,0.4701,0.4622,0.4578,0.4627,MEMORY-FAILED
128,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.4215,0.4129,0.4117,0.403,0.4064,0.3918,0.3922,MEMORY-FAILED
160,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.3634,0.361,0.3577,0.3433,0.3508,0.3454,0.3459,MEMORY-FAILED
192,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.3234,0.3163,0.3112,0.3157,0.3138,0.3048,0.3098,MEMORY-FAILED
256,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.2608,0.2576,0.2574,0.2549,0.2524,0.2501,0.2596,MEMORY-FAILED
320,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.2266,0.2186,0.2196,0.2124,0.2231,0.2142,0.2146,MEMORY-FAILED
512,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.1517,0.1501,0.1469,0.1466,0.1503,0.1479,0.1485,MEMORY-FAILED
768,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.1062,0.1062,0.1067,0.1066,0.1079,0.1029,0.1024,MEMORY-FAILED
1024,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.0819,0.0809,0.0824,0.0823,0.0826,0.0777,0.0806,MEMORY-FAILED
1536,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.0581,0.057,0.0566,0.055,0.0572,0.0537,0.0554,MEMORY-FAILED
2048,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.9393,0.9312,0.9247,0.8943,0.879,0.9,0.9174,MEMORY-STABLE
2,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.9291,0.9154,0.9193,0.9047,0.8779,0.8847,0.9018,MEMORY-STABLE
4,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.8949,0.9033,0.9059,0.8672,0.8516,0.8626,0.8875,MEMORY-STABLE
6,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.8969,0.8955,0.8833,0.8762,0.8691,0.8528,0.8586,MEMORY-BOUNDED
8,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.8599,0.8482,0.8524,0.8353,0.8539,0.8608,0.8298,MEMORY-BOUNDED
12,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.8512,0.8497,0.8199,0.82,0.8124,0.8133,0.8141,MEMORY-BOUNDED
16,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.8051,0.8018,0.8042,0.7767,0.768,0.8046,0.781,MEMORY-BOUNDED
20,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.7869,0.776,0.7547,0.7448,0.7669,0.7489,0.7519,MEMORY-PARTIAL
24,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.7535,0.7485,0.7432,0.7348,0.7267,0.7303,0.7342,MEMORY-PARTIAL
32,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.7045,0.6926,0.6945,0.6995,0.6988,0.6877,0.6941,MEMORY-DEGRADING
40,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.6853,0.6602,0.6645,0.6555,0.6392,0.6496,0.6636,MEMORY-DEGRADING
48,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.6317,0.6359,0.625,0.6038,0.6015,0.6093,0.6253,MEMORY-DEGRADING
64,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.5747,0.5736,0.5515,0.5497,0.5446,0.5471,0.5572,MEMORY-DEGRADING
80,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.5148,0.5082,0.5201,0.5039,0.4976,0.5004,0.5044,MEMORY-FAILED
96,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.4821,0.4684,0.4777,0.4702,0.4531,0.4618,0.4567,MEMORY-FAILED
128,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.4071,0.4047,0.4078,0.4012,0.3995,0.399,0.4063,MEMORY-FAILED
160,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.3628,0.3629,0.354,0.3463,0.3462,0.3539,0.3492,MEMORY-FAILED
192,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.3165,0.3221,0.3103,0.3123,0.3033,0.3122,0.3099,MEMORY-FAILED
256,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.2647,0.2648,0.2594,0.2587,0.255,0.2572,0.2591,MEMORY-FAILED
320,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.2187,0.2213,0.2182,0.2135,0.2176,0.2148,0.2156,MEMORY-FAILED
512,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.1521,0.1508,0.15,0.1465,0.1493,0.1486,0.1493,MEMORY-FAILED
768,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.1071,0.1066,0.1034,0.1048,0.1038,0.1066,0.1032,MEMORY-FAILED
1024,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.0839,0.0829,0.0813,0.0809,0.0793,0.0823,0.0792,MEMORY-FAILED
1536,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.057,0.0554,0.0564,0.0548,0.0557,0.0548,0.0545,MEMORY-FAILED
2048,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Antisymmetry-Neutral,InteractionHistoryReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Antisymmetry-Neutral,NullMemoryControl,0.7449,0.7617,0.7508,0.7539,0.7242,0.7301,0.7397,MEMORY-PARTIAL
2,Projection-Antisymmetry-Neutral,NullMemoryControl,0.7561,0.7383,0.7475,0.7444,0.7056,0.6997,0.7231,MEMORY-PARTIAL
4,Projection-Antisymmetry-Neutral,NullMemoryControl,0.7412,0.7314,0.7416,0.7332,0.7185,0.7063,0.7321,MEMORY-PARTIAL
6,Projection-Antisymmetry-Neutral,NullMemoryControl,0.6947,0.7151,0.7126,0.7206,0.6876,0.6741,0.7065,MEMORY-PARTIAL
8,Projection-Antisymmetry-Neutral,NullMemoryControl,0.7096,0.7072,0.6955,0.6928,0.6851,0.6809,0.7056,MEMORY-DEGRADING
12,Projection-Antisymmetry-Neutral,NullMemoryControl,0.6635,0.6748,0.6554,0.668,0.6415,0.6522,0.6716,MEMORY-DEGRADING
16,Projection-Antisymmetry-Neutral,NullMemoryControl,0.6584,0.6679,0.6492,0.6737,0.6278,0.6226,0.6418,MEMORY-DEGRADING
20,Projection-Antisymmetry-Neutral,NullMemoryControl,0.6423,0.622,0.6328,0.6321,0.618,0.6137,0.6145,MEMORY-DEGRADING
24,Projection-Antisymmetry-Neutral,NullMemoryControl,0.593,0.6207,0.615,0.6069,0.6048,0.578,0.6072,MEMORY-DEGRADING
32,Projection-Antisymmetry-Neutral,NullMemoryControl,0.5808,0.5888,0.5673,0.5857,0.554,0.5447,0.5558,MEMORY-DEGRADING
40,Projection-Antisymmetry-Neutral,NullMemoryControl,0.5408,0.5554,0.534,0.5523,0.5097,0.5173,0.5265,MEMORY-DEGRADING
48,Projection-Antisymmetry-Neutral,NullMemoryControl,0.5062,0.5164,0.4959,0.5059,0.4892,0.4946,0.4893,MEMORY-FAILED
64,Projection-Antisymmetry-Neutral,NullMemoryControl,0.4654,0.4598,0.4525,0.4534,0.4527,0.43,0.4554,MEMORY-FAILED
80,Projection-Antisymmetry-Neutral,NullMemoryControl,0.4251,0.4309,0.4185,0.4286,0.4154,0.4014,0.4211,MEMORY-FAILED
96,Projection-Antisymmetry-Neutral,NullMemoryControl,0.3761,0.3886,0.3813,0.3962,0.3754,0.3733,0.3831,MEMORY-FAILED
128,Projection-Antisymmetry-Neutral,NullMemoryControl,0.3234,0.3384,0.3244,0.3267,0.3122,0.3236,0.3213,MEMORY-FAILED
160,Projection-Antisymmetry-Neutral,NullMemoryControl,0.285,0.2858,0.2863,0.2895,0.2832,0.2745,0.2875,MEMORY-FAILED
192,Projection-Antisymmetry-Neutral,NullMemoryControl,0.2603,0.2648,0.2529,0.2541,0.2466,0.2449,0.2479,MEMORY-FAILED
256,Projection-Antisymmetry-Neutral,NullMemoryControl,0.2163,0.2151,0.2155,0.2077,0.205,0.2066,0.2037,MEMORY-FAILED
320,Projection-Antisymmetry-Neutral,NullMemoryControl,0.175,0.182,0.1738,0.1848,0.1776,0.1695,0.1785,MEMORY-FAILED
512,Projection-Antisymmetry-Neutral,NullMemoryControl,0.1247,0.1222,0.1237,0.1259,0.1192,0.1186,0.1181,MEMORY-FAILED
768,Projection-Antisymmetry-Neutral,NullMemoryControl,0.0848,0.0854,0.0873,0.0858,0.0824,0.0848,0.0855,MEMORY-FAILED
1024,Projection-Antisymmetry-Neutral,NullMemoryControl,0.0675,0.0688,0.067,0.0663,0.0639,0.0645,0.0672,MEMORY-FAILED
1536,Projection-Antisymmetry-Neutral,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
2048,Projection-Antisymmetry-Neutral,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Antisymmetry-Neutral,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Antisymmetry-Neutral,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
