depth,sector,condition,rg_similarity,quantization_coherence,discrete_state_persistence,transition_boundary_stability,recursive_quantization_alignment,attractor_discretization_strength,discrete_regime_gain,classification
6,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,P-N,StabilizationStateDiscretization,0.96,0.96,0.94,0.93,0.92,0.91,0.9283,QUANTIZATION-STABLE
524288,P-N,StabilizationStateDiscretization,0.96,0.9256,0.94,0.9081,0.92,0.9053,0.9031,QUANTIZATION-STABLE
1048576,P-N,StabilizationStateDiscretization,0.9309,0.8979,0.9086,0.8776,0.8531,0.832,0.8575,QUANTIZATION-BOUNDED
2097152,P-N,StabilizationStateDiscretization,0.8236,0.8064,0.7922,0.7642,0.7726,0.7675,0.7864,QUANTIZATION-BOUNDED
1,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,P-N,QuantizedPropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,P-N,QuantizedPropagationPersistence,0.9565,0.9529,0.9089,0.9011,0.92,0.8935,0.93,QUANTIZATION-STABLE
1048576,P-N,QuantizedPropagationPersistence,0.9289,0.8828,0.8769,0.8701,0.8767,0.8379,0.8658,QUANTIZATION-BOUNDED
2097152,P-N,QuantizedPropagationPersistence,0.8204,0.8091,0.7953,0.759,0.7812,0.7531,0.7843,QUANTIZATION-BOUNDED
1,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,P-N,RecursiveTransitionBoundaryMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,P-N,RecursiveTransitionBoundaryMapping,0.96,0.9502,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,P-N,RecursiveTransitionBoundaryMapping,0.96,0.9384,0.9094,0.93,0.9118,0.8903,0.93,QUANTIZATION-STABLE
1048576,P-N,RecursiveTransitionBoundaryMapping,0.919,0.8924,0.8855,0.8833,0.8495,0.8632,0.8916,QUANTIZATION-BOUNDED
2097152,P-N,RecursiveTransitionBoundaryMapping,0.826,0.8021,0.7818,0.8032,0.7649,0.7586,0.8061,QUANTIZATION-BOUNDED
1,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,P-N,DiscreteConservationStructure,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,P-N,DiscreteConservationStructure,0.96,0.9396,0.9334,0.9214,0.92,0.8868,0.93,QUANTIZATION-STABLE
1048576,P-N,DiscreteConservationStructure,0.9258,0.8776,0.8733,0.8544,0.8847,0.853,0.8662,QUANTIZATION-BOUNDED
2097152,P-N,DiscreteConservationStructure,0.8067,0.8033,0.7839,0.7855,0.7766,0.7496,0.7678,QUANTIZATION-BOUNDED
1,P-N,NullQuantizationControl,0.7544,0.6928,0.6856,0.6984,0.6556,0.6541,0.6836,QUANTIZATION-DEGRADING
2,P-N,NullQuantizationControl,0.7294,0.7253,0.7004,0.6925,0.6698,0.6777,0.6846,QUANTIZATION-PARTIAL
4,P-N,NullQuantizationControl,0.7309,0.7209,0.6929,0.6733,0.6584,0.6813,0.705,QUANTIZATION-PARTIAL
6,P-N,NullQuantizationControl,0.7597,0.7196,0.7087,0.6914,0.674,0.6492,0.6699,QUANTIZATION-PARTIAL
8,P-N,NullQuantizationControl,0.7317,0.686,0.7124,0.6762,0.667,0.651,0.6888,QUANTIZATION-DEGRADING
12,P-N,NullQuantizationControl,0.7443,0.7242,0.6808,0.6721,0.6797,0.6552,0.6802,QUANTIZATION-PARTIAL
16,P-N,NullQuantizationControl,0.7493,0.6991,0.6767,0.675,0.6649,0.6592,0.6897,QUANTIZATION-DEGRADING
20,P-N,NullQuantizationControl,0.7355,0.6986,0.6834,0.6824,0.673,0.6806,0.7004,QUANTIZATION-DEGRADING
24,P-N,NullQuantizationControl,0.7479,0.7043,0.6828,0.6923,0.6558,0.6731,0.7009,QUANTIZATION-PARTIAL
32,P-N,NullQuantizationControl,0.7332,0.6925,0.6989,0.6959,0.6624,0.6489,0.703,QUANTIZATION-DEGRADING
40,P-N,NullQuantizationControl,0.7485,0.6951,0.6814,0.6764,0.6627,0.672,0.7017,QUANTIZATION-DEGRADING
48,P-N,NullQuantizationControl,0.7496,0.7092,0.6888,0.7042,0.6922,0.6515,0.7036,QUANTIZATION-PARTIAL
64,P-N,NullQuantizationControl,0.7483,0.7181,0.6899,0.6691,0.683,0.6478,0.6976,QUANTIZATION-PARTIAL
80,P-N,NullQuantizationControl,0.7581,0.6982,0.6932,0.681,0.6595,0.68,0.6782,QUANTIZATION-DEGRADING
96,P-N,NullQuantizationControl,0.7508,0.7056,0.7023,0.6724,0.675,0.6616,0.6998,QUANTIZATION-PARTIAL
128,P-N,NullQuantizationControl,0.7631,0.6981,0.7151,0.6949,0.6938,0.6583,0.6811,QUANTIZATION-DEGRADING
160,P-N,NullQuantizationControl,0.7301,0.7066,0.6839,0.671,0.6687,0.6809,0.6901,QUANTIZATION-PARTIAL
192,P-N,NullQuantizationControl,0.7281,0.6958,0.6951,0.7047,0.6692,0.6836,0.6837,QUANTIZATION-DEGRADING
256,P-N,NullQuantizationControl,0.7548,0.7162,0.7035,0.6829,0.6943,0.6693,0.6975,QUANTIZATION-PARTIAL
320,P-N,NullQuantizationControl,0.7418,0.7088,0.7059,0.6785,0.6678,0.6727,0.6742,QUANTIZATION-PARTIAL
512,P-N,NullQuantizationControl,0.7641,0.7037,0.6851,0.6705,0.6953,0.6472,0.701,QUANTIZATION-PARTIAL
768,P-N,NullQuantizationControl,0.7464,0.7182,0.6761,0.6729,0.6804,0.6703,0.7026,QUANTIZATION-PARTIAL
1024,P-N,NullQuantizationControl,0.7277,0.7166,0.7155,0.6839,0.6936,0.648,0.6659,QUANTIZATION-PARTIAL
1536,P-N,NullQuantizationControl,0.7552,0.6955,0.6912,0.6849,0.6633,0.6762,0.6736,QUANTIZATION-DEGRADING
2048,P-N,NullQuantizationControl,0.7508,0.7022,0.7034,0.6811,0.6943,0.6458,0.6751,QUANTIZATION-PARTIAL
3072,P-N,NullQuantizationControl,0.7522,0.6958,0.6841,0.6901,0.6798,0.6741,0.6679,QUANTIZATION-DEGRADING
4096,P-N,NullQuantizationControl,0.7602,0.7188,0.6853,0.6995,0.6661,0.6624,0.6665,QUANTIZATION-PARTIAL
6144,P-N,NullQuantizationControl,0.749,0.6981,0.6831,0.6907,0.6628,0.6837,0.6768,QUANTIZATION-DEGRADING
8192,P-N,NullQuantizationControl,0.7407,0.7033,0.6929,0.695,0.6805,0.68,0.6818,QUANTIZATION-PARTIAL
12288,P-N,NullQuantizationControl,0.726,0.7204,0.7047,0.6778,0.688,0.675,0.6881,QUANTIZATION-PARTIAL
16384,P-N,NullQuantizationControl,0.7305,0.7204,0.7086,0.6959,0.66,0.6771,0.6679,QUANTIZATION-PARTIAL
24576,P-N,NullQuantizationControl,0.7385,0.6844,0.6749,0.702,0.6689,0.6796,0.6713,QUANTIZATION-DEGRADING
32768,P-N,NullQuantizationControl,0.7632,0.7211,0.6829,0.6832,0.6694,0.6813,0.6698,QUANTIZATION-PARTIAL
65536,P-N,NullQuantizationControl,0.7452,0.6812,0.6941,0.6871,0.664,0.6725,0.6869,QUANTIZATION-DEGRADING
131072,P-N,NullQuantizationControl,0.7318,0.6929,0.6727,0.6833,0.6458,0.6594,0.662,QUANTIZATION-DEGRADING
262144,P-N,NullQuantizationControl,0.7284,0.6774,0.6554,0.6506,0.6547,0.6373,0.677,QUANTIZATION-DEGRADING
524288,P-N,NullQuantizationControl,0.6904,0.6757,0.641,0.6412,0.6306,0.6421,0.6506,QUANTIZATION-DEGRADING
1048576,P-N,NullQuantizationControl,0.655,0.6281,0.6041,0.6057,0.6116,0.5837,0.5988,QUANTIZATION-DEGRADING
2097152,P-N,NullQuantizationControl,0.5921,0.5466,0.5566,0.5414,0.539,0.5117,0.5522,QUANTIZATION-FAILED
1,A-N,DiscreteAttractorEmergence,0.9423,0.9321,0.8876,0.8921,0.8641,0.9037,0.896,QUANTIZATION-STABLE
2,A-N,DiscreteAttractorEmergence,0.9598,0.9316,0.8894,0.9024,0.8888,0.8931,0.8732,QUANTIZATION-STABLE
4,A-N,DiscreteAttractorEmergence,0.9438,0.9239,0.9026,0.8847,0.8833,0.8789,0.8811,QUANTIZATION-STABLE
6,A-N,DiscreteAttractorEmergence,0.9582,0.9391,0.8908,0.8861,0.8936,0.8965,0.871,QUANTIZATION-STABLE
8,A-N,DiscreteAttractorEmergence,0.9312,0.9307,0.9008,0.9055,0.8613,0.8965,0.883,QUANTIZATION-STABLE
12,A-N,DiscreteAttractorEmergence,0.9224,0.9327,0.8939,0.8986,0.8608,0.8848,0.8835,QUANTIZATION-STABLE
16,A-N,DiscreteAttractorEmergence,0.9401,0.9423,0.9126,0.8673,0.8698,0.8848,0.8699,QUANTIZATION-STABLE
20,A-N,DiscreteAttractorEmergence,0.96,0.9429,0.9072,0.9042,0.8939,0.8829,0.8677,QUANTIZATION-STABLE
24,A-N,DiscreteAttractorEmergence,0.9485,0.9081,0.8956,0.8808,0.8801,0.8679,0.8837,QUANTIZATION-STABLE
32,A-N,DiscreteAttractorEmergence,0.9374,0.9281,0.8925,0.9024,0.8887,0.9022,0.8987,QUANTIZATION-STABLE
40,A-N,DiscreteAttractorEmergence,0.9458,0.944,0.8926,0.874,0.8699,0.8832,0.8813,QUANTIZATION-STABLE
48,A-N,DiscreteAttractorEmergence,0.9478,0.9141,0.8945,0.896,0.8948,0.8943,0.8847,QUANTIZATION-STABLE
64,A-N,DiscreteAttractorEmergence,0.9451,0.9402,0.9223,0.8973,0.8929,0.8799,0.8688,QUANTIZATION-STABLE
80,A-N,DiscreteAttractorEmergence,0.9574,0.9391,0.9186,0.8677,0.8941,0.9054,0.8776,QUANTIZATION-STABLE
96,A-N,DiscreteAttractorEmergence,0.9563,0.9238,0.9202,0.8997,0.8956,0.8736,0.8883,QUANTIZATION-STABLE
128,A-N,DiscreteAttractorEmergence,0.9359,0.9244,0.8978,0.8812,0.8751,0.8706,0.8922,QUANTIZATION-STABLE
160,A-N,DiscreteAttractorEmergence,0.9315,0.9194,0.9142,0.8797,0.8635,0.8814,0.9045,QUANTIZATION-STABLE
192,A-N,DiscreteAttractorEmergence,0.9418,0.9314,0.8952,0.9045,0.8607,0.896,0.8691,QUANTIZATION-STABLE
256,A-N,DiscreteAttractorEmergence,0.9501,0.9171,0.9144,0.904,0.8663,0.8819,0.9052,QUANTIZATION-STABLE
320,A-N,DiscreteAttractorEmergence,0.9482,0.9177,0.9144,0.8974,0.8658,0.9005,0.8833,QUANTIZATION-STABLE
512,A-N,DiscreteAttractorEmergence,0.9416,0.908,0.8959,0.8838,0.8686,0.8785,0.8869,QUANTIZATION-STABLE
768,A-N,DiscreteAttractorEmergence,0.9496,0.9158,0.9016,0.9055,0.8773,0.9022,0.8868,QUANTIZATION-STABLE
1024,A-N,DiscreteAttractorEmergence,0.9436,0.9256,0.9212,0.8858,0.884,0.875,0.896,QUANTIZATION-STABLE
