chain,domain_A,domain_B,domain_C,operator_A,operator_B,chain_identity_similarity,chain_cg_rate,chain_cg_retention,identity_preserved,cg_preserved
coupled_map_lattice→kuramoto→population,coupled_map_lattice,kuramoto,population,synchronization,resonance_locking,1.0,0.2547,0.7114,1,0
coupled_map_lattice→kuramoto→replicator,coupled_map_lattice,kuramoto,replicator,synchronization,resonance_locking,0.9975,0.1753,0.4898,1,0
gray_scott→graph_diffusion→branching,gray_scott,graph_diffusion,branching,recursive_feedback,competitive_exclusion,0.9994,0.198,0.5657,1,0
gray_scott→graph_diffusion→cellular_automata,gray_scott,graph_diffusion,cellular_automata,recursive_feedback,competitive_exclusion,0.9989,0.1167,0.3333,1,0
gray_scott→graph_diffusion→coupled_map_lattice,gray_scott,graph_diffusion,coupled_map_lattice,recursive_feedback,competitive_exclusion,0.9999,0.1727,0.4933,1,0
gray_scott→graph_diffusion→kuramoto,gray_scott,graph_diffusion,kuramoto,recursive_feedback,competitive_exclusion,0.9995,0.236,0.6592,1,0
gray_scott→graph_diffusion→lotka_volterra,gray_scott,graph_diffusion,lotka_volterra,recursive_feedback,competitive_exclusion,0.999,0.1167,0.3333,1,0
gray_scott→graph_diffusion→nonlinear_oscillator,gray_scott,graph_diffusion,nonlinear_oscillator,recursive_feedback,competitive_exclusion,0.9996,0.29,0.5577,1,0
gray_scott→graph_diffusion→population,gray_scott,graph_diffusion,population,recursive_feedback,competitive_exclusion,1.0,0.196,0.56,1,0
gray_scott→graph_diffusion→replicator,gray_scott,graph_diffusion,replicator,recursive_feedback,competitive_exclusion,0.9983,0.1167,0.3333,1,0
gray_scott→replicator→branching,gray_scott,replicator,branching,recursive_feedback,competitive_exclusion,0.9994,0.198,0.5657,1,0
gray_scott→replicator→cellular_automata,gray_scott,replicator,cellular_automata,recursive_feedback,competitive_exclusion,0.9987,0.1167,0.3333,1,0
gray_scott→replicator→coupled_map_lattice,gray_scott,replicator,coupled_map_lattice,recursive_feedback,competitive_exclusion,0.9999,0.1727,0.4933,1,0
gray_scott→replicator→graph_diffusion,gray_scott,replicator,graph_diffusion,recursive_feedback,competitive_exclusion,0.9979,0.1167,0.3333,1,0
gray_scott→replicator→kuramoto,gray_scott,replicator,kuramoto,recursive_feedback,competitive_exclusion,0.9996,0.236,0.6592,1,0
gray_scott→replicator→lotka_volterra,gray_scott,replicator,lotka_volterra,recursive_feedback,competitive_exclusion,0.9989,0.1167,0.3333,1,0
gray_scott→replicator→nonlinear_oscillator,gray_scott,replicator,nonlinear_oscillator,recursive_feedback,competitive_exclusion,0.9995,0.29,0.5577,1,0
gray_scott→replicator→population,gray_scott,replicator,population,recursive_feedback,competitive_exclusion,1.0,0.196,0.56,1,0
kuramoto→graph_diffusion→branching,kuramoto,graph_diffusion,branching,recursive_feedback,competitive_exclusion,0.9993,0.2007,0.5605,1,0
kuramoto→graph_diffusion→cellular_automata,kuramoto,graph_diffusion,cellular_automata,recursive_feedback,competitive_exclusion,0.9994,0.1193,0.3333,1,0
kuramoto→graph_diffusion→coupled_map_lattice,kuramoto,graph_diffusion,coupled_map_lattice,recursive_feedback,competitive_exclusion,1.0,0.1753,0.4898,1,0
kuramoto→graph_diffusion→gray_scott,kuramoto,graph_diffusion,gray_scott,recursive_feedback,competitive_exclusion,0.9978,0.236,0.6592,1,0
kuramoto→graph_diffusion→lotka_volterra,kuramoto,graph_diffusion,lotka_volterra,recursive_feedback,competitive_exclusion,0.9995,0.1193,0.3333,1,0
kuramoto→graph_diffusion→nonlinear_oscillator,kuramoto,graph_diffusion,nonlinear_oscillator,recursive_feedback,competitive_exclusion,0.9999,0.2927,0.5628,1,0
kuramoto→graph_diffusion→population,kuramoto,graph_diffusion,population,recursive_feedback,competitive_exclusion,0.9998,0.1987,0.5549,1,0
kuramoto→graph_diffusion→replicator,kuramoto,graph_diffusion,replicator,recursive_feedback,competitive_exclusion,0.999,0.1193,0.3333,1,0
kuramoto→replicator→branching,kuramoto,replicator,branching,recursive_feedback,competitive_exclusion,0.9994,0.2007,0.5605,1,0
kuramoto→replicator→cellular_automata,kuramoto,replicator,cellular_automata,recursive_feedback,competitive_exclusion,0.9993,0.1193,0.3333,1,0
kuramoto→replicator→coupled_map_lattice,kuramoto,replicator,coupled_map_lattice,recursive_feedback,competitive_exclusion,1.0,0.1753,0.4898,1,0
kuramoto→replicator→graph_diffusion,kuramoto,replicator,graph_diffusion,recursive_feedback,competitive_exclusion,0.9986,0.1193,0.3333,1,0
kuramoto→replicator→gray_scott,kuramoto,replicator,gray_scott,recursive_feedback,competitive_exclusion,0.998,0.236,0.6592,1,0
kuramoto→replicator→lotka_volterra,kuramoto,replicator,lotka_volterra,recursive_feedback,competitive_exclusion,0.9994,0.1193,0.3333,1,0
kuramoto→replicator→nonlinear_oscillator,kuramoto,replicator,nonlinear_oscillator,recursive_feedback,competitive_exclusion,0.9999,0.2927,0.5628,1,0
kuramoto→replicator→population,kuramoto,replicator,population,recursive_feedback,competitive_exclusion,0.9999,0.1987,0.5549,1,0
gray_scott→cellular_automata→branching,gray_scott,cellular_automata,branching,recursive_feedback,diffusion,0.9994,0.198,0.5657,1,0
gray_scott→cellular_automata→coupled_map_lattice,gray_scott,cellular_automata,coupled_map_lattice,recursive_feedback,diffusion,0.9998,0.1727,0.4933,1,0
gray_scott→cellular_automata→graph_diffusion,gray_scott,cellular_automata,graph_diffusion,recursive_feedback,diffusion,0.9975,0.1167,0.3333,1,0
gray_scott→cellular_automata→kuramoto,gray_scott,cellular_automata,kuramoto,recursive_feedback,diffusion,0.9997,0.236,0.6592,1,0
gray_scott→cellular_automata→lotka_volterra,gray_scott,cellular_automata,lotka_volterra,recursive_feedback,diffusion,0.9987,0.1167,0.3333,1,0
gray_scott→cellular_automata→nonlinear_oscillator,gray_scott,cellular_automata,nonlinear_oscillator,recursive_feedback,diffusion,0.9994,0.29,0.5577,1,0
gray_scott→cellular_automata→population,gray_scott,cellular_automata,population,recursive_feedback,diffusion,1.0,0.196,0.56,1,0
gray_scott→cellular_automata→replicator,gray_scott,cellular_automata,replicator,recursive_feedback,diffusion,0.9978,0.1167,0.3333,1,0
gray_scott→coupled_map_lattice→branching,gray_scott,coupled_map_lattice,branching,recursive_feedback,diffusion,0.9994,0.254,0.7257,1,0
gray_scott→coupled_map_lattice→cellular_automata,gray_scott,coupled_map_lattice,cellular_automata,recursive_feedback,diffusion,0.9974,0.1727,0.4933,1,0
gray_scott→coupled_map_lattice→graph_diffusion,gray_scott,coupled_map_lattice,graph_diffusion,recursive_feedback,diffusion,0.9961,0.1727,0.4933,1,0
gray_scott→coupled_map_lattice→kuramoto,gray_scott,coupled_map_lattice,kuramoto,recursive_feedback,diffusion,1.0,0.292,0.8156,1,1
gray_scott→coupled_map_lattice→lotka_volterra,gray_scott,coupled_map_lattice,lotka_volterra,recursive_feedback,diffusion,0.9977,0.1727,0.4933,1,0
gray_scott→coupled_map_lattice→nonlinear_oscillator,gray_scott,coupled_map_lattice,nonlinear_oscillator,recursive_feedback,diffusion,0.9987,0.346,0.6654,1,0
gray_scott→coupled_map_lattice→population,gray_scott,coupled_map_lattice,population,recursive_feedback,diffusion,0.9998,0.252,0.72,1,0
gray_scott→coupled_map_lattice→replicator,gray_scott,coupled_map_lattice,replicator,recursive_feedback,diffusion,0.9965,0.1727,0.4933,1,0
kuramoto→cellular_automata→branching,kuramoto,cellular_automata,branching,recursive_feedback,diffusion,0.9994,0.2007,0.5605,1,0
kuramoto→cellular_automata→coupled_map_lattice,kuramoto,cellular_automata,coupled_map_lattice,recursive_feedback,diffusion,1.0,0.1753,0.4898,1,0
kuramoto→cellular_automata→graph_diffusion,kuramoto,cellular_automata,graph_diffusion,recursive_feedback,diffusion,0.9983,0.1193,0.3333,1,0
kuramoto→cellular_automata→gray_scott,kuramoto,cellular_automata,gray_scott,recursive_feedback,diffusion,0.9983,0.236,0.6592,1,0
kuramoto→cellular_automata→lotka_volterra,kuramoto,cellular_automata,lotka_volterra,recursive_feedback,diffusion,0.9993,0.1193,0.3333,1,0
kuramoto→cellular_automata→nonlinear_oscillator,kuramoto,cellular_automata,nonlinear_oscillator,recursive_feedback,diffusion,0.9998,0.2927,0.5628,1,0
kuramoto→cellular_automata→population,kuramoto,cellular_automata,population,recursive_feedback,diffusion,0.9999,0.1987,0.5549,1,0
kuramoto→cellular_automata→replicator,kuramoto,cellular_automata,replicator,recursive_feedback,diffusion,0.9986,0.1193,0.3333,1,0
kuramoto→coupled_map_lattice→branching,kuramoto,coupled_map_lattice,branching,recursive_feedback,diffusion,0.9996,0.2567,0.7169,1,0
kuramoto→coupled_map_lattice→cellular_automata,kuramoto,coupled_map_lattice,cellular_automata,recursive_feedback,diffusion,0.9982,0.1753,0.4898,1,0
kuramoto→coupled_map_lattice→graph_diffusion,kuramoto,coupled_map_lattice,graph_diffusion,recursive_feedback,diffusion,0.9971,0.1753,0.4898,1,0
kuramoto→coupled_map_lattice→gray_scott,kuramoto,coupled_map_lattice,gray_scott,recursive_feedback,diffusion,0.9992,0.292,0.8156,1,1
kuramoto→coupled_map_lattice→lotka_volterra,kuramoto,coupled_map_lattice,lotka_volterra,recursive_feedback,diffusion,0.9985,0.1753,0.4898,1,0
kuramoto→coupled_map_lattice→nonlinear_oscillator,kuramoto,coupled_map_lattice,nonlinear_oscillator,recursive_feedback,diffusion,0.9993,0.3487,0.6705,1,0
kuramoto→coupled_map_lattice→population,kuramoto,coupled_map_lattice,population,recursive_feedback,diffusion,1.0,0.2547,0.7114,1,0
kuramoto→coupled_map_lattice→replicator,kuramoto,coupled_map_lattice,replicator,recursive_feedback,diffusion,0.9975,0.1753,0.4898,1,0
gray_scott→population→branching,gray_scott,population,branching,recursive_feedback,hierarchical_nesting,0.9992,0.2773,0.7924,1,0
gray_scott→population→cellular_automata,gray_scott,population,cellular_automata,recursive_feedback,hierarchical_nesting,0.9969,0.196,0.56,1,0
gray_scott→population→coupled_map_lattice,gray_scott,population,coupled_map_lattice,recursive_feedback,hierarchical_nesting,0.9991,0.252,0.72,1,0
gray_scott→population→graph_diffusion,gray_scott,population,graph_diffusion,recursive_feedback,hierarchical_nesting,0.9955,0.196,0.56,1,0
gray_scott→population→kuramoto,gray_scott,population,kuramoto,recursive_feedback,hierarchical_nesting,1.0,0.3153,0.8808,1,1
gray_scott→population→lotka_volterra,gray_scott,population,lotka_volterra,recursive_feedback,hierarchical_nesting,0.9972,0.196,0.56,1,0
gray_scott→population→nonlinear_oscillator,gray_scott,population,nonlinear_oscillator,recursive_feedback,hierarchical_nesting,0.9984,0.3693,0.7103,1,0
gray_scott→population→replicator,gray_scott,population,replicator,recursive_feedback,hierarchical_nesting,0.996,0.196,0.56,1,0
gray_scott→coupled_map_lattice→branching,gray_scott,coupled_map_lattice,branching,recursive_feedback,hierarchical_nesting,0.9994,0.254,0.7257,1,0
gray_scott→coupled_map_lattice→cellular_automata,gray_scott,coupled_map_lattice,cellular_automata,recursive_feedback,hierarchical_nesting,0.9974,0.1727,0.4933,1,0
gray_scott→coupled_map_lattice→graph_diffusion,gray_scott,coupled_map_lattice,graph_diffusion,recursive_feedback,hierarchical_nesting,0.9961,0.1727,0.4933,1,0
gray_scott→coupled_map_lattice→kuramoto,gray_scott,coupled_map_lattice,kuramoto,recursive_feedback,hierarchical_nesting,1.0,0.292,0.8156,1,1
gray_scott→coupled_map_lattice→lotka_volterra,gray_scott,coupled_map_lattice,lotka_volterra,recursive_feedback,hierarchical_nesting,0.9977,0.1727,0.4933,1,0
gray_scott→coupled_map_lattice→nonlinear_oscillator,gray_scott,coupled_map_lattice,nonlinear_oscillator,recursive_feedback,hierarchical_nesting,0.9987,0.346,0.6654,1,0
gray_scott→coupled_map_lattice→population,gray_scott,coupled_map_lattice,population,recursive_feedback,hierarchical_nesting,0.9998,0.252,0.72,1,0
gray_scott→coupled_map_lattice→replicator,gray_scott,coupled_map_lattice,replicator,recursive_feedback,hierarchical_nesting,0.9965,0.1727,0.4933,1,0
kuramoto→population→branching,kuramoto,population,branching,recursive_feedback,hierarchical_nesting,0.9995,0.28,0.7821,1,0
kuramoto→population→cellular_automata,kuramoto,population,cellular_automata,recursive_feedback,hierarchical_nesting,0.9978,0.1987,0.5549,1,0
kuramoto→population→coupled_map_lattice,kuramoto,population,coupled_map_lattice,recursive_feedback,hierarchical_nesting,0.9996,0.2547,0.7114,1,0
kuramoto→population→graph_diffusion,kuramoto,population,graph_diffusion,recursive_feedback,hierarchical_nesting,0.9966,0.1987,0.5549,1,0
kuramoto→population→gray_scott,kuramoto,population,gray_scott,recursive_feedback,hierarchical_nesting,0.9994,0.3153,0.8808,1,1
kuramoto→population→lotka_volterra,kuramoto,population,lotka_volterra,recursive_feedback,hierarchical_nesting,0.9981,0.1987,0.5549,1,0
kuramoto→population→nonlinear_oscillator,kuramoto,population,nonlinear_oscillator,recursive_feedback,hierarchical_nesting,0.999,0.372,0.7154,1,0
kuramoto→population→replicator,kuramoto,population,replicator,recursive_feedback,hierarchical_nesting,0.997,0.1987,0.5549,1,0
kuramoto→coupled_map_lattice→branching,kuramoto,coupled_map_lattice,branching,recursive_feedback,hierarchical_nesting,0.9996,0.2567,0.7169,1,0
kuramoto→coupled_map_lattice→cellular_automata,kuramoto,coupled_map_lattice,cellular_automata,recursive_feedback,hierarchical_nesting,0.9982,0.1753,0.4898,1,0
kuramoto→coupled_map_lattice→graph_diffusion,kuramoto,coupled_map_lattice,graph_diffusion,recursive_feedback,hierarchical_nesting,0.9971,0.1753,0.4898,1,0
kuramoto→coupled_map_lattice→gray_scott,kuramoto,coupled_map_lattice,gray_scott,recursive_feedback,hierarchical_nesting,0.9992,0.292,0.8156,1,1
kuramoto→coupled_map_lattice→lotka_volterra,kuramoto,coupled_map_lattice,lotka_volterra,recursive_feedback,hierarchical_nesting,0.9985,0.1753,0.4898,1,0
kuramoto→coupled_map_lattice→nonlinear_oscillator,kuramoto,coupled_map_lattice,nonlinear_oscillator,recursive_feedback,hierarchical_nesting,0.9993,0.3487,0.6705,1,0
kuramoto→coupled_map_lattice→population,kuramoto,coupled_map_lattice,population,recursive_feedback,hierarchical_nesting,1.0,0.2547,0.7114,1,0
kuramoto→coupled_map_lattice→replicator,kuramoto,coupled_map_lattice,replicator,recursive_feedback,hierarchical_nesting,0.9975,0.1753,0.4898,1,0
gray_scott→coupled_map_lattice→branching,gray_scott,coupled_map_lattice,branching,recursive_feedback,constraint_propagation,0.9994,0.254,0.7257,1,0
gray_scott→coupled_map_lattice→cellular_automata,gray_scott,coupled_map_lattice,cellular_automata,recursive_feedback,constraint_propagation,0.9974,0.1727,0.4933,1,0
gray_scott→coupled_map_lattice→graph_diffusion,gray_scott,coupled_map_lattice,graph_diffusion,recursive_feedback,constraint_propagation,0.9961,0.1727,0.4933,1,0
gray_scott→coupled_map_lattice→kuramoto,gray_scott,coupled_map_lattice,kuramoto,recursive_feedback,constraint_propagation,1.0,0.292,0.8156,1,1
gray_scott→coupled_map_lattice→lotka_volterra,gray_scott,coupled_map_lattice,lotka_volterra,recursive_feedback,constraint_propagation,0.9977,0.1727,0.4933,1,0
gray_scott→coupled_map_lattice→nonlinear_oscillator,gray_scott,coupled_map_lattice,nonlinear_oscillator,recursive_feedback,constraint_propagation,0.9987,0.346,0.6654,1,0
gray_scott→coupled_map_lattice→population,gray_scott,coupled_map_lattice,population,recursive_feedback,constraint_propagation,0.9998,0.252,0.72,1,0
gray_scott→coupled_map_lattice→replicator,gray_scott,coupled_map_lattice,replicator,recursive_feedback,constraint_propagation,0.9965,0.1727,0.4933,1,0
gray_scott→cellular_automata→branching,gray_scott,cellular_automata,branching,recursive_feedback,constraint_propagation,0.9994,0.198,0.5657,1,0
gray_scott→cellular_automata→coupled_map_lattice,gray_scott,cellular_automata,coupled_map_lattice,recursive_feedback,constraint_propagation,0.9998,0.1727,0.4933,1,0
gray_scott→cellular_automata→graph_diffusion,gray_scott,cellular_automata,graph_diffusion,recursive_feedback,constraint_propagation,0.9975,0.1167,0.3333,1,0
gray_scott→cellular_automata→kuramoto,gray_scott,cellular_automata,kuramoto,recursive_feedback,constraint_propagation,0.9997,0.236,0.6592,1,0
gray_scott→cellular_automata→lotka_volterra,gray_scott,cellular_automata,lotka_volterra,recursive_feedback,constraint_propagation,0.9987,0.1167,0.3333,1,0
gray_scott→cellular_automata→nonlinear_oscillator,gray_scott,cellular_automata,nonlinear_oscillator,recursive_feedback,constraint_propagation,0.9994,0.29,0.5577,1,0
