depth,sector,condition,rg_similarity,abstraction_coherence,meta_model_fidelity,cross_model_integration,recursive_abstraction_persistence,predictive_abstraction_gain,higher_order_stabilization_strength,classification
1024,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.2315,0.237,0.2277,0.2264,0.2256,0.2207,0.2227,ABSTRACTION-FAILED
1536,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.1681,0.1652,0.1676,0.1682,0.1648,0.1582,0.1598,ABSTRACTION-FAILED
2048,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.1323,0.1321,0.1316,0.1309,0.1251,0.1249,0.1269,ABSTRACTION-FAILED
3072,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.0944,0.0909,0.0908,0.0929,0.0897,0.0874,0.0893,ABSTRACTION-FAILED
4096,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.0734,0.0721,0.0702,0.0705,0.0688,0.0689,0.0684,ABSTRACTION-FAILED
6144,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.9463,0.9276,0.9144,0.8981,0.91,0.9,0.9128,ABSTRACTION-STABLE
2,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.9407,0.9191,0.9115,0.92,0.906,0.8979,0.9147,ABSTRACTION-STABLE
4,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.96,0.9319,0.9047,0.8919,0.91,0.8777,0.9066,ABSTRACTION-STABLE
6,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.9277,0.915,0.93,0.9126,0.91,0.8721,0.909,ABSTRACTION-STABLE
8,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.9323,0.9007,0.9052,0.9132,0.9028,0.8684,0.8909,ABSTRACTION-STABLE
12,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.9279,0.9185,0.8961,0.8926,0.8992,0.8702,0.8734,ABSTRACTION-BOUNDED
16,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.9034,0.9025,0.9028,0.8649,0.902,0.8435,0.8928,ABSTRACTION-STABLE
20,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.8963,0.8886,0.8841,0.8518,0.8754,0.8394,0.8669,ABSTRACTION-BOUNDED
24,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.8871,0.8879,0.8761,0.8493,0.8612,0.8371,0.8553,ABSTRACTION-BOUNDED
32,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.8902,0.8435,0.8515,0.8236,0.8606,0.8338,0.8526,ABSTRACTION-BOUNDED
40,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.8645,0.8537,0.8236,0.8254,0.8121,0.7879,0.8127,ABSTRACTION-BOUNDED
48,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.8362,0.8167,0.8053,0.7967,0.7942,0.7983,0.8184,ABSTRACTION-BOUNDED
64,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.8013,0.8022,0.7844,0.7796,0.7651,0.7673,0.7642,ABSTRACTION-PARTIAL
80,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.7567,0.7659,0.734,0.7322,0.758,0.7309,0.7303,ABSTRACTION-PARTIAL
96,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.7567,0.7406,0.7108,0.7023,0.7205,0.697,0.7058,ABSTRACTION-PARTIAL
128,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.6984,0.6655,0.6746,0.6672,0.6621,0.6446,0.6492,ABSTRACTION-DEGRADING
160,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.6407,0.6322,0.626,0.6107,0.6321,0.6023,0.614,ABSTRACTION-DEGRADING
192,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.6088,0.6031,0.5859,0.5808,0.6008,0.5624,0.5933,ABSTRACTION-DEGRADING
256,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.5338,0.519,0.528,0.5182,0.5273,0.5052,0.5254,ABSTRACTION-FAILED
320,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.4943,0.4683,0.4783,0.4766,0.4814,0.4547,0.466,ABSTRACTION-FAILED
512,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.3753,0.3709,0.3659,0.3605,0.3688,0.3504,0.3538,ABSTRACTION-FAILED
768,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.2943,0.2785,0.2793,0.2733,0.2823,0.2724,0.2746,ABSTRACTION-FAILED
1024,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.2352,0.2302,0.2282,0.2265,0.2271,0.2217,0.222,ABSTRACTION-FAILED
1536,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.1718,0.1664,0.1623,0.163,0.1672,0.1615,0.1631,ABSTRACTION-FAILED
2048,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.1331,0.1325,0.1269,0.1263,0.131,0.1243,0.1278,ABSTRACTION-FAILED
3072,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.0953,0.0906,0.0905,0.0882,0.0917,0.0861,0.0878,ABSTRACTION-FAILED
4096,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.0725,0.0713,0.0697,0.0681,0.0688,0.0684,0.0697,ABSTRACTION-FAILED
6144,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Antisymmetry-Neutral,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Antisymmetry-Neutral,PredictiveAbstractionGain,0.9478,0.9243,0.9143,0.92,0.91,0.9,0.9156,ABSTRACTION-STABLE
2,Antisymmetry-Neutral,PredictiveAbstractionGain,0.9338,0.9318,0.93,0.9068,0.8974,0.8961,0.9023,ABSTRACTION-STABLE
4,Antisymmetry-Neutral,PredictiveAbstractionGain,0.9237,0.9181,0.9181,0.8984,0.8949,0.9,0.8943,ABSTRACTION-STABLE
6,Antisymmetry-Neutral,PredictiveAbstractionGain,0.9178,0.9132,0.9092,0.8853,0.8749,0.9,0.9079,ABSTRACTION-STABLE
8,Antisymmetry-Neutral,PredictiveAbstractionGain,0.9302,0.9235,0.9204,0.8831,0.8976,0.8916,0.9009,ABSTRACTION-STABLE
12,Antisymmetry-Neutral,PredictiveAbstractionGain,0.9205,0.8947,0.9148,0.8996,0.8811,0.8742,0.893,ABSTRACTION-BOUNDED
16,Antisymmetry-Neutral,PredictiveAbstractionGain,0.8948,0.88,0.9046,0.868,0.8771,0.8584,0.8752,ABSTRACTION-BOUNDED
20,Antisymmetry-Neutral,PredictiveAbstractionGain,0.9039,0.8676,0.8611,0.8594,0.8717,0.8647,0.8711,ABSTRACTION-BOUNDED
24,Antisymmetry-Neutral,PredictiveAbstractionGain,0.8779,0.8576,0.8481,0.8582,0.844,0.841,0.8724,ABSTRACTION-BOUNDED
32,Antisymmetry-Neutral,PredictiveAbstractionGain,0.8622,0.8455,0.8493,0.8255,0.8192,0.855,0.8552,ABSTRACTION-BOUNDED
40,Antisymmetry-Neutral,PredictiveAbstractionGain,0.848,0.8412,0.8114,0.8193,0.8188,0.8332,0.8202,ABSTRACTION-BOUNDED
48,Antisymmetry-Neutral,PredictiveAbstractionGain,0.8372,0.8331,0.8252,0.8106,0.7928,0.7953,0.7899,ABSTRACTION-BOUNDED
64,Antisymmetry-Neutral,PredictiveAbstractionGain,0.804,0.7751,0.7742,0.7595,0.7761,0.7865,0.7604,ABSTRACTION-PARTIAL
80,Antisymmetry-Neutral,PredictiveAbstractionGain,0.7567,0.7641,0.7639,0.7308,0.7365,0.7533,0.7338,ABSTRACTION-PARTIAL
96,Antisymmetry-Neutral,PredictiveAbstractionGain,0.751,0.7172,0.7198,0.7128,0.6894,0.724,0.7098,ABSTRACTION-PARTIAL
128,Antisymmetry-Neutral,PredictiveAbstractionGain,0.6842,0.6914,0.6671,0.6684,0.6587,0.6592,0.6648,ABSTRACTION-DEGRADING
160,Antisymmetry-Neutral,PredictiveAbstractionGain,0.6414,0.624,0.6167,0.6273,0.6227,0.6319,0.623,ABSTRACTION-DEGRADING
192,Antisymmetry-Neutral,PredictiveAbstractionGain,0.6055,0.5969,0.5774,0.5699,0.5766,0.5947,0.5882,ABSTRACTION-DEGRADING
256,Antisymmetry-Neutral,PredictiveAbstractionGain,0.5288,0.5283,0.5236,0.5287,0.5109,0.5078,0.5252,ABSTRACTION-FAILED
320,Antisymmetry-Neutral,PredictiveAbstractionGain,0.48,0.4768,0.463,0.4641,0.4663,0.4653,0.467,ABSTRACTION-FAILED
512,Antisymmetry-Neutral,PredictiveAbstractionGain,0.3808,0.3744,0.3716,0.3693,0.3627,0.3593,0.3674,ABSTRACTION-FAILED
768,Antisymmetry-Neutral,PredictiveAbstractionGain,0.2918,0.2839,0.277,0.2809,0.2755,0.2744,0.2744,ABSTRACTION-FAILED
1024,Antisymmetry-Neutral,PredictiveAbstractionGain,0.2368,0.23,0.2317,0.221,0.2241,0.2275,0.2246,ABSTRACTION-FAILED
1536,Antisymmetry-Neutral,PredictiveAbstractionGain,0.172,0.1665,0.168,0.1624,0.1604,0.1649,0.1599,ABSTRACTION-FAILED
2048,Antisymmetry-Neutral,PredictiveAbstractionGain,0.1358,0.1296,0.132,0.1293,0.125,0.1306,0.1258,ABSTRACTION-FAILED
3072,Antisymmetry-Neutral,PredictiveAbstractionGain,0.0922,0.092,0.089,0.0893,0.0891,0.0905,0.0892,ABSTRACTION-FAILED
4096,Antisymmetry-Neutral,PredictiveAbstractionGain,0.0719,0.0699,0.0706,0.068,0.0691,0.0676,0.069,ABSTRACTION-FAILED
6144,Antisymmetry-Neutral,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Antisymmetry-Neutral,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Antisymmetry-Neutral,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Antisymmetry-Neutral,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9566,0.9376,0.93,0.92,0.91,0.8875,0.92,ABSTRACTION-STABLE
2,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.96,0.94,0.9158,0.9139,0.91,0.8851,0.92,ABSTRACTION-STABLE
4,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9568,0.9234,0.93,0.8951,0.91,0.8854,0.9115,ABSTRACTION-STABLE
6,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9187,0.9021,0.9247,0.8868,0.8881,0.8731,0.9184,ABSTRACTION-STABLE
8,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9165,0.9131,0.93,0.9074,0.898,0.878,0.8974,ABSTRACTION-STABLE
12,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9254,0.9211,0.907,0.8814,0.898,0.8603,0.899,ABSTRACTION-STABLE
16,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.9029,0.8784,0.8968,0.8885,0.864,0.8567,0.9055,ABSTRACTION-BOUNDED
20,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.8951,0.9014,0.8766,0.8756,0.8724,0.8597,0.8876,ABSTRACTION-BOUNDED
24,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.8854,0.8682,0.8679,0.841,0.8693,0.8587,0.8807,ABSTRACTION-BOUNDED
32,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.8633,0.868,0.8691,0.8555,0.8346,0.8251,0.864,ABSTRACTION-BOUNDED
40,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.8573,0.8408,0.846,0.8026,0.8051,0.8153,0.8427,ABSTRACTION-BOUNDED
48,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.8404,0.812,0.8331,0.816,0.8167,0.7911,0.8344,ABSTRACTION-BOUNDED
64,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.78,0.7885,0.8034,0.7676,0.7736,0.7507,0.8029,ABSTRACTION-PARTIAL
80,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.758,0.76,0.7574,0.755,0.7367,0.74,0.7552,ABSTRACTION-PARTIAL
96,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.7341,0.7201,0.7422,0.7195,0.7125,0.705,0.7307,ABSTRACTION-PARTIAL
128,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.6887,0.6657,0.6786,0.6516,0.664,0.6653,0.6725,ABSTRACTION-DEGRADING
160,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.6338,0.6367,0.6296,0.6303,0.6113,0.6092,0.639,ABSTRACTION-DEGRADING
192,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.5896,0.5862,0.5845,0.5783,0.5744,0.5797,0.6052,ABSTRACTION-DEGRADING
256,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.5324,0.5231,0.5371,0.5098,0.5167,0.5167,0.5209,ABSTRACTION-FAILED
320,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.4845,0.4713,0.4813,0.477,0.4577,0.4613,0.4733,ABSTRACTION-FAILED
512,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.3687,0.3618,0.3619,0.3593,0.3626,0.3611,0.3742,ABSTRACTION-FAILED
768,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.2815,0.2774,0.286,0.2719,0.2796,0.2789,0.2868,ABSTRACTION-FAILED
1024,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.2309,0.2315,0.2273,0.221,0.2292,0.2198,0.231,ABSTRACTION-FAILED
1536,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.1662,0.1705,0.1673,0.1667,0.1656,0.1645,0.1688,ABSTRACTION-FAILED
2048,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.1312,0.1298,0.1336,0.1289,0.1261,0.1253,0.1298,ABSTRACTION-FAILED
3072,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.0916,0.0899,0.0935,0.0911,0.0912,0.088,0.0922,ABSTRACTION-FAILED
4096,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.0698,0.0715,0.0701,0.0682,0.0674,0.0696,0.0701,ABSTRACTION-FAILED
6144,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Antisymmetry-Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Antisymmetry-Neutral,NullAbstractionControl,0.7494,0.7681,0.7415,0.7723,0.7354,0.7357,0.7358,ABSTRACTION-PARTIAL
2,Antisymmetry-Neutral,NullAbstractionControl,0.7503,0.7536,0.7342,0.7639,0.7141,0.7182,0.7327,ABSTRACTION-PARTIAL
4,Antisymmetry-Neutral,NullAbstractionControl,0.7428,0.7618,0.7311,0.7615,0.7445,0.7194,0.7284,ABSTRACTION-PARTIAL
6,Antisymmetry-Neutral,NullAbstractionControl,0.7487,0.7524,0.76,0.7471,0.714,0.7258,0.7191,ABSTRACTION-PARTIAL
8,Antisymmetry-Neutral,NullAbstractionControl,0.7566,0.7564,0.7421,0.7453,0.7319,0.6995,0.7349,ABSTRACTION-PARTIAL
12,Antisymmetry-Neutral,NullAbstractionControl,0.7209,0.7427,0.7468,0.7587,0.7225,0.6964,0.7195,ABSTRACTION-PARTIAL
16,Antisymmetry-Neutral,NullAbstractionControl,0.724,0.7289,0.7343,0.7421,0.7057,0.6838,0.6956,ABSTRACTION-PARTIAL
20,Antisymmetry-Neutral,NullAbstractionControl,0.7111,0.7315,0.7087,0.7152,0.6793,0.697,0.702,ABSTRACTION-PARTIAL
24,Antisymmetry-Neutral,NullAbstractionControl,0.7099,0.7238,0.6995,0.7123,0.6824,0.6794,0.7038,ABSTRACTION-DEGRADING
32,Antisymmetry-Neutral,NullAbstractionControl,0.6945,0.7119,0.7087,0.706,0.66,0.6673,0.6983,ABSTRACTION-PARTIAL
40,Antisymmetry-Neutral,NullAbstractionControl,0.6847,0.6852,0.6655,0.6912,0.6462,0.6504,0.6647,ABSTRACTION-DEGRADING
48,Antisymmetry-Neutral,NullAbstractionControl,0.6832,0.6764,0.6508,0.6782,0.6436,0.636,0.6487,ABSTRACTION-DEGRADING
64,Antisymmetry-Neutral,NullAbstractionControl,0.6335,0.6451,0.6494,0.6567,0.6273,0.6232,0.6221,ABSTRACTION-DEGRADING
80,Antisymmetry-Neutral,NullAbstractionControl,0.6264,0.6189,0.5996,0.6263,0.6082,0.5945,0.6155,ABSTRACTION-DEGRADING
96,Antisymmetry-Neutral,NullAbstractionControl,0.5842,0.5835,0.5788,0.6104,0.5688,0.5541,0.5825,ABSTRACTION-DEGRADING
128,Antisymmetry-Neutral,NullAbstractionControl,0.5644,0.5522,0.5511,0.5429,0.5397,0.5249,0.5378,ABSTRACTION-DEGRADING
160,Antisymmetry-Neutral,NullAbstractionControl,0.5066,0.5106,0.4982,0.5267,0.4851,0.4986,0.5039,ABSTRACTION-FAILED
192,Antisymmetry-Neutral,NullAbstractionControl,0.471,0.4925,0.4873,0.4898,0.4551,0.4489,0.4806,ABSTRACTION-FAILED
256,Antisymmetry-Neutral,NullAbstractionControl,0.4237,0.4389,0.4332,0.4448,0.4253,0.4141,0.4228,ABSTRACTION-FAILED
320,Antisymmetry-Neutral,NullAbstractionControl,0.3872,0.3852,0.3907,0.4007,0.3724,0.3772,0.3845,ABSTRACTION-FAILED
512,Antisymmetry-Neutral,NullAbstractionControl,0.2993,0.3088,0.2928,0.2986,0.2982,0.2927,0.2886,ABSTRACTION-FAILED
768,Antisymmetry-Neutral,NullAbstractionControl,0.2361,0.2315,0.2261,0.2287,0.2206,0.2153,0.2213,ABSTRACTION-FAILED
1024,Antisymmetry-Neutral,NullAbstractionControl,0.1892,0.1888,0.1822,0.1908,0.1848,0.1802,0.1873,ABSTRACTION-FAILED
1536,Antisymmetry-Neutral,NullAbstractionControl,0.1368,0.1337,0.1351,0.1353,0.1338,0.1286,0.136,ABSTRACTION-FAILED
2048,Antisymmetry-Neutral,NullAbstractionControl,0.1052,0.1073,0.1082,0.11,0.1037,0.0993,0.1025,ABSTRACTION-FAILED
3072,Antisymmetry-Neutral,NullAbstractionControl,0.0763,0.0749,0.0744,0.0742,0.0717,0.0703,0.0724,ABSTRACTION-FAILED
4096,Antisymmetry-Neutral,NullAbstractionControl,0.0583,0.0582,0.0555,0.0563,0.0541,0.0553,0.0555,ABSTRACTION-FAILED
6144,Antisymmetry-Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Antisymmetry-Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Antisymmetry-Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Antisymmetry-Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.9496,0.94,0.93,0.92,0.9021,0.9,0.9145,ABSTRACTION-STABLE
2,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.96,0.9361,0.93,0.8955,0.8851,0.9,0.9101,ABSTRACTION-STABLE
4,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.9487,0.94,0.9183,0.92,0.8907,0.8972,0.894,ABSTRACTION-STABLE
6,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.96,0.94,0.9063,0.9121,0.9014,0.891,0.9144,ABSTRACTION-STABLE
8,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.9545,0.9273,0.9229,0.9029,0.8883,0.897,0.8854,ABSTRACTION-STABLE
12,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.9454,0.9125,0.921,0.8813,0.8665,0.886,0.8791,ABSTRACTION-STABLE
16,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.9227,0.9014,0.8918,0.8802,0.8592,0.88,0.8823,ABSTRACTION-BOUNDED
20,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.9218,0.8776,0.8943,0.8725,0.8619,0.8447,0.8537,ABSTRACTION-BOUNDED
24,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.9138,0.9003,0.8894,0.8431,0.8387,0.8502,0.8744,ABSTRACTION-BOUNDED
32,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.8719,0.863,0.8716,0.833,0.8313,0.8113,0.8467,ABSTRACTION-BOUNDED
40,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.8711,0.8628,0.8215,0.8185,0.7929,0.803,0.8255,ABSTRACTION-BOUNDED
48,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.8299,0.846,0.8118,0.8063,0.8052,0.7973,0.7994,ABSTRACTION-BOUNDED
64,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.8106,0.8039,0.7977,0.7592,0.7604,0.7619,0.7676,ABSTRACTION-PARTIAL
80,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.7752,0.7788,0.772,0.7361,0.7472,0.7432,0.7532,ABSTRACTION-PARTIAL
96,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.7527,0.7448,0.7426,0.7225,0.6921,0.7008,0.7213,ABSTRACTION-PARTIAL
128,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.6886,0.6886,0.6809,0.6503,0.6616,0.6624,0.6762,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.647,0.6401,0.6382,0.6098,0.6256,0.6144,0.6221,ABSTRACTION-DEGRADING
192,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.6209,0.5996,0.5977,0.5783,0.5631,0.5641,0.5917,ABSTRACTION-DEGRADING
256,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.5496,0.5459,0.5338,0.5117,0.5234,0.5149,0.5252,ABSTRACTION-FAILED
320,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.4962,0.4876,0.474,0.4739,0.4702,0.4652,0.4745,ABSTRACTION-FAILED
512,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.3833,0.3669,0.3738,0.363,0.3574,0.3545,0.3629,ABSTRACTION-FAILED
768,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.296,0.2823,0.2779,0.2807,0.2769,0.2766,0.2719,ABSTRACTION-FAILED
1024,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.2371,0.232,0.2293,0.2234,0.2232,0.2273,0.2272,ABSTRACTION-FAILED
1536,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.1749,0.171,0.1694,0.1622,0.1617,0.1644,0.166,ABSTRACTION-FAILED
2048,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.1347,0.1331,0.1322,0.1297,0.128,0.1295,0.1281,ABSTRACTION-FAILED
3072,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.0927,0.094,0.091,0.0878,0.0875,0.0886,0.0888,ABSTRACTION-FAILED
4096,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.0739,0.0713,0.0712,0.0681,0.0681,0.0694,0.0675,ABSTRACTION-FAILED
6144,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.0501,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry-Neutral,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.96,0.94,0.922,0.916,0.8996,0.8902,0.92,ABSTRACTION-STABLE
2,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.96,0.94,0.9256,0.92,0.8951,0.9,0.9097,ABSTRACTION-STABLE
4,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.96,0.94,0.93,0.92,0.91,0.8809,0.9073,ABSTRACTION-STABLE
6,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.96,0.9333,0.9087,0.9111,0.91,0.874,0.9186,ABSTRACTION-STABLE
8,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.9459,0.94,0.9117,0.9158,0.8824,0.8859,0.906,ABSTRACTION-STABLE
12,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.9433,0.9138,0.8943,0.9026,0.8954,0.8953,0.8809,ABSTRACTION-BOUNDED
16,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.9336,0.9215,0.8767,0.8875,0.8631,0.8479,0.8812,ABSTRACTION-BOUNDED
20,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.9237,0.9056,0.871,0.8919,0.8579,0.847,0.8843,ABSTRACTION-BOUNDED
24,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.9089,0.8785,0.8859,0.8595,0.8623,0.8519,0.8523,ABSTRACTION-BOUNDED
32,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.8754,0.8771,0.8549,0.8548,0.8248,0.8213,0.8321,ABSTRACTION-BOUNDED
40,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.8777,0.8491,0.8442,0.831,0.8353,0.7962,0.8384,ABSTRACTION-BOUNDED
48,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.8427,0.8409,0.837,0.8189,0.788,0.7869,0.7977,ABSTRACTION-BOUNDED
64,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.815,0.8083,0.8028,0.773,0.78,0.7588,0.7739,ABSTRACTION-BOUNDED
80,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.7928,0.7703,0.7522,0.7528,0.7398,0.7454,0.736,ABSTRACTION-PARTIAL
96,Projection-Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.7429,0.7514,0.734,0.7323,0.7074,0.7012,0.7179,ABSTRACTION-PARTIAL
