depth,sector,condition,rg_similarity,interaction_coherence,collision_reproducibility,identity_retention_post_collision,recursive_exchange_stability,bounded_interaction_drift,interaction_gain,classification
12,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-N,IdentityRetentionAfterCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.9267,INTERACTION-STABLE
4194304,P-N,IdentityRetentionAfterCollision,0.96,0.9339,0.9304,0.93,0.9141,0.8983,0.9179,INTERACTION-STABLE
8388608,P-N,IdentityRetentionAfterCollision,0.9038,0.8663,0.8851,0.8725,0.8733,0.8365,0.8552,INTERACTION-BOUNDED
16777216,P-N,IdentityRetentionAfterCollision,0.8277,0.7966,0.7901,0.7885,0.759,0.7575,0.7823,INTERACTION-PARTIAL
1,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-N,ExchangeConservationTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-N,ExchangeConservationTracking,0.96,0.96,0.9063,0.9222,0.92,0.8781,0.93,INTERACTION-STABLE
8388608,P-N,ExchangeConservationTracking,0.9038,0.8744,0.8781,0.8686,0.8869,0.853,0.88,INTERACTION-BOUNDED
16777216,P-N,ExchangeConservationTracking,0.8264,0.8073,0.7955,0.7654,0.7992,0.7678,0.7933,INTERACTION-BOUNDED
1,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-N,ConstructiveDestructiveCollision,0.96,0.96,0.94,0.93,0.9182,0.91,0.93,INTERACTION-STABLE
4194304,P-N,ConstructiveDestructiveCollision,0.96,0.9265,0.9268,0.9083,0.92,0.91,0.93,INTERACTION-STABLE
8388608,P-N,ConstructiveDestructiveCollision,0.9133,0.9042,0.8869,0.8577,0.841,0.8471,0.8919,INTERACTION-STABLE
16777216,P-N,ConstructiveDestructiveCollision,0.8215,0.7925,0.7874,0.7671,0.7793,0.7571,0.7906,INTERACTION-PARTIAL
1,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-N,RecursiveInteractionReproducibility,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-N,RecursiveInteractionReproducibility,0.96,0.9598,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-N,RecursiveInteractionReproducibility,0.96,0.9319,0.94,0.9207,0.9057,0.91,0.93,INTERACTION-STABLE
8388608,P-N,RecursiveInteractionReproducibility,0.9134,0.8918,0.8801,0.8492,0.8626,0.8722,0.8585,INTERACTION-BOUNDED
16777216,P-N,RecursiveInteractionReproducibility,0.8051,0.8012,0.8032,0.7753,0.7566,0.7665,0.7809,INTERACTION-BOUNDED
1,P-N,NullInteractionControl,0.7323,0.7204,0.6758,0.6751,0.6801,0.6771,0.6964,INTERACTION-PARTIAL
2,P-N,NullInteractionControl,0.751,0.6889,0.6781,0.6826,0.6722,0.6758,0.7015,INTERACTION-DEGRADING
4,P-N,NullInteractionControl,0.7381,0.6961,0.6909,0.6957,0.6586,0.6617,0.7006,INTERACTION-DEGRADING
6,P-N,NullInteractionControl,0.7295,0.7036,0.6933,0.6869,0.6566,0.6719,0.6953,INTERACTION-PARTIAL
8,P-N,NullInteractionControl,0.7344,0.7013,0.7021,0.6836,0.6558,0.6494,0.6894,INTERACTION-PARTIAL
12,P-N,NullInteractionControl,0.7297,0.6872,0.6794,0.6928,0.6881,0.6747,0.6776,INTERACTION-DEGRADING
16,P-N,NullInteractionControl,0.7617,0.6924,0.6998,0.6781,0.6954,0.655,0.6986,INTERACTION-DEGRADING
20,P-N,NullInteractionControl,0.7391,0.6973,0.6991,0.6697,0.6643,0.6824,0.6874,INTERACTION-DEGRADING
24,P-N,NullInteractionControl,0.7634,0.6859,0.6794,0.7013,0.6793,0.6642,0.6705,INTERACTION-DEGRADING
32,P-N,NullInteractionControl,0.7553,0.6932,0.6998,0.6946,0.6761,0.6554,0.6871,INTERACTION-DEGRADING
40,P-N,NullInteractionControl,0.7599,0.7019,0.6892,0.6824,0.6749,0.6666,0.7015,INTERACTION-PARTIAL
48,P-N,NullInteractionControl,0.7581,0.69,0.7022,0.667,0.6778,0.6763,0.685,INTERACTION-DEGRADING
64,P-N,NullInteractionControl,0.7358,0.6949,0.6871,0.7018,0.6823,0.6802,0.6852,INTERACTION-DEGRADING
80,P-N,NullInteractionControl,0.7362,0.7061,0.7139,0.7028,0.6707,0.6457,0.6896,INTERACTION-PARTIAL
96,P-N,NullInteractionControl,0.7495,0.6943,0.692,0.6934,0.6683,0.6652,0.6979,INTERACTION-DEGRADING
128,P-N,NullInteractionControl,0.7356,0.7125,0.6758,0.6819,0.6824,0.6728,0.6683,INTERACTION-PARTIAL
160,P-N,NullInteractionControl,0.7598,0.7169,0.7001,0.7,0.6901,0.6467,0.6786,INTERACTION-PARTIAL
192,P-N,NullInteractionControl,0.7479,0.6947,0.7026,0.6768,0.6923,0.6727,0.6675,INTERACTION-DEGRADING
256,P-N,NullInteractionControl,0.7466,0.689,0.6903,0.7004,0.6792,0.6457,0.6854,INTERACTION-DEGRADING
320,P-N,NullInteractionControl,0.7603,0.7082,0.6864,0.6854,0.6708,0.6821,0.7044,INTERACTION-PARTIAL
512,P-N,NullInteractionControl,0.7339,0.7251,0.6845,0.6797,0.6836,0.6487,0.6774,INTERACTION-PARTIAL
768,P-N,NullInteractionControl,0.7633,0.6874,0.6922,0.6783,0.6885,0.6812,0.7049,INTERACTION-DEGRADING
1024,P-N,NullInteractionControl,0.7444,0.7193,0.7097,0.6783,0.6776,0.6593,0.6691,INTERACTION-PARTIAL
1536,P-N,NullInteractionControl,0.7421,0.7244,0.6782,0.6969,0.6585,0.6804,0.6751,INTERACTION-PARTIAL
2048,P-N,NullInteractionControl,0.749,0.6894,0.6949,0.7027,0.6755,0.6753,0.6854,INTERACTION-DEGRADING
3072,P-N,NullInteractionControl,0.7636,0.7255,0.6918,0.6753,0.6723,0.6462,0.6825,INTERACTION-PARTIAL
4096,P-N,NullInteractionControl,0.7298,0.7041,0.6887,0.6762,0.6563,0.6835,0.6788,INTERACTION-PARTIAL
6144,P-N,NullInteractionControl,0.7492,0.713,0.6797,0.6988,0.6738,0.6716,0.6668,INTERACTION-PARTIAL
8192,P-N,NullInteractionControl,0.7615,0.6991,0.6891,0.6667,0.687,0.6791,0.6715,INTERACTION-DEGRADING
12288,P-N,NullInteractionControl,0.7602,0.7153,0.6787,0.6863,0.6897,0.6705,0.6743,INTERACTION-PARTIAL
16384,P-N,NullInteractionControl,0.7277,0.7223,0.6987,0.6805,0.6829,0.6762,0.681,INTERACTION-PARTIAL
24576,P-N,NullInteractionControl,0.7303,0.6971,0.7141,0.6687,0.661,0.6728,0.7022,INTERACTION-DEGRADING
32768,P-N,NullInteractionControl,0.7649,0.6916,0.6855,0.6861,0.6635,0.6473,0.6861,INTERACTION-DEGRADING
65536,P-N,NullInteractionControl,0.7568,0.7015,0.6848,0.6853,0.6689,0.6828,0.6981,INTERACTION-PARTIAL
131072,P-N,NullInteractionControl,0.7562,0.69,0.7083,0.6752,0.6671,0.6673,0.6916,INTERACTION-DEGRADING
262144,P-N,NullInteractionControl,0.7418,0.6946,0.6792,0.6925,0.6766,0.6709,0.677,INTERACTION-DEGRADING
524288,P-N,NullInteractionControl,0.7276,0.6882,0.6813,0.6779,0.6737,0.6687,0.698,INTERACTION-DEGRADING
1048576,P-N,NullInteractionControl,0.752,0.7014,0.6785,0.659,0.6468,0.6713,0.6932,INTERACTION-PARTIAL
2097152,P-N,NullInteractionControl,0.7381,0.6763,0.6734,0.6715,0.661,0.6407,0.6739,INTERACTION-DEGRADING
4194304,P-N,NullInteractionControl,0.6835,0.6614,0.6402,0.6311,0.6197,0.6301,0.6298,INTERACTION-DEGRADING
8388608,P-N,NullInteractionControl,0.6459,0.6178,0.6211,0.6115,0.5828,0.58,0.599,INTERACTION-DEGRADING
16777216,P-N,NullInteractionControl,0.5883,0.5439,0.5404,0.5534,0.5266,0.5139,0.5523,INTERACTION-FAILED
1,A-N,PacketCollisionDynamics,0.9522,0.9306,0.8927,0.8879,0.881,0.8747,0.9062,INTERACTION-STABLE
2,A-N,PacketCollisionDynamics,0.9445,0.9157,0.9064,0.8859,0.89,0.8684,0.8834,INTERACTION-STABLE
4,A-N,PacketCollisionDynamics,0.931,0.9352,0.8858,0.8867,0.8867,0.8667,0.8959,INTERACTION-STABLE
6,A-N,PacketCollisionDynamics,0.96,0.9187,0.9192,0.8837,0.8684,0.8769,0.9109,INTERACTION-STABLE
8,A-N,PacketCollisionDynamics,0.959,0.9264,0.9051,0.8918,0.8658,0.8501,0.8757,INTERACTION-STABLE
12,A-N,PacketCollisionDynamics,0.9568,0.9378,0.9153,0.9101,0.8698,0.8836,0.8951,INTERACTION-STABLE
16,A-N,PacketCollisionDynamics,0.9228,0.9081,0.9125,0.9141,0.8841,0.8482,0.8947,INTERACTION-STABLE
20,A-N,PacketCollisionDynamics,0.9545,0.9433,0.8862,0.9138,0.8609,0.8603,0.9056,INTERACTION-STABLE
24,A-N,PacketCollisionDynamics,0.9328,0.9088,0.8947,0.886,0.8611,0.8671,0.906,INTERACTION-STABLE
32,A-N,PacketCollisionDynamics,0.9387,0.935,0.9201,0.8933,0.8746,0.8823,0.8817,INTERACTION-STABLE
40,A-N,PacketCollisionDynamics,0.9228,0.9205,0.917,0.8857,0.8748,0.854,0.8768,INTERACTION-STABLE
48,A-N,PacketCollisionDynamics,0.9325,0.9191,0.8945,0.8835,0.868,0.855,0.8838,INTERACTION-STABLE
64,A-N,PacketCollisionDynamics,0.9564,0.9056,0.9225,0.9143,0.8861,0.8742,0.8791,INTERACTION-STABLE
80,A-N,PacketCollisionDynamics,0.9577,0.9338,0.9012,0.8756,0.8674,0.8749,0.9124,INTERACTION-STABLE
96,A-N,PacketCollisionDynamics,0.9262,0.9386,0.9226,0.8923,0.8604,0.8549,0.9142,INTERACTION-STABLE
128,A-N,PacketCollisionDynamics,0.9527,0.9182,0.8886,0.8837,0.8796,0.8743,0.9088,INTERACTION-STABLE
160,A-N,PacketCollisionDynamics,0.933,0.9223,0.9028,0.8964,0.8707,0.8681,0.9104,INTERACTION-STABLE
192,A-N,PacketCollisionDynamics,0.9551,0.9184,0.9149,0.9089,0.8605,0.8787,0.9115,INTERACTION-STABLE
256,A-N,PacketCollisionDynamics,0.9299,0.9104,0.9242,0.9085,0.8886,0.8685,0.9035,INTERACTION-STABLE
