depth,sector,condition,compression_survival_fraction,emergence_reconstruction_fidelity,minimal_architecture_score,generalization_consistency,recursive_information_efficiency,compression_degradation_bound,structural_redundancy_index,compression_ratio,base_emergence,compressed_emergence,classification
2,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
4,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
6,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
8,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
12,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
16,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
20,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
24,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
32,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
40,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
48,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
64,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
80,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
96,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
128,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
160,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
192,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
256,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
320,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
512,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
768,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
1024,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
1536,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
2048,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
3072,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
4096,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
6144,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
8192,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
12288,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9535,0.6445,COMPRESSION-BOUNDED
16384,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9534,0.6445,COMPRESSION-BOUNDED
24576,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9534,0.6445,COMPRESSION-BOUNDED
32768,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9534,0.6445,COMPRESSION-BOUNDED
65536,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.2291,0.324,1.0,0.55,0.9533,0.6444,COMPRESSION-BOUNDED
131072,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.2291,0.324,1.0,0.55,0.953,0.6442,COMPRESSION-BOUNDED
262144,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.2291,0.324,1.0,0.55,0.9525,0.6439,COMPRESSION-BOUNDED
524288,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.2291,0.324,1.0,0.55,0.9516,0.6433,COMPRESSION-BOUNDED
1048576,Antisymmetry,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.2292,0.324,1.0,0.55,0.9496,0.642,COMPRESSION-BOUNDED
2097152,Antisymmetry,ReducedInteractionChannels,0.6761,0.658,0.6761,1.0,1.2293,0.3239,1.0,0.55,0.9458,0.6394,COMPRESSION-BOUNDED
4194304,Antisymmetry,ReducedInteractionChannels,0.6763,0.658,0.6763,1.0,1.2296,0.3237,1.0,0.55,0.9381,0.6344,COMPRESSION-BOUNDED
8388608,Antisymmetry,ReducedInteractionChannels,0.6766,0.658,0.6766,1.0,1.2301,0.3234,1.0,0.55,0.9232,0.6246,COMPRESSION-BOUNDED
16777216,Antisymmetry,ReducedInteractionChannels,0.6771,0.658,0.6771,1.0,1.2312,0.3229,1.0,0.55,0.8949,0.606,COMPRESSION-BOUNDED
33554432,Antisymmetry,ReducedInteractionChannels,0.6783,0.658,0.6783,1.0,1.2333,0.3217,1.0,0.55,0.843,0.5718,COMPRESSION-BOUNDED
67108864,Antisymmetry,ReducedInteractionChannels,0.6807,0.658,0.6807,1.0,1.2376,0.3193,1.0,0.55,0.7555,0.5142,COMPRESSION-BOUNDED
1,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6825,COMPRESSION-BOUNDED
2,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
4,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
6,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
8,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
12,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
16,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
20,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
24,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
32,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
40,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
48,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
64,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
80,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
96,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
128,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
160,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
192,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
256,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
320,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
512,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
768,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
1024,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
1536,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
2048,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
3072,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
4096,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
6144,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
8192,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
12288,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9535,0.6824,COMPRESSION-BOUNDED
16384,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9534,0.6824,COMPRESSION-BOUNDED
24576,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9534,0.6824,COMPRESSION-BOUNDED
32768,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9534,0.6824,COMPRESSION-BOUNDED
65536,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9533,0.6823,COMPRESSION-BOUNDED
131072,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.953,0.6821,COMPRESSION-BOUNDED
262144,Antisymmetry,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9525,0.6818,COMPRESSION-BOUNDED
524288,Antisymmetry,SimplifiedTransportDynamics,0.7158,0.7,1.0,1.0,1.0225,0.2842,1.0,0.7,0.9516,0.6811,COMPRESSION-BOUNDED
1048576,Antisymmetry,SimplifiedTransportDynamics,0.7158,0.7,1.0,1.0,1.0226,0.2842,1.0,0.7,0.9496,0.6797,COMPRESSION-BOUNDED
2097152,Antisymmetry,SimplifiedTransportDynamics,0.7159,0.7,1.0,1.0,1.0227,0.2841,1.0,0.7,0.9458,0.677,COMPRESSION-BOUNDED
4194304,Antisymmetry,SimplifiedTransportDynamics,0.716,0.7,1.0,1.0,1.0228,0.284,1.0,0.7,0.9381,0.6717,COMPRESSION-BOUNDED
8388608,Antisymmetry,SimplifiedTransportDynamics,0.7162,0.7,1.0,1.0,1.0232,0.2838,1.0,0.7,0.9232,0.6613,COMPRESSION-BOUNDED
16777216,Antisymmetry,SimplifiedTransportDynamics,0.7168,0.7,1.0,1.0,1.0239,0.2832,1.0,0.7,0.8949,0.6414,COMPRESSION-BOUNDED
33554432,Antisymmetry,SimplifiedTransportDynamics,0.7178,0.7,1.0,1.0,1.0254,0.2822,1.0,0.7,0.843,0.6051,COMPRESSION-BOUNDED
67108864,Antisymmetry,SimplifiedTransportDynamics,0.7199,0.7,1.0,1.0,1.0284,0.2801,1.0,0.7,0.7555,0.5438,COMPRESSION-BOUNDED
1,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
2,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
4,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
6,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
8,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
12,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
16,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
20,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
24,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
32,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
40,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
48,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
64,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
80,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
96,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
128,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
160,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
192,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
256,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
320,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
512,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
768,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
1024,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
1536,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
2048,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
3072,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
4096,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
6144,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
8192,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
12288,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9535,0.9535,COMPRESSION-STABLE
16384,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9534,0.9535,COMPRESSION-STABLE
24576,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9534,0.9535,COMPRESSION-STABLE
32768,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9534,0.9535,COMPRESSION-STABLE
65536,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9533,0.9535,COMPRESSION-STABLE
131072,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.953,0.9535,COMPRESSION-STABLE
262144,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9525,0.9535,COMPRESSION-STABLE
524288,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9516,0.9535,COMPRESSION-STABLE
1048576,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9496,0.9535,COMPRESSION-STABLE
2097152,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9458,0.9535,COMPRESSION-STABLE
4194304,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9381,0.9535,COMPRESSION-STABLE
8388608,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9232,0.9534,COMPRESSION-STABLE
16777216,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.8949,0.9534,COMPRESSION-STABLE
33554432,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.843,0.9534,COMPRESSION-STABLE
67108864,Antisymmetry,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.7555,0.9533,COMPRESSION-STABLE
1,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
2,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
4,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
6,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
8,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
12,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
16,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
20,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
24,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
32,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
40,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
48,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
64,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
80,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
96,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
128,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
160,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
192,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
256,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
320,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
512,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
768,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
1024,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
1536,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
2048,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
3072,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
4096,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
6144,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
8192,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
12288,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9535,0.4433,COMPRESSION-DEGRADING
16384,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9534,0.4432,COMPRESSION-DEGRADING
24576,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9534,0.4432,COMPRESSION-DEGRADING
32768,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9534,0.4432,COMPRESSION-DEGRADING
65536,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.9533,0.4432,COMPRESSION-DEGRADING
131072,Antisymmetry,MinimalSufficientArchitecture,0.4649,0.4353,0.4649,1.0,0.9298,0.5351,1.0,0.5,0.953,0.4431,COMPRESSION-DEGRADING
