depth,sector,condition,rg_similarity,causal_coherence,temporal_order_stability,propagation_directionality,causal_chain_persistence,recursive_temporal_alignment,temporal_emergence_gain,classification
1536,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-N,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-N,RecursiveTemporalConsistency,0.96,0.9314,0.94,0.9226,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-N,RecursiveTemporalConsistency,0.9201,0.8655,0.9122,0.8619,0.8623,0.849,0.8476,CAUSAL-TEMPORAL-BOUNDED
524288,P-N,RecursiveTemporalConsistency,0.8147,0.7885,0.8022,0.7886,0.779,0.7596,0.7742,CAUSAL-TEMPORAL-PARTIAL
1,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-N,PropagationAsymmetryTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-N,PropagationAsymmetryTracking,0.96,0.9305,0.9246,0.9288,0.912,0.88,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-N,PropagationAsymmetryTracking,0.9171,0.8783,0.8675,0.8863,0.8851,0.8473,0.8668,CAUSAL-TEMPORAL-BOUNDED
524288,P-N,PropagationAsymmetryTracking,0.8325,0.801,0.7937,0.7973,0.772,0.7667,0.7755,CAUSAL-TEMPORAL-BOUNDED
1,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-N,CausalChainPersistenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-N,CausalChainPersistenceMapping,0.96,0.9449,0.912,0.9155,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-N,CausalChainPersistenceMapping,0.9281,0.8779,0.8697,0.874,0.8977,0.8376,0.8766,CAUSAL-TEMPORAL-BOUNDED
524288,P-N,CausalChainPersistenceMapping,0.8333,0.7852,0.7958,0.7812,0.7885,0.7646,0.7709,CAUSAL-TEMPORAL-PARTIAL
1,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-N,TransportDirectionCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-N,TransportDirectionCoherence,0.96,0.9325,0.9195,0.9195,0.8946,0.9046,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-N,TransportDirectionCoherence,0.9004,0.8659,0.8759,0.8762,0.8465,0.8596,0.8845,CAUSAL-TEMPORAL-BOUNDED
524288,P-N,TransportDirectionCoherence,0.8252,0.7959,0.7849,0.7928,0.7766,0.7664,0.7917,CAUSAL-TEMPORAL-PARTIAL
1,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-N,RecursiveTemporalStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-N,RecursiveTemporalStabilization,0.96,0.951,0.94,0.93,0.9198,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-N,RecursiveTemporalStabilization,0.958,0.9452,0.94,0.9202,0.8911,0.9064,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-N,RecursiveTemporalStabilization,0.9264,0.866,0.8838,0.8652,0.8407,0.8623,0.8593,CAUSAL-TEMPORAL-BOUNDED
524288,P-N,RecursiveTemporalStabilization,0.8115,0.7786,0.7899,0.7754,0.7642,0.7722,0.7947,CAUSAL-TEMPORAL-PARTIAL
1,P-N,NullCausalControl,0.7413,0.7209,0.69,0.6779,0.677,0.6534,0.6827,CAUSAL-TEMPORAL-PARTIAL
2,P-N,NullCausalControl,0.7603,0.7202,0.6907,0.684,0.6889,0.6738,0.6914,CAUSAL-TEMPORAL-PARTIAL
4,P-N,NullCausalControl,0.7649,0.7146,0.6839,0.6667,0.6656,0.6772,0.696,CAUSAL-TEMPORAL-PARTIAL
6,P-N,NullCausalControl,0.7517,0.7156,0.6829,0.6763,0.6589,0.6465,0.6844,CAUSAL-TEMPORAL-PARTIAL
8,P-N,NullCausalControl,0.7666,0.7126,0.7018,0.7055,0.6819,0.6464,0.6694,CAUSAL-TEMPORAL-PARTIAL
12,P-N,NullCausalControl,0.7286,0.7082,0.6978,0.6672,0.6852,0.6612,0.6911,CAUSAL-TEMPORAL-PARTIAL
16,P-N,NullCausalControl,0.7496,0.6977,0.6963,0.6902,0.661,0.6735,0.6985,CAUSAL-TEMPORAL-DEGRADING
20,P-N,NullCausalControl,0.7405,0.7201,0.7016,0.7015,0.6585,0.6682,0.6837,CAUSAL-TEMPORAL-PARTIAL
24,P-N,NullCausalControl,0.736,0.7232,0.6791,0.6701,0.6641,0.6685,0.6911,CAUSAL-TEMPORAL-PARTIAL
32,P-N,NullCausalControl,0.7573,0.6997,0.6786,0.6705,0.6602,0.6776,0.6806,CAUSAL-TEMPORAL-DEGRADING
40,P-N,NullCausalControl,0.7626,0.7182,0.714,0.6935,0.6562,0.6573,0.6854,CAUSAL-TEMPORAL-PARTIAL
48,P-N,NullCausalControl,0.741,0.7172,0.7155,0.6928,0.6603,0.6636,0.6944,CAUSAL-TEMPORAL-PARTIAL
64,P-N,NullCausalControl,0.7375,0.7017,0.6772,0.6963,0.6888,0.6735,0.6692,CAUSAL-TEMPORAL-PARTIAL
80,P-N,NullCausalControl,0.7545,0.6893,0.698,0.6939,0.6839,0.6619,0.6706,CAUSAL-TEMPORAL-DEGRADING
96,P-N,NullCausalControl,0.7315,0.6911,0.6795,0.6803,0.6787,0.6642,0.6707,CAUSAL-TEMPORAL-DEGRADING
128,P-N,NullCausalControl,0.7299,0.6957,0.6779,0.6946,0.6845,0.648,0.6799,CAUSAL-TEMPORAL-DEGRADING
160,P-N,NullCausalControl,0.7455,0.6881,0.6848,0.6984,0.6704,0.6543,0.6782,CAUSAL-TEMPORAL-DEGRADING
192,P-N,NullCausalControl,0.7503,0.7197,0.6874,0.6917,0.6766,0.6489,0.7045,CAUSAL-TEMPORAL-PARTIAL
256,P-N,NullCausalControl,0.7484,0.6974,0.7002,0.6745,0.6832,0.6541,0.7031,CAUSAL-TEMPORAL-DEGRADING
320,P-N,NullCausalControl,0.7538,0.708,0.6984,0.6844,0.6829,0.6768,0.6897,CAUSAL-TEMPORAL-PARTIAL
512,P-N,NullCausalControl,0.7622,0.6976,0.6917,0.674,0.6828,0.6749,0.6744,CAUSAL-TEMPORAL-DEGRADING
768,P-N,NullCausalControl,0.7644,0.6901,0.6923,0.6798,0.6848,0.6742,0.6697,CAUSAL-TEMPORAL-DEGRADING
1024,P-N,NullCausalControl,0.7548,0.7215,0.6877,0.7029,0.6944,0.6731,0.6722,CAUSAL-TEMPORAL-PARTIAL
1536,P-N,NullCausalControl,0.7538,0.6852,0.6979,0.6749,0.6565,0.6767,0.6695,CAUSAL-TEMPORAL-DEGRADING
2048,P-N,NullCausalControl,0.7418,0.6922,0.6753,0.6875,0.6885,0.6578,0.6935,CAUSAL-TEMPORAL-DEGRADING
3072,P-N,NullCausalControl,0.7327,0.7087,0.6955,0.6723,0.6613,0.6647,0.6869,CAUSAL-TEMPORAL-PARTIAL
4096,P-N,NullCausalControl,0.7343,0.6969,0.7006,0.6754,0.6899,0.6735,0.6686,CAUSAL-TEMPORAL-DEGRADING
6144,P-N,NullCausalControl,0.7318,0.7203,0.7125,0.6768,0.6883,0.674,0.697,CAUSAL-TEMPORAL-PARTIAL
8192,P-N,NullCausalControl,0.7471,0.7084,0.693,0.6885,0.6716,0.6637,0.6868,CAUSAL-TEMPORAL-PARTIAL
12288,P-N,NullCausalControl,0.7396,0.6899,0.7085,0.6709,0.6825,0.6589,0.6687,CAUSAL-TEMPORAL-DEGRADING
16384,P-N,NullCausalControl,0.7383,0.7047,0.6806,0.6785,0.6812,0.678,0.6756,CAUSAL-TEMPORAL-PARTIAL
24576,P-N,NullCausalControl,0.7421,0.7104,0.6779,0.6603,0.6502,0.6485,0.6769,CAUSAL-TEMPORAL-PARTIAL
32768,P-N,NullCausalControl,0.7327,0.6991,0.7033,0.6934,0.6534,0.6615,0.6578,CAUSAL-TEMPORAL-DEGRADING
65536,P-N,NullCausalControl,0.7105,0.6979,0.6603,0.6641,0.6447,0.6303,0.6706,CAUSAL-TEMPORAL-DEGRADING
131072,P-N,NullCausalControl,0.712,0.6732,0.6627,0.6329,0.6347,0.6216,0.6357,CAUSAL-TEMPORAL-DEGRADING
262144,P-N,NullCausalControl,0.6545,0.6334,0.6174,0.5895,0.5906,0.5885,0.6172,CAUSAL-TEMPORAL-DEGRADING
524288,P-N,NullCausalControl,0.6001,0.5565,0.5527,0.5352,0.5326,0.5179,0.5307,CAUSAL-TEMPORAL-DEGRADING
1,A-N,CausalOrderingExtraction,0.9315,0.9327,0.8931,0.9039,0.8843,0.8639,0.9134,CAUSAL-TEMPORAL-STABLE
2,A-N,CausalOrderingExtraction,0.9327,0.9407,0.8858,0.8942,0.8861,0.8522,0.8973,CAUSAL-TEMPORAL-STABLE
